"France"-properNoun-fr "Francia"-properNoun-es
"récidiviste"-noun-fr "reincidente"-noun-es
"vidéo"-noun-fr "vídeo"-noun-es
"Radio Vitoria"-properNoun-fr "Radio Vitoria"-properNoun-es
"décompresser"-verb-fr "descomprimir"-verb-es
"Maccabi"-properNoun-fr "Maccabi"-properNoun-es
"invariable"-adjective-fr "invariable"-adjective-es
"Karakoroum"-properNoun-fr "Karakorum"-properNoun-es
"zéro"-numeral-fr "cero"-numeral-es
"Attijariwafa Bank"-properNoun-fr "Attijariwafa Bank"-properNoun-es
"eitb24"-properNoun-fr "eitb24"-properNoun-es
"Pays de Loire"-properNoun-fr "País del Loira"-properNoun-es
"vignette"-noun-fr "viñeta"-noun-es
"belle-soeur"-noun-fr "cuñada"-noun-es
"mari"-noun-fr "marido"-noun-es
"carrer"-verb-fr "cuadrar"-verb-es
"attendre"-verb-fr "esperar"-verb-es
"attendre"-verb-fr "aguardar"-verb-es
"Bergen"-properNoun-fr "Bergen"-properNoun-es
"nostalgie"-noun-fr "nostalgia"-noun-es
"nostalgie"-noun-fr "añoranza"-noun-es
"Errekaondo"-properNoun-fr "Errekaondo"-properNoun-es
"n"-noun-fr "n"-noun-es
"gypaète"-noun-fr "quebrantahuesos"-noun-es
"météorologie"-noun-fr "meteorología"-noun-es
"Billancourt"-properNoun-fr "Billancourt"-properNoun-es
"jeter l'éponge"-verb-fr "tirar la toalla"-verb-es
"Aizpuru"-properNoun-fr "Aizpuru"-properNoun-es
"Abaltzisketa"-properNoun-fr "Abaltzisketa"-properNoun-es
"Xerxès"-properNoun-fr "Jerjes"-properNoun-es
"renom"-noun-fr "renombre"-noun-es
"compte individuel"-noun-fr "cuenta individual"-noun-es
"dix-neuf"-numeral-fr "diecinueve"-numeral-es
"Le Corbusier"-properNoun-fr "Le Corbusier"-properNoun-es
"Abasolo"-properNoun-fr "Abasolo"-properNoun-es
"obscur"-adjective-fr "oscuro"-adjective-es
"fief"-noun-fr "feudo"-noun-es
"détroit de Gibraltar"-properNoun-fr "estrecho de Gibraltar"-properNoun-es
"à huis clos"-adverb-fr "a puerta cerrada"-adverb-es
"surprise"-noun-fr "sorpresa"-noun-es
"change officiel"-noun-fr "cambio oficial"-noun-es
"Rina"-properNoun-fr "Rina"-properNoun-es
"Françoise"-properNoun-fr "Françoise"-properNoun-es
"Guéret"-properNoun-fr "Guéret"-properNoun-es
"conseil"-noun-fr "asesoramiento"-noun-es
"conseil"-noun-fr "concello"-noun-es
"conseil"-noun-fr "consejo"-noun-es
"comique"-noun-fr "cómico"-noun-es
"Chen"-properNoun-fr "Chen"-properNoun-es
"Lilongwe"-properNoun-fr "Lilongüe"-properNoun-es
"Euskalmet"-properNoun-fr "Euskalmet"-properNoun-es
"quota de pêche"-noun-fr "cuota pesquera"-noun-es
"policier"-adjective-fr "policiaco"-adjective-es
"policier"-adjective-fr "policíaco"-adjective-es
"policier"-adjective-fr "policial"-adjective-es
"actinomètre"-noun-fr "actinómetro"-noun-es
"Gide"-properNoun-fr "Gide"-properNoun-es
"PSOE"-noun-fr "PSOE"-noun-es
"traîner un boulet"-verb-fr "llevar una cruz a cuestas"-verb-es
"dénouement"-noun-fr "desenlace"-noun-es
"Piccinini"-properNoun-fr "Piccinini"-properNoun-es
"monarchie"-noun-fr "monarquía"-noun-es
"fourmi"-noun-fr "hormiga"-noun-es
"Oxfam"-properNoun-fr "Oxfam"-properNoun-es
"glissement de terrain"-noun-fr "corrimiento de tierras"-noun-es
"déclarer au fisc"-verb-fr "declarar a hacienda"-verb-es
"poignée"-noun-fr "tiborta"-noun-es
"poignée"-noun-fr "puñado"-noun-es
"Espagne"-properNoun-fr "España"-properNoun-es
"Auckland"-properNoun-fr "Auckland"-properNoun-es
"Abarca"-properNoun-fr "Abarca"-properNoun-es
"rendre l'âme"-verb-fr "exhalar el último suspiro"-verb-es
"allégorie"-noun-fr "alegoría"-noun-es
"Van"-properNoun-fr "Van"-properNoun-es
"initié"-adjective-fr "iniciado"-adjective-es
"Kursaal"-properNoun-fr "Kursaal"-properNoun-es
"Alonsotegi"-properNoun-fr "Alonsotegi"-properNoun-es
"hospitaliser"-verb-fr "hospitalizar"-verb-es
"produire"-verb-fr "producir"-verb-es
"Saint-Pierre et Miquelon"-properNoun-fr "San Pedro y Miquelón"-properNoun-es
"Saint-Pierre et Miquelon"-properNoun-fr "San Pedro y Miguelón"-properNoun-es
"junte"-noun-fr "junta"-noun-es
"Ang Lee"-properNoun-fr "Ang Lee"-properNoun-es
"Allue"-properNoun-fr "Allue"-properNoun-es
"acclimater"-verb-fr "aclimatar"-verb-es
"d'abord"-adverb-fr "primero"-adverb-es
"d'abord"-adverb-fr "primeramente"-adverb-es
"Babcock"-properNoun-fr "Babcock"-properNoun-es
"trou d'air"-noun-fr "bolsa de aire"-noun-es
"Mozambique"-properNoun-fr "Mozambique"-properNoun-es
"bifurcation"-noun-fr "bifurcación"-noun-es
"Saône-et-Loire"-properNoun-fr "Saona y Loira"-properNoun-es
"Saône-et-Loire"-properNoun-fr "Saône-et-Loire"-properNoun-es
"Bissau"-properNoun-fr "Bissau"-properNoun-es
"Barkala"-properNoun-fr "Barkala"-properNoun-es
"nombrer"-verb-fr "enumerar"-verb-es
"Arangoiti"-properNoun-fr "Arangoiti"-properNoun-es
"cinquante"-numeral-fr "cincuenta"-numeral-es
"Liv Kalb"-properNoun-fr "Liv Kalb"-properNoun-es
"socialisation"-noun-fr "socialización"-noun-es
"répercussion"-noun-fr "repercusión"-noun-es
"neuf"-adjective-fr "nuevo"-adjective-es
"être sur des charbons ardents"-verb-fr "estar en ascuas"-verb-es
"Bautista"-properNoun-fr "Bautista"-properNoun-es
"Puig"-properNoun-fr "Puig"-properNoun-es
"en dernier ressort"-adverb-fr "como último recurso"-adverb-es
"en dernier ressort"-adverb-fr "en último recurso"-adverb-es
"crédit à long terme"-noun-fr "crédito a largo plazo"-noun-es
"critère"-noun-fr "criterio"-noun-es
"Agapito"-properNoun-fr "Agapito"-properNoun-es
"Denis"-properNoun-fr "Denis"-properNoun-es
"sacrer"-verb-fr "jurar"-verb-es
"Aluminios Liber"-properNoun-fr "Aluminios Liber"-properNoun-es
"rai"-noun-fr "rayo"-noun-es
"papier"-noun-fr "papel"-noun-es
"La Valette"-properNoun-fr "La Valeta"-properNoun-es
"enraciner"-verb-fr "arraigar"-verb-es
"enraciner"-verb-fr "enraizar"-verb-es
"yin"-noun-fr "yin"-noun-es
"Abiada"-properNoun-fr "Abiada"-properNoun-es
"participer à"-verb-fr "participar en"-verb-es
"inculpation"-noun-fr "inculpación"-noun-es
"sec"-adjective-fr "seco"-adjective-es
"soleil"-noun-fr "sol"-noun-es
"ruse"-noun-fr "ardid"-noun-es
"ruse"-noun-fr "astucia"-noun-es
"Amánn"-properNoun-fr "Amánn"-properNoun-es
"Brutus"-properNoun-fr "Bruto"-properNoun-es
"index"-noun-fr "índice"-noun-es
"Mazzanti"-properNoun-fr "Mazzanti"-properNoun-es
"nucléaire"-adjective-fr "nuclear"-adjective-es
"suffisamment"-adverb-fr "suficientemente"-adverb-es
"côtier"-adjective-fr "costero"-adjective-es
"Fuenlabrada"-properNoun-fr "Fuenlabrada"-properNoun-es
"Paulo"-properNoun-fr "Paulo"-properNoun-es
"Logan"-properNoun-fr "Logan"-properNoun-es
"Île de l'Ascension"-properNoun-fr "Isla Ascensión"-properNoun-es
"caravelle"-noun-fr "carabela"-noun-es
"qui est-ce qui"-pronoun-fr "quién"-pronoun-es
"Vasallo"-properNoun-fr "Vasallo"-properNoun-es
"épouvantable"-adjective-fr "espantoso"-adjective-es
"Vénus"-properNoun-fr "Venus"-properNoun-es
"sept cents"-numeral-fr "setecientos"-numeral-es
"trente-neuf"-numeral-fr "treinta y nueve"-numeral-es
"détente"-noun-fr "diversión"-noun-es
"plat-bord"-noun-fr "regala"-noun-es
"visualiser"-verb-fr "visualizar"-verb-es
"branche"-noun-fr "rama"-noun-es
"RTVE"-properNoun-fr "RTVE"-properNoun-es
"mer d'Aral"-properNoun-fr "Mar de Aral"-properNoun-es
"livret de caisse d'épargne"-noun-fr "libreta de ahorros"-noun-es
"embarcadère"-noun-fr "embarcadero"-noun-es
"dextérité"-noun-fr "destreza"-noun-es
"commémoratif"-adjective-fr "conmemorativo"-adjective-es
"celui-ci"-pronoun-fr "este"-pronoun-es
"celui-ci"-pronoun-fr "éste"-pronoun-es
"Romeo"-properNoun-fr "Romeo"-properNoun-es
"Antilles"-properNoun-fr "Antillas"-properNoun-es
"mafieux"-noun-fr "mafioso"-noun-es
"vocabulaire"-noun-fr "vocabulario"-noun-es
"Saturne"-properNoun-fr "Saturno"-properNoun-es
"homme"-noun-fr "varón"-noun-es
"homme"-noun-fr "hombre"-noun-es
"Assise"-properNoun-fr "Asis"-properNoun-es
"ministère public"-noun-fr "fiscalía"-noun-es
"Sébastopol"-properNoun-fr "Sebastopol"-properNoun-es
"pédéraste"-noun-fr "pederasta"-noun-es
"Allah"-properNoun-fr "Allah"-properNoun-es
"cinquante et un"-numeral-fr "cincuenta y uno"-numeral-es
"en somme"-adverb-fr "finalmente"-adverb-es
"en somme"-adverb-fr "en conclusión"-adverb-es
"bavard"-adjective-fr "charlatán"-adjective-es
"pionnier"-adjective-fr "pionero"-adjective-es
"indication"-noun-fr "indicación"-noun-es
"Lorena"-properNoun-fr "Lorena"-properNoun-es
"table"-noun-fr "mesa"-noun-es
"table"-noun-fr "tabla"-noun-es
"position"-noun-fr "posición"-noun-es
"position"-noun-fr "postura"-noun-es
"Pontevedresa"-properNoun-fr "Pontevedresa"-properNoun-es
"fondamentalement"-adverb-fr "fundamentalmente"-adverb-es
"reçus et signés"-adjective-fr "recibidos y conformes"-adjective-es
"GRI"-properNoun-fr "GRI"-properNoun-es
"faucon hobereau"-noun-fr "alcotán"-noun-es
"yeuse"-noun-fr "encina"-noun-es
"Agrippine"-properNoun-fr "Agripina"-properNoun-es
"organe"-noun-fr "órgano"-noun-es
"un"-determiner-fr "uno"-determiner-es
"créer"-verb-fr "crear"-verb-es
"Grand Schisme d'Orient"-properNoun-fr "Gran Cisma de Oriente"-properNoun-es
"d'un commun accord"-adverb-fr "de mutuo acuerdo"-adverb-es
"consensus"-noun-fr "consenso"-noun-es
"Mediaco Maroc"-properNoun-fr "Mediaco Maroc"-properNoun-es
"Ankarali"-properNoun-fr "Ankarali"-properNoun-es
"Alawwa"-properNoun-fr "Alawwa"-properNoun-es
"centaine"-noun-fr "centenar"-noun-es
"abattu"-adjective-fr "alicaído"-adjective-es
"apostille"-noun-fr "apostilla"-noun-es
"Areta"-properNoun-fr "Areta"-properNoun-es
"détérioration"-noun-fr "deterioración"-noun-es
"Bachianas Brasileiras"-properNoun-fr "Bachianas Brasileñas"-properNoun-es
"torchon"-noun-fr "paño"-noun-es
"torchon"-noun-fr "trapo"-noun-es
"énorme"-adjective-fr "enorme"-adjective-es
"Elustondo"-properNoun-fr "Elustondo"-properNoun-es
"chapitrer"-verb-fr "amonestar"-verb-es
"automobile"-noun-fr "automoción"-noun-es
"automobile"-noun-fr "automóvil"-noun-es
"ADAE"-noun-fr "ADAE"-noun-es
"vieil"-adjective-fr "viejo"-adjective-es
"assigner"-verb-fr "asignar"-verb-es
"petit-déjeuner"-noun-fr "almuerzo"-noun-es
"Banesto"-properNoun-fr "Banesto"-properNoun-es
"Escribano"-properNoun-fr "Escribano"-properNoun-es
"Erdogan"-properNoun-fr "Erdogan"-properNoun-es
"tripartite"-adjective-fr "tripartito"-adjective-es
"Aspe"-properNoun-fr "Aspe"-properNoun-es
"Brésil"-properNoun-fr "Brasil"-properNoun-es
"demande de chéquier"-noun-fr "solicitud de talonario"-noun-es
"date d'émission"-noun-fr "fecha de emisión"-noun-es
"de force"-adverb-fr "a la fuerza"-adverb-es
"autofiction"-noun-fr "autoficción"-noun-es
"entre l'épée et le mur"-adverb-fr "entre la espada y la pared"-adverb-es
"véhicule"-noun-fr "vehículo"-noun-es
"paysan"-noun-fr "campesino"-noun-es
"salut"-noun-fr "salvación"-noun-es
"locatif"-adjective-fr "para alquilar"-adjective-es
"Patagonie"-properNoun-fr "Patagonia"-properNoun-es
"sévérité"-noun-fr "severidad"-noun-es
"faire d'une pierre deux coups"-verb-fr "matar dos pájaros de un tiro"-verb-es
"autrui"-pronoun-fr "otro"-pronoun-es
"métrique"-noun-fr "métrica"-noun-es
"Eudel"-properNoun-fr "Eudel"-properNoun-es
"Horrach"-properNoun-fr "Horrach"-properNoun-es
"concentration"-noun-fr "concentración"-noun-es
"blessure"-noun-fr "herida"-noun-es
"X"-numeral-fr "X"-numeral-es
"Saint-Antoine"-properNoun-fr "San Antonio"-properNoun-es
"session"-noun-fr "sesión"-noun-es
"Rajoy"-properNoun-fr "Rajoy"-properNoun-es
"tout de même"-adverb-fr "de todas maneras"-adverb-es
"à cet égard"-adverb-fr "a este respecto"-adverb-es
"la plupart du temps"-adverb-fr "la mayoría de las veces"-adverb-es
"la plupart du temps"-adverb-fr "casi siempre"-adverb-es
"central"-adjective-fr "central"-adjective-es
"pouce"-noun-fr "pulgar"-noun-es
"pouce"-noun-fr "pulgada"-noun-es
"Annapolis"-properNoun-fr "Annapolis"-properNoun-es
"gorille"-noun-fr "gorila"-noun-es
"Empire Byzantin"-properNoun-fr "Imperio bizantino"-properNoun-es
"établissement"-noun-fr "entidad"-noun-es
"établissement"-noun-fr "establecimiento"-noun-es
"Népal"-properNoun-fr "Nepal"-properNoun-es
"concurrent"-noun-fr "competidor"-noun-es
"identité"-noun-fr "identidad"-noun-es
"moitié"-noun-fr "mitad"-noun-es
"Arkansas"-properNoun-fr "Arkansas"-properNoun-es
"Ordóñez"-properNoun-fr "Ordóñez"-properNoun-es
"laser"-noun-fr "láser"-noun-es
"Cercle Polaire Arctique"-properNoun-fr "Círculo Polar Ártico"-properNoun-es
"dénoter"-verb-fr "denotar"-verb-es
"bluetooth"-properNoun-fr "bluetooth"-properNoun-es
"incinération"-noun-fr "incineración"-noun-es
"Blois"-properNoun-fr "Blois"-properNoun-es
"XVII"-numeral-fr "XVII"-numeral-es
"fidéliser"-verb-fr "fidelizar"-verb-es
"au long"-adverb-fr "a lo largo"-adverb-es
"anéantir"-verb-fr "aniquilar"-verb-es
"sceller"-verb-fr "precintar"-verb-es
"foire"-noun-fr "feria"-noun-es
"quantitatif"-adjective-fr "cuantitativo"-adjective-es
"Afanias"-noun-fr "Afanias"-noun-es
"dimension"-noun-fr "dimensión"-noun-es
"Lizarbe"-properNoun-fr "Lizarbe"-properNoun-es
"remettre"-verb-fr "poner"-verb-es
"amoralité"-noun-fr "amoralidad"-noun-es
"finalement"-adverb-fr "finalmente"-adverb-es
"finalement"-adverb-fr "por último"-adverb-es
"Cordillères Bétiques"-properNoun-fr "Cordillera Bética"-properNoun-es
"bateau de pêche"-noun-fr "pesquero"-noun-es
"Lazkao"-properNoun-fr "Lazkao"-properNoun-es
"Goikoetxea"-properNoun-fr "Goikoetxea"-properNoun-es
"ABN Amro"-properNoun-fr "ABN Amro"-properNoun-es
"Diagonal"-properNoun-fr "Diagonal"-properNoun-es
"notablement"-adverb-fr "notablemente"-adverb-es
"Aizarnazabal"-properNoun-fr "Aizarnazabal"-properNoun-es
"Gustavia"-properNoun-fr "Gustavia"-properNoun-es
"orographie"-noun-fr "orografía"-noun-es
"crier"-verb-fr "gritar"-verb-es
"tour"-noun-fr "vuelta"-noun-es
"tour"-noun-fr "torre"-noun-es
"tour"-noun-fr "bóveda"-noun-es
"tour"-noun-fr "turno"-noun-es
"Valdis Zatlers"-properNoun-fr "Valdis Zatlers"-properNoun-es
"surveiller"-verb-fr "vigilar"-verb-es
"Tiffany"-properNoun-fr "Tiffany"-properNoun-es
"de toutes ses forces"-adverb-fr "con todas sus fuerzas"-adverb-es
"par la force des choses"-adverb-fr "por las circunstancias"-adverb-es
"Auschwitz"-properNoun-fr "Auschwitz"-properNoun-es
"visage"-noun-fr "rostro"-noun-es
"visage"-noun-fr "cara"-noun-es
"tapir"-verb-fr "agazapar"-verb-es
"Elizegi"-properNoun-fr "Elizegi"-properNoun-es
"Victor Hugo"-properNoun-fr "Victor Hugo"-properNoun-es
"flash"-noun-fr "flash"-noun-es
"flash"-noun-fr "fogonazo"-noun-es
"prunelle"-noun-fr "pupila"-noun-es
"prendre du galon"-verb-fr "ascender de categoría"-verb-es
"Chevènement"-properNoun-fr "Chevènement"-properNoun-es
"Herriko"-properNoun-fr "Herriko"-properNoun-es
"tempête de vent"-noun-fr "temporal de viento"-noun-es
"Jesús"-properNoun-fr "Jesús"-properNoun-es
"Bombardier"-properNoun-fr "Bombardier"-properNoun-es
"rémunération"-noun-fr "remuneración"-noun-es
"microchaîne"-noun-fr "microcadena"-noun-es
"parmi"-preposition-fr "entre"-preposition-es
"Piqué"-properNoun-fr "Piqué"-properNoun-es
"théoriquement"-adverb-fr "teóricamente"-adverb-es
"attendu"-preposition-fr "en vista de"-preposition-es
"Junior"-properNoun-fr "Junior"-properNoun-es
"relégation"-noun-fr "relegación"-noun-es
"pas du tout"-adverb-fr "en absoluto"-adverb-es
"Botswana"-properNoun-fr "Botsuana"-properNoun-es
"François"-properNoun-fr "François"-properNoun-es
"Etxebarria"-properNoun-fr "Etxebarria"-properNoun-es
"entreprendre"-verb-fr "acometer"-verb-es
"entreprendre"-verb-fr "emprender"-verb-es
"Kilimandjaro"-properNoun-fr "Kilimanjaro"-properNoun-es
"décontenancer"-verb-fr "desconcertar"-verb-es
"Antioquia"-properNoun-fr "Antioquia"-properNoun-es
"Antioquia"-properNoun-fr "Antioquía"-properNoun-es
"colonisation"-noun-fr "colonización"-noun-es
"Albese"-properNoun-fr "Albese"-properNoun-es
"Amaro"-properNoun-fr "Amaro"-properNoun-es
"félicité"-noun-fr "felicidad"-noun-es
"accueil"-noun-fr "bienvenida"-noun-es
"accueil"-noun-fr "recepción"-noun-es
"accueil"-noun-fr "acogida"-noun-es
"Miguel Ángel Revilla Roiz"-properNoun-fr "Miguel Ángel Revilla Roiz"-properNoun-es
"soupir"-noun-fr "suspiro"-noun-es
"ironie"-noun-fr "ironía"-noun-es
"écarter"-verb-fr "descartar"-verb-es
"écarter"-verb-fr "apartar"-verb-es
"plaidoirie"-noun-fr "alegato"-noun-es
"dermo-épidermique"-adjective-fr "dermoepidérmico"-adjective-es
"Retaga"-properNoun-fr "Retaga"-properNoun-es
"artistique"-adjective-fr "artístico"-adjective-es
"exhaustif"-adjective-fr "exhaustivo"-adjective-es
"Colchide"-properNoun-fr "Cólquida"-properNoun-es
"estampille"-noun-fr "estampilla"-noun-es
"animiste"-adjective-fr "animista"-adjective-es
"dégradant"-adjective-fr "denigrante"-adjective-es
"dégradant"-adjective-fr "degradante"-adjective-es
"abandon"-noun-fr "abandono"-noun-es
"montant"-noun-fr "montante"-noun-es
"montant"-noun-fr "importe"-noun-es
"Quillot"-properNoun-fr "Quillot"-properNoun-es
"Minerve"-properNoun-fr "Minerva"-properNoun-es
"rentrer"-verb-fr "caber"-verb-es
"rentrer"-verb-fr "regresar"-verb-es
"complet"-adjective-fr "completo"-adjective-es
"Pline"-properNoun-fr "Plinio"-properNoun-es
"Eider"-properNoun-fr "Eider"-properNoun-es
"Ribeira"-properNoun-fr "Ribeira"-properNoun-es
"Margarita"-properNoun-fr "Margarita"-properNoun-es
"gagnant"-adjective-fr "ganador"-adjective-es
"gagnant"-adjective-fr "premiado"-adjective-es
"gagnant"-adjective-fr "agraciado"-adjective-es
"Elbe"-properNoun-fr "Elba"-properNoun-es
"interactivité"-noun-fr "interactividad"-noun-es
"semestriel"-adjective-fr "semestral"-adjective-es
"Mao"-properNoun-fr "Mao"-properNoun-es
"débordement"-noun-fr "desbordamiento"-noun-es
"anticancéreux"-adjective-fr "anticanceroso"-adjective-es
"Kouchner"-properNoun-fr "Kouchner"-properNoun-es
"Abou Dabi"-properNoun-fr "Abu Dhabi"-properNoun-es
"vingt-six"-numeral-fr "veintiséis"-numeral-es
"TPIY"-properNoun-fr "TPIY"-properNoun-es
"Albizuri"-properNoun-fr "Albizuri"-properNoun-es
"forage"-noun-fr "perforación"-noun-es
"amortissement du principal"-noun-fr "amortización del principal"-noun-es
"contester en appel"-verb-fr "apelar"-verb-es
"vers"-preposition-fr "hacia"-preposition-es
"Sophocle"-properNoun-fr "Sófocles"-properNoun-es
"Augusto"-properNoun-fr "Augusto"-properNoun-es
"Marlene"-properNoun-fr "Marlene"-properNoun-es
"règlement de paie"-noun-fr "abono de nómina"-noun-es
"matin"-noun-fr "mañana"-noun-es
"matin"-noun-fr "madrugada"-noun-es
"voie"-noun-fr "vía"-noun-es
"voie"-noun-fr "carril"-noun-es
"McLaren"-properNoun-fr "McLaren"-properNoun-es
"acompte"-noun-fr "cuota inicial"-noun-es
"Miholjevic"-properNoun-fr "Miholjevic"-properNoun-es
"unilatéralement"-adverb-fr "unilateralmente"-adverb-es
"salinité"-noun-fr "salinidad"-noun-es
"pleurs"-noun-fr "llanto"-noun-es
"prier de"-verb-fr "rogar"-verb-es
"avatar"-noun-fr "avatar"-noun-es
"succomber"-verb-fr "sucumbir"-verb-es
"Sadar"-properNoun-fr "Sadar"-properNoun-es
"procuration"-noun-fr "procuración"-noun-es
"Barbanza"-properNoun-fr "Barbanza"-properNoun-es
"infirmier"-noun-fr "enfermero"-noun-es
"Souabe"-properNoun-fr "Suabia"-properNoun-es
"morosité"-noun-fr "morosidad"-noun-es
"Murn"-properNoun-fr "Murn"-properNoun-es
"Jones"-properNoun-fr "Jones"-properNoun-es
"vague"-noun-fr "ola"-noun-es
"Bergaretxe"-properNoun-fr "Bergaretxe"-properNoun-es
"Jean-Martin"-properNoun-fr "Jean-Martin"-properNoun-es
"tomber des clous"-verb-fr "llover a cántaros"-verb-es
"connexion"-noun-fr "conexión"-noun-es
"méthode"-noun-fr "método"-noun-es
"Izko"-properNoun-fr "Izko"-properNoun-es
"ralliement"-noun-fr "adhesión"-noun-es
"dentition"-noun-fr "dentición"-noun-es
"plombier"-noun-fr "fontanero"-noun-es
"précoce"-adjective-fr "precoz"-adjective-es
"description"-noun-fr "descripción"-noun-es
"vendre comme des petits pains"-verb-fr "vender como rosquillas"-verb-es
"contrat à durée déterminée"-noun-fr "contrato temporal"-noun-es
"New Jersey"-properNoun-fr "Nueva Jersey"-properNoun-es
"lieue"-noun-fr "legua"-noun-es
"conférence de Genève"-properNoun-fr "conferencia de Ginebra"-properNoun-es
"Movistar"-properNoun-fr "Movistar"-properNoun-es
"Basilio"-properNoun-fr "Basilio"-properNoun-es
"évidemment"-adverb-fr "evidentemente"-adverb-es
"évidemment"-adverb-fr "obviamente"-adverb-es
"Fuji"-properNoun-fr "Fuji"-properNoun-es
"médiocre"-adjective-fr "mediocre"-adjective-es
"Ibaeta"-properNoun-fr "Ibaeta"-properNoun-es
"démesuré"-adjective-fr "desmesurado"-adjective-es
"Jeux olympiques"-properNoun-fr "Juegos Olímpicos"-properNoun-es
"Jeux olympiques"-properNoun-fr "Olimpiadas"-properNoun-es
"Serna"-properNoun-fr "Serna"-properNoun-es
"marché des valeurs"-noun-fr "mercado de valores"-noun-es
"Pellegrin"-properNoun-fr "Pellegrin"-properNoun-es
"tank"-noun-fr "tanque"-noun-es
"Nastic"-properNoun-fr "Nastic"-properNoun-es
"Josefa"-properNoun-fr "Josefa"-properNoun-es
"prêt avec aval"-noun-fr "préstamo con avales"-noun-es
"La Albufera"-properNoun-fr "La Albufera"-properNoun-es
"préjudiciable"-adjective-fr "perjudicial"-adjective-es
"remontants à"-preposition-fr "provenientes de"-preposition-es
"Perdiguero"-properNoun-fr "Perdiguero"-properNoun-es
"héritier"-adjective-fr "heredero"-adjective-es
"exercer"-verb-fr "ejercitar"-verb-es
"exercer"-verb-fr "ejercer"-verb-es
"stimuler"-verb-fr "impulsar"-verb-es
"stimuler"-verb-fr "estimular"-verb-es
"Philippe"-properNoun-fr "Philippe"-properNoun-es
"Tayyip"-properNoun-fr "Tayyip"-properNoun-es
"Mallote"-properNoun-fr "Mallote"-properNoun-es
"photo-galerie"-noun-fr "fotogalería"-noun-es
"Pedreña"-properNoun-fr "Pedreña"-properNoun-es
"Jackson"-properNoun-fr "Jackson"-properNoun-es
"fait"-noun-fr "hecho"-noun-es
"piété"-noun-fr "piedad"-noun-es
"Coromina"-properNoun-fr "Coromina"-properNoun-es
"avant"-noun-fr "delantero"-noun-es
"en file indienne"-adverb-fr "en fila india"-adverb-es
"Youssef Draiss"-properNoun-fr "Youssef Draiss"-properNoun-es
"réminiscence"-noun-fr "reminiscencia"-noun-es
"Grande Ourse"-properNoun-fr "Osa Mayor"-properNoun-es
"conféré"-adjective-fr "conferido"-adjective-es
"employé"-noun-fr "empleado"-noun-es
"enviable"-adjective-fr "envidiable"-adjective-es
"poésie"-noun-fr "poesía"-noun-es
"Aneto"-properNoun-fr "Aneto"-properNoun-es
"réactiver"-verb-fr "reactivar"-verb-es
"Arricau"-properNoun-fr "Arricau"-properNoun-es
"accessit"-noun-fr "accésit"-noun-es
"bp"-noun-fr "apdo"-noun-es
"distinctif"-adjective-fr "distintivo"-adjective-es
"distinctif"-adjective-fr "diferencial"-adjective-es
"ouverture"-noun-fr "abertura"-noun-es
"ouverture"-noun-fr "apertura"-noun-es
"Kuwait"-properNoun-fr "Kuwait"-properNoun-es
"pharmacologique"-adjective-fr "farmacológico"-adjective-es
"averse"-noun-fr "aguacero"-noun-es
"averse"-noun-fr "chubasco"-noun-es
"averse"-noun-fr "chaparrón"-noun-es
"registre"-noun-fr "registro"-noun-es
"registre"-noun-fr "libro de registro"-noun-es
"AMC"-noun-fr "AMC"-noun-es
"Esnal"-properNoun-fr "Esnal"-properNoun-es
"queue"-noun-fr "rabo"-noun-es
"queue"-noun-fr "cola"-noun-es
"Aldekoa"-properNoun-fr "Aldekoa"-properNoun-es
"Paris"-properNoun-fr "París"-properNoun-es
"érudit"-adjective-fr "erudito"-adjective-es
"curseur"-noun-fr "cursor"-noun-es
"Rioja"-properNoun-fr "Rioja"-properNoun-es
"califonien"-adjective-fr "californiano"-adjective-es
"émancipation"-noun-fr "emancipación"-noun-es
"chronogramme"-noun-fr "cronograma"-noun-es
"Norique"-properNoun-fr "Nórica"-properNoun-es
"AMP"-properNoun-fr "AMP"-properNoun-es
"Kubo"-properNoun-fr "Kubo"-properNoun-es
"pakistanais"-adjective-fr "pakistaní"-adjective-es
"intermédiation"-noun-fr "intermediación"-noun-es
"dominé"-adjective-fr "liderado"-adjective-es
"retraite anticipée"-noun-fr "jubilación anticipada"-noun-es
"Besaide"-properNoun-fr "Besaide"-properNoun-es
"Arias"-properNoun-fr "Arias"-properNoun-es
"bibliographique"-adjective-fr "bibliográfico"-adjective-es
"joue"-noun-fr "mejilla"-noun-es
"Citroen"-properNoun-fr "Citroen"-properNoun-es
"EMV"-noun-fr "EMV"-noun-es
"centrer"-verb-fr "centrar"-verb-es
"gratifier"-verb-fr "gratificar"-verb-es
"flexibilité"-noun-fr "flexibilidad"-noun-es
"marginalité"-noun-fr "marginalidad"-noun-es
"Aciari"-properNoun-fr "Aciari"-properNoun-es
"bioéthique"-noun-fr "bioética"-noun-es
"arriver"-verb-fr "ocurrir"-verb-es
"arriver"-verb-fr "llegar"-verb-es
"arriver"-verb-fr "suceder"-verb-es
"terrorisme"-noun-fr "terrorismo"-noun-es
"Les Landes"-properNoun-fr "Las Landas"-properNoun-es
"SPIUK"-noun-fr "SPIUK"-noun-es
"de conseil"-adjective-fr "asesor"-adjective-es
"concours"-noun-fr "concurso"-noun-es
"concours"-noun-fr "certamen"-noun-es
"Antonella"-properNoun-fr "Antonella"-properNoun-es
"apprêter"-verb-fr "aprestar"-verb-es
