"the"-determiner-en "el"-determiner-ca
"ramble"-verb-en "passejar"-verb-ca
"randomise"-verb-en "distribuir a l'atzar"-verb-ca
"ratify"-verb-en "ratificar"-verb-ca
"ravage"-verb-en "devastar"-verb-ca
"raze"-verb-en "arrasar"-verb-ca
"reach for"-verb-en "agafar"-verb-ca
"reach"-verb-en "abastar"-verb-ca
"reach"-verb-en "abastir"-verb-ca
"reach"-verb-en "aconseguir"-verb-ca
"reach"-verb-en "arribar a"-verb-ca
"reach"-verb-en "assolir"-verb-ca
"reactivate"-verb-en "reactivar"-verb-ca
"react"-verb-en "reaccionar"-verb-ca
"readjust"-verb-en "reajustar"-verb-ca
"read"-verb-en "llegir"-verb-ca
"reaffirm"-verb-en "reafirmar"-verb-ca
"realise"-verb-en "realitzar"-verb-ca
"reanimate"-verb-en "reanimar"-verb-ca
"reappear"-verb-en "reaparèixer"-verb-ca
"rearm"-verb-en "rearmar"-verb-ca
"rearrange"-verb-en "reorganitzar"-verb-ca
"reassert"-verb-en "reafirmar"-verb-ca
"reassert"-verb-en "reiterar"-verb-ca
"reassign"-verb-en "reassignar"-verb-ca
"reassure"-verb-en "tranquil·litzar"-verb-ca
"rebrand"-verb-en "renombrar"-verb-ca
"rebuff"-verb-en "rebutjar"-verb-ca
"rebuild"-verb-en "reconstruir"-verb-ca
"recall"-verb-en "recordar"-verb-ca
"recall"-verb-en "retirar"-verb-ca
"recapitulate"-verb-en "recapitular"-verb-ca
"recapture"-verb-en "recuperar"-verb-ca
"recede"-verb-en "recular"-verb-ca
"receive communion"-verb-en "combregar"-verb-ca
"receive"-verb-en "acollir"-verb-ca
"receive"-verb-en "rebre"-verb-ca
"recite"-verb-en "recitar"-verb-ca
"reckon"-verb-en "calcular"-verb-ca
"reckon"-verb-en "considerar"-verb-ca
"reclaim"-verb-en "recuperar"-verb-ca
"reclassify"-verb-en "reclassificar"-verb-ca
"recognise"-verb-en "homologar"-verb-ca
"recognise"-verb-en "reconèixer"-verb-ca
"recommend"-verb-en "recomanar"-verb-ca
"reconcile"-verb-en "reconciliar"-verb-ca
"reconquer"-verb-en "reconquerir"-verb-ca
"reconsider"-verb-en "reconsiderar"-verb-ca
"reconstitute"-verb-en "reconstituir"-verb-ca
"reconstruct"-verb-en "reconstruir"-verb-ca
"reconvert"-verb-en "reconvertir"-verb-ca
"recover"-verb-en "recuperar"-verb-ca
"re-create"-verb-en "recrear"-verb-ca
"recreate"-verb-en "recrear"-verb-ca
"rectify"-verb-en "rectificar"-verb-ca
"recuperate"-verb-en "recuperar"-verb-ca
"recycle"-verb-en "reciclar"-verb-ca
"redden"-verb-en "enrogir"-verb-ca
"redeem"-verb-en "bescanviar"-verb-ca
"redeem"-verb-en "redimir"-verb-ca
"redefine"-verb-en "redefinir"-verb-ca
"redesignate"-verb-en "redesignar"-verb-ca
"redevelop"-verb-en "reurbanitzar"-verb-ca
"redirect"-verb-en "readreçar"-verb-ca
"redirect"-verb-en "redirigir"-verb-ca
"rediscover"-verb-en "redescobrir"-verb-ca
"redistribute"-verb-en "redistribuir"-verb-ca
"redo"-verb-en "refer"-verb-ca
"redraft"-verb-en "reescriure"-verb-ca
"reduce"-verb-en "minorar"-verb-ca
"reduce"-verb-en "reduir"-verb-ca
"reedit"-verb-en "reeditar"-verb-ca
"reelect"-verb-en "reelegir"-verb-ca
"reestablish"-verb-en "reestablir"-verb-ca
"reestablish"-verb-en "restablir"-verb-ca
"reexamine"-verb-en "reexaminar"-verb-ca
"refer"-verb-en "referir"-verb-ca
"refine"-verb-en "refinar"-verb-ca
"reflect"-verb-en "plasmar"-verb-ca
"reflect"-verb-en "reflectir"-verb-ca
"reformat"-verb-en "reformatar"-verb-ca
"refrigerate"-verb-en "refrigerar"-verb-ca
"refurbish"-verb-en "renovar"-verb-ca
"refuse"-verb-en "rebutjar"-verb-ca
"refute"-verb-en "rebatre"-verb-ca
"regain"-verb-en "recuperar"-verb-ca
"regenerate"-verb-en "regenerar"-verb-ca
"regulate"-verb-en "regular"-verb-ca
"rehabilitate"-verb-en "rehabilitar"-verb-ca
"rehearse"-verb-en "assajar"-verb-ca
"reinforce"-verb-en "reforçar"-verb-ca
"reinstate"-verb-en "restablir"-verb-ca
"reintroduce"-verb-en "reutilitzar"-verb-ca
"reinvent"-verb-en "reinventar"-verb-ca
"reinvest"-verb-en "reinvertir"-verb-ca
"reissue"-verb-en "reestrenar"-verb-ca
"reiterate"-verb-en "reiterar"-verb-ca
"reject"-verb-en "refusar"-verb-ca
"rejuvenate"-verb-en "rejovenir"-verb-ca
"relate"-verb-en "narrar"-verb-ca
"relate"-verb-en "relacionar"-verb-ca
"relate"-verb-en "relatar"-verb-ca
"relaunch"-verb-en "rellançar"-verb-ca
"relax"-verb-en "relaxar"-verb-ca
"relegate"-verb-en "relegar"-verb-ca
"relieve"-verb-en "alleujar"-verb-ca
"relieve"-verb-en "rellevar"-verb-ca
"relinquish"-verb-en "renunciar"-verb-ca
"relocate"-verb-en "resituar"-verb-ca
"relocate"-verb-en "reubicar"-verb-ca
"rely"-verb-en "confiar"-verb-ca
"remain"-verb-en "quedar"-verb-ca
"remain"-verb-en "restar"-verb-ca
"remain"-verb-en "romandre"-verb-ca
"remand"-verb-en "detenir"-verb-ca
"remaster"-verb-en "remasteritzar"-verb-ca
"remember"-verb-en "recordar"-verb-ca
"remind"-verb-en "recordar"-verb-ca
"remit"-verb-en "remetre"-verb-ca
"remix"-verb-en "remesclar"-verb-ca
"remodel"-verb-en "remodelar"-verb-ca
"remount"-verb-en "remuntar el vol"-verb-ca
"remove"-verb-en "llevar"-verb-ca
"remove"-verb-en "retirar"-verb-ca
"remove"-verb-en "treure"-verb-ca
"rename"-verb-en "rebatejar"-verb-ca
"render"-verb-en "representar"-verb-ca
"renegotiate"-verb-en "renegociar"-verb-ca
"renew"-verb-en "renovar"-verb-ca
"renounce"-verb-en "renunciar"-verb-ca
"renovate"-verb-en "renovar"-verb-ca
"reopen"-verb-en "reobrir"-verb-ca
"reorganise"-verb-en "reorganitzar"-verb-ca
"reorient"-verb-en "reorientar"-verb-ca
"repatriate"-verb-en "repatriar"-verb-ca
"repeal"-verb-en "derogar"-verb-ca
"repeat"-verb-en "repetir"-verb-ca
"repel"-verb-en "repel·lir"-verb-ca
"replace"-verb-en "reemplaçar"-verb-ca
"replace"-verb-en "reposar"-verb-ca
"replenish"-verb-en "reomplir"-verb-ca
"replicate"-verb-en "duplicar"-verb-ca
"reposition"-verb-en "recol·locar"-verb-ca
"represent"-verb-en "representar"-verb-ca
"repress"-verb-en "reprimir"-verb-ca
"reprise"-verb-en "repetir"-verb-ca
"reproduce"-verb-en "reproduir"-verb-ca
"reprove"-verb-en "reprovar"-verb-ca
"republish"-verb-en "reeditar"-verb-ca
"repudiate"-verb-en "repudiar"-verb-ca
"repulse"-verb-en "repel·lir"-verb-ca
"require"-verb-en "precisar"-verb-ca
"require"-verb-en "requerir"-verb-ca
"requisition"-verb-en "requisar"-verb-ca
"reread"-verb-en "rellegir"-verb-ca
"rerun"-verb-en "estrenar"-verb-ca
"rescind"-verb-en "rescindir"-verb-ca
"resettle"-verb-en "reubicar"-verb-ca
"reside"-verb-en "residir"-verb-ca
"resign"-verb-en "dimitir"-verb-ca
"resist"-verb-en "resistir"-verb-ca
"resolve"-verb-en "resoldre"-verb-ca
"resort to"-verb-en "recórrer a"-verb-ca
"respond"-verb-en "respondre"-verb-ca
"restart"-verb-en "reprendre"-verb-ca
"restate"-verb-en "reafirmar"-verb-ca
"restore"-verb-en "restaurar"-verb-ca
"restrain"-verb-en "contenir"-verb-ca
"restrain"-verb-en "refrenar"-verb-ca
"restrict"-verb-en "restringir"-verb-ca
"restructure"-verb-en "reestructurar"-verb-ca
"resume"-verb-en "reprendre"-verb-ca
"resupply"-verb-en "fornir"-verb-ca
"resupply"-verb-en "proveir"-verb-ca
"resurrect"-verb-en "ressuscitar"-verb-ca
"retain"-verb-en "retenir"-verb-ca
"retake"-verb-en "recuperar"-verb-ca
"retard"-verb-en "endarrerir"-verb-ca
"retitle"-verb-en "retitular"-verb-ca
"retouch"-verb-en "retocar"-verb-ca
"retract"-verb-en "retreure"-verb-ca
"retrieve"-verb-en "recuperar"-verb-ca
"reunite"-verb-en "aplegar"-verb-ca
"reunite"-verb-en "reunir"-verb-ca
"revalidate"-verb-en "revalidar"-verb-ca
"revamp"-verb-en "modernitzar"-verb-ca
"revamp"-verb-en "renovar"-verb-ca
"reveal"-verb-en "revelar"-verb-ca
"revere"-verb-en "reverir"-verb-ca
"revert"-verb-en "revertir"-verb-ca
"revise"-verb-en "revisar"-verb-ca
"revisit"-verb-en "revisitar"-verb-ca
"revitalise"-verb-en "revitalitzar"-verb-ca
"revive"-verb-en "reanimar"-verb-ca
"revive"-verb-en "reviscolar"-verb-ca
"revive"-verb-en "reviure"-verb-ca
"revoke"-verb-en "revocar"-verb-ca
"revolt"-verb-en "repugnar"-verb-ca
"revolutionise"-verb-en "revolucionar"-verb-ca
"revolve"-verb-en "girar"-verb-ca
"revolve"-verb-en "regirar"-verb-ca
"rework"-verb-en "revisar"-verb-ca
"rewrite"-verb-en "reescriure"-verb-ca
"ridicule"-verb-en "ridiculitzar"-verb-ca
"rid"-verb-en "lliurar"-verb-ca
"rig"-verb-en "aparellar"-verb-ca
"rig"-verb-en "equipar"-verb-ca
"rip"-verb-en "estripar"-verb-ca
"rive"-verb-en "esberlar"-verb-ca
"roam"-verb-en "vagar"-verb-ca
"rob"-verb-en "atracar"-verb-ca
"rob"-verb-en "robar"-verb-ca
"rock"-verb-en "bressolar"-verb-ca
"rock"-verb-en "engrunsar"-verb-ca
"rock"-verb-en "gronxar"-verb-ca
"rock"-verb-en "sacsejar"-verb-ca
"rotate"-verb-en "rotar"-verb-ca
"round off"-verb-en "acabar"-verb-ca
"rub"-verb-en "fregar"-verb-ca
"rumor"-verb-en "rumorejar"-verb-ca
"run over"-verb-en "atropellar"-verb-ca
"rush forward"-verb-en "arremetre"-verb-ca
"sadden"-verb-en "entristir"-verb-ca
"salivate"-verb-en "salivar"-verb-ca
"sanctify"-verb-en "santificar"-verb-ca
"sandblast"-verb-en "sorrejar"-verb-ca
"satiate"-verb-en "sadollar"-verb-ca
"satirise"-verb-en "satiritzar"-verb-ca
"satisfy"-verb-en "satisfer"-verb-ca
"saturate"-verb-en "saturar"-verb-ca
"save"-verb-en "estalviar"-verb-ca
"save"-verb-en "guardar"-verb-ca
"save"-verb-en "desar"-verb-ca
"save"-verb-en "salvar"-verb-ca
"save"-verb-en "servar"-verb-ca
"say"-verb-en "dir"-verb-ca
"scandalise"-verb-en "escandalitzar"-verb-ca
"scatter"-verb-en "escampar"-verb-ca
"scatter"-verb-en "espargir"-verb-ca
"schematise"-verb-en "esquematitzar"-verb-ca
"scramble"-verb-en "barrejar"-verb-ca
"scramble"-verb-en "mesclar"-verb-ca
"scrape"-verb-en "gratar"-verb-ca
"scrape"-verb-en "raure"-verb-ca
"sculpt"-verb-en "esculpir"-verb-ca
"search for"-verb-en "buscar"-verb-ca
"search for"-verb-en "cercar"-verb-ca
"seclude"-verb-en "recloure"-verb-ca
"secrete"-verb-en "ocultar"-verb-ca
"seduce"-verb-en "seduir"-verb-ca
"see the joke"-verb-en "veure la gràcia"-verb-ca
"seek"-verb-en "ambicionar"-verb-ca
"seek"-verb-en "buscar"-verb-ca
"seek"-verb-en "cercar"-verb-ca
"seem"-verb-en "semblar"-verb-ca
"see"-verb-en "veure"-verb-ca
"segregate"-verb-en "segregar"-verb-ca
"seize"-verb-en "agafar"-verb-ca
"seize"-verb-en "confiscar"-verb-ca
"select"-verb-en "seleccionar"-verb-ca
"sell"-verb-en "vendre"-verb-ca
"send in"-verb-en "enviar"-verb-ca
"send to sleep"-verb-en "adormir"-verb-ca
"send"-verb-en "enviar"-verb-ca
"send"-verb-en "trametre"-verb-ca
"sensitise"-verb-en "sensibilitzar"-verb-ca
"sequestrate"-verb-en "embargar"-verb-ca
"serialise"-verb-en "serialitzar"-verb-ca
"serve"-verb-en "servir"-verb-ca
"set fire to"-verb-en "calar foc a"-verb-ca
"set fire"-verb-en "calar foc"-verb-ca
"set off"-verb-en "deduir"-verb-ca
"set off"-verb-en "eixir"-verb-ca
"set off"-verb-en "sortir"-verb-ca
"set off"-verb-en "activar"-verb-ca
"settle down"-verb-en "asseure cap"-verb-ca
"settle"-verb-en "colonitzar"-verb-ca
"settle"-verb-en "resoldre"-verb-ca
"sever"-verb-en "amputar"-verb-ca
"sew"-verb-en "cosir"-verb-ca
"sharpen"-verb-en "aguditzar"-verb-ca
"sharpen"-verb-en "agusar"-verb-ca
"shatter"-verb-en "destrossar"-verb-ca
"shave"-verb-en "afaitar"-verb-ca
"shear"-verb-en "cisallar"-verb-ca
"shed light on"-verb-en "ajudar a entendre"-verb-ca
"shelve"-verb-en "abandonar"-verb-ca
"shorten"-verb-en "escurçar"-verb-ca
"showcase"-verb-en "exhibir"-verb-ca
"show up"-verb-en "aparèixer"-verb-ca
"shrink"-verb-en "encongir"-verb-ca
"shroud"-verb-en "amortallar"-verb-ca
"shun"-verb-en "defugir"-verb-ca
"shut"-verb-en "embarrar"-verb-ca
"shut"-verb-en "tancar"-verb-ca
"sift"-verb-en "garbellar"-verb-ca
"signify"-verb-en "indicar"-verb-ca
"simplify"-verb-en "simplificar"-verb-ca
"simulate"-verb-en "simular"-verb-ca
"sing"-verb-en "cantar"-verb-ca
"sit down"-verb-en "asseure"-verb-ca
"sit down"-verb-en "seure"-verb-ca
"sit"-verb-en "asseure"-verb-ca
"sit"-verb-en "seure"-verb-ca
"situate"-verb-en "situar"-verb-ca
"situate"-verb-en "ubicar"-verb-ca
"skate"-verb-en "patinar"-verb-ca
"slacken"-verb-en "afluixar"-verb-ca
"slate"-verb-en "programar"-verb-ca
"smite"-verb-en "colpejar"-verb-ca
"smite"-verb-en "copejar"-verb-ca
"smuggle"-verb-en "fer contraban"-verb-ca
"snap"-verb-en "espetegar"-verb-ca
"snap"-verb-en "trencar"-verb-ca
"snatch"-verb-en "arrabassar"-verb-ca
"sniff"-verb-en "ensumar"-verb-ca
"snort"-verb-en "esbufegar"-verb-ca
"soak"-verb-en "amarar"-verb-ca
"soak"-verb-en "amerar"-verb-ca
"soak"-verb-en "remullar"-verb-ca
"soak"-verb-en "xopar"-verb-ca
"soften"-verb-en "ablanir"-verb-ca
"soften"-verb-en "estovar"-verb-ca
"soften"-verb-en "suavitzar"-verb-ca
"solder"-verb-en "soldar"-verb-ca
"solicit"-verb-en "sol·licitar"-verb-ca
"solidify"-verb-en "solidificar"-verb-ca
"solve"-verb-en "solucionar"-verb-ca
"span"-verb-en "abarcar"-verb-ca
"span"-verb-en "abastar"-verb-ca
"spawn"-verb-en "engendrar"-verb-ca
"spawn"-verb-en "fresar"-verb-ca
"speak"-verb-en "parlar"-verb-ca
"spearhead"-verb-en "encapçalar"-verb-ca
"specialise"-verb-en "especialitzar"-verb-ca
"specify"-verb-en "especificar"-verb-ca
"speculate"-verb-en "especular"-verb-ca
"speed up"-verb-en "agilitar"-verb-ca
"speed up"-verb-en "agilitzar"-verb-ca
"speed up"-verb-en "sol·licitar"-verb-ca
"spend"-verb-en "dedicar"-verb-ca
"spend"-verb-en "despendre"-verb-ca
"spend"-verb-en "emprar"-verb-ca
"spend"-verb-en "gastar"-verb-ca
"spend"-verb-en "ocupar"-verb-ca
"spend"-verb-en "passar"-verb-ca
"spend"-verb-en "perdre"-verb-ca
"splice"-verb-en "empalmar"-verb-ca
"spoil"-verb-en "desbaratar"-verb-ca
"spoil"-verb-en "esgarrar"-verb-ca
"spoil"-verb-en "esguerrar"-verb-ca
"spoil"-verb-en "espatlar"-verb-ca
"spoil"-verb-en "espatllar"-verb-ca
"sprinkle"-verb-en "empolvorar"-verb-ca
"sprout"-verb-en "brotar"-verb-ca
"squander"-verb-en "malbaratar"-verb-ca
"stabilise"-verb-en "estabilitzar"-verb-ca
"stagnate"-verb-en "estancar"-verb-ca
"standardise"-verb-en "estandarditzar"-verb-ca
"stand out"-verb-en "destacar"-verb-ca
"stand up to"-verb-en "plantar cara a"-verb-ca
"start afresh"-verb-en "començar de nou"-verb-ca
"start anew"-verb-en "començar de nou"-verb-ca
"starve"-verb-en "passar gana"-verb-ca
"staunch"-verb-en "estroncar"-verb-ca
"steal"-verb-en "furtar"-verb-ca
"steal"-verb-en "robar"-verb-ca
"step into"-verb-en "entrar"-verb-ca
"stick to"-verb-en "aferrar a"-verb-ca
"stiffen"-verb-en "engarrotar"-verb-ca
"stiffen"-verb-en "enrigidir"-verb-ca
"stifle"-verb-en "reprimir"-verb-ca
"stifle"-verb-en "sufocar"-verb-ca
"stigmatise"-verb-en "estigmatitzar"-verb-ca
"stimulate"-verb-en "estimular"-verb-ca
"stipulate"-verb-en "estipular"-verb-ca
"straighten"-verb-en "allisar"-verb-ca
"stratify"-verb-en "estratificar"-verb-ca
"streamline"-verb-en "modernitzar"-verb-ca
"strengthen"-verb-en "afermar"-verb-ca
"strengthen"-verb-en "enfortir"-verb-ca
"strengthen"-verb-en "fiançar"-verb-ca
"stroll"-verb-en "passejar"-verb-ca
"stud"-verb-en "tatxonar"-verb-ca
"stupefy"-verb-en "atordir"-verb-ca
"stylise"-verb-en "estilitzar"-verb-ca
"subdivide"-verb-en "subdividir"-verb-ca
"subdue"-verb-en "reprimir"-verb-ca
"subjugate"-verb-en "subjugar"-verb-ca
"sublimate"-verb-en "sublimar"-verb-ca
"submerge"-verb-en "submergir"-verb-ca
"submit"-verb-en "entregar"-verb-ca
"submit"-verb-en "lliurar"-verb-ca
"submit"-verb-en "sotmetre"-verb-ca
"subordinate"-verb-en "subordinar"-verb-ca
"subscribe"-verb-en "subscriure"-verb-ca
"subsidise"-verb-en "subvencionar"-verb-ca
"subsume"-verb-en "subsumir"-verb-ca
"subtract"-verb-en "restar"-verb-ca
"succeed"-verb-en "tenir èxit"-verb-ca
"succumb"-verb-en "sucumbir"-verb-ca
"suckle"-verb-en "alletar"-verb-ca
"suck"-verb-en "mamar"-verb-ca
"suck"-verb-en "xuclar"-verb-ca
"suck"-verb-en "xuplar"-verb-ca
"sue"-verb-en "demandar"-verb-ca
"suffer"-verb-en "patir"-verb-ca
"suffer"-verb-en "sofrir"-verb-ca
"suffice"-verb-en "bastar"-verb-ca
"suffocate"-verb-en "asfixiar"-verb-ca
"suffocate"-verb-en "sufocar"-verb-ca
"suggest"-verb-en "suggerir"-verb-ca
"summarise"-verb-en "resumir"-verb-ca
"summon"-verb-en "convocar"-verb-ca
"superimpose"-verb-en "superposar"-verb-ca
"supersaturate"-verb-en "sobresaturar"-verb-ca
"supersed"-verb-en "substituir"-verb-ca
"supervise"-verb-en "supervisar"-verb-ca
"supplant"-verb-en "suplantar"-verb-ca
"suppose"-verb-en "suposar"-verb-ca
"suppress"-verb-en "reprimir"-verb-ca
"suppress"-verb-en "suprimir"-verb-ca
"surpass"-verb-en "superar"-verb-ca
"surround"-verb-en "encerclar"-verb-ca
"surround"-verb-en "envoltar"-verb-ca
"surround"-verb-en "rodejar"-verb-ca
"survive"-verb-en "sobreviure"-verb-ca
"suspend"-verb-en "suspendre"-verb-ca
"sustain"-verb-en "sostenir"-verb-ca
"swap"-verb-en "intercanviar"-verb-ca
"sway"-verb-en "balancejar"-verb-ca
"swear"-verb-en "jurar"-verb-ca
"sweep"-verb-en "agranar"-verb-ca
"sweep"-verb-en "escombrar"-verb-ca
"swim"-verb-en "nadar"-verb-ca
"swim"-verb-en "nedar"-verb-ca
"swipe"-verb-en "colpejar"-verb-ca
"swipe"-verb-en "copejar"-verb-ca
"symbolise"-verb-en "simbolitzar"-verb-ca
"sync"-verb-en "sincronitzar"-verb-ca
"synchronise"-verb-en "sincronitzar"-verb-ca
"syndicate"-verb-en "sindicar"-verb-ca
"synthesise"-verb-en "sintetitzar"-verb-ca
"systematise"-verb-en "sistematitzar"-verb-ca
"table a motion"-verb-en "presentar una moció"-verb-ca
"table the motion"-verb-en "presentar la moció"-verb-ca
"tabulate"-verb-en "tabular"-verb-ca
"tackle"-verb-en "abordar"-verb-ca
"tackle"-verb-en "emprendre"-verb-ca
"tackle"-verb-en "endegar"-verb-ca
"tackle"-verb-en "escometre"-verb-ca
"tackle"-verb-en "mamprendre"-verb-ca
"take advantage of"-verb-en "aprofitar"-verb-ca
"take care"-verb-en "cuidar"-verb-ca
"take communion"-verb-en "combregar"-verb-ca
"take part"-verb-en "intervenir"-verb-ca
"take part"-verb-en "participar"-verb-ca
"take place"-verb-en "tenir lloc"-verb-ca
"take"-verb-en "agafar"-verb-ca
"take"-verb-en "copsar"-verb-ca
"take"-verb-en "dur"-adjective-ca
"take"-verb-en "dur"-verb-ca
"take"-verb-en "emportar"-verb-ca
"take"-verb-en "endur"-verb-ca
"take"-verb-en "fer"-verb-ca
"take"-verb-en "ingressar"-verb-ca
"take"-verb-en "portar"-verb-ca
"take"-verb-en "prendre"-verb-ca
"take"-verb-en "tardar"-verb-ca
"take"-verb-en "trigar"-verb-ca
"tamp"-verb-en "pitjar"-verb-ca
"taper"-verb-en "afuar"-verb-ca
"teach to read and write"-verb-en "alfabetitzar"-verb-ca
"teach"-verb-en "ensenyar"-verb-ca
"televise"-verb-en "televisar"-verb-ca
"tell"-verb-en "dir"-verb-ca
"tell"-verb-en "narrar"-verb-ca
"temper"-verb-en "temperar"-verb-ca
"tempt"-verb-en "temptar"-verb-ca
"tend"-verb-en "tendir"-verb-ca
"terminate"-verb-en "acabar"-verb-ca
"terminate"-verb-en "rescindir"-verb-ca
"terrify"-verb-en "aterrir"-verb-ca
"testify"-verb-en "testificar"-verb-ca
"thank"-verb-en "donar les gràcies"-verb-ca
"theorise"-verb-en "teoritzar"-verb-ca
"thicken"-verb-en "espessir"-verb-ca
"think so"-verb-en "creure que sí"-verb-ca
"think"-verb-en "creure"-verb-ca
"think"-verb-en "opinar"-verb-ca
"think"-verb-en "pensar"-verb-ca
"threaten"-verb-en "aguaitar"-verb-ca
"thrive"-verb-en "créixer"-verb-ca
"thrive"-verb-en "prosperar"-verb-ca
"throw"-verb-en "fer fora"-verb-ca
"throw"-verb-en "foragitar"-verb-ca
"throw"-verb-en "llençar"-verb-ca
"throw"-verb-en "tirar"-verb-ca
"thrust"-verb-en "empènyer"-verb-ca
"thrust"-verb-en "espentar"-verb-ca
"thwart"-verb-en "frustrar"-verb-ca
"tick away"-verb-en "fer tic-tac"-verb-ca
"tidy up"-verb-en "endreçar"-verb-ca
"tie up"-verb-en "amarrar"-verb-ca
"tighten"-verb-en "estrènyer"-verb-ca
"tighten"-verb-en "tibar"-verb-ca
"tile"-verb-en "encaironar"-verb-ca
"tile"-verb-en "enrajolar"-verb-ca
"tolerate"-verb-en "tolerar"-verb-ca
"toss"-verb-en "llançar"-verb-ca
"toughen"-verb-en "endurir"-verb-ca
"tow"-verb-en "remolcar"-verb-ca
"transact"-verb-en "tramitar"-verb-ca
"transcribe"-verb-en "transcriure"-verb-ca
"transform"-verb-en "transformar"-verb-ca
"transgress"-verb-en "transgredir"-verb-ca
"translate"-verb-en "traduir"-verb-ca
"transliterate"-verb-en "transliterar"-verb-ca
"transmit"-verb-en "transmetre"-verb-ca
"transplant"-verb-en "trasplantar"-verb-ca
"transpose"-verb-en "transposar"-verb-ca
"trascend"-verb-en "transcendir"-verb-ca
"travel across"-verb-en "recórrer"-verb-ca
"treat"-verb-en "tractar"-verb-ca
"tremble"-verb-en "tremolar"-verb-ca
"trim"-verb-en "retallar"-verb-ca
"truncate"-verb-en "truncar"-verb-ca
"try"-verb-en "intentar"-verb-ca
"try"-verb-en "provar"-verb-ca
"try"-verb-en "tastar"-verb-ca
"tuck"-verb-en "entaforar"-verb-ca
"turn on"-verb-en "encendre"-verb-ca
"turn out"-verb-en "resultar"-verb-ca
"turn up"-verb-en "aparèixer"-verb-ca
"typify"-verb-en "tipificar"-verb-ca
"unbalance"-verb-en "desquadrar"-verb-ca
"unblock"-verb-en "desblocar"-verb-ca
"unblock"-verb-en "desbloquejar"-verb-ca
"unchain"-verb-en "desencadenar"-verb-ca
"unclog"-verb-en "desembossar"-verb-ca
"unclog"-verb-en "desembussar"-verb-ca
"uncover"-verb-en "descobrir"-verb-ca
"undergo"-verb-en "experimentar"-verb-ca
"underlet"-verb-en "sotsarrendar"-verb-ca
"underline"-verb-en "subratllar"-verb-ca
"undermine"-verb-en "soscavar"-verb-ca
"understand"-verb-en "entendre"-verb-ca
"undertake"-verb-en "emprendre"-verb-ca
"undertake"-verb-en "endegar"-verb-ca
"undertake"-verb-en "mamprendre"-verb-ca
"undervalue"-verb-en "infravalorar"-verb-ca
"undo"-verb-en "desfer"-verb-ca
"undress"-verb-en "despullar"-verb-ca
"unearth"-verb-en "desenterrar"-verb-ca
"unfit"-verb-en "desajustar"-verb-ca
"unfold"-verb-en "desdoblegar"-verb-ca
"unfold"-verb-en "desplegar"-verb-ca
"unify"-verb-en "unificar"-verb-ca
"uninflate"-verb-en "desinflar"-verb-ca
"uninflate"-verb-en "desunflar"-verb-ca
"unite"-verb-en "unir"-verb-ca
"unload"-verb-en "descarregar"-verb-ca
"unmask"-verb-en "desemmascarar"-verb-ca
"unpack"-verb-en "desempaquetar"-verb-ca
"unplug"-verb-en "desendollar"-verb-ca
"unravel"-verb-en "desembolicar"-verb-ca
"unravel"-verb-en "desenbullar"-verb-ca
"unroll"-verb-en "desenrotllar"-verb-ca
"unscrew"-verb-en "descaragolar"-verb-ca
"unscrew"-verb-en "descargolar"-verb-ca
"unseat"-verb-en "derrocar"-verb-ca
"untangle"-verb-en "desembolicar"-verb-ca
"untangle"-verb-en "desenbullar"-verb-ca
"unveil"-verb-en "descobrir"-verb-ca
"upgrade"-verb-en "actualitzar"-verb-ca
"upholster"-verb-en "entapissar"-verb-ca
"upload"-verb-en "carregar"-verb-ca
"urbanise"-verb-en "urbanitzar"-verb-ca
"urinate"-verb-en "orinar"-verb-ca
"use adjectivally"-verb-en "adjectivar"-verb-ca
"use to"-verb-en "soler"-verb-ca
"usher"-verb-en "acompanyar"-verb-ca
"usurp"-verb-en "usurpar"-verb-ca
"utilise"-verb-en "utilitzar"-verb-ca
"utter"-verb-en "pronunciar"-verb-ca
"vacate"-verb-en "desallotjar"-verb-ca
"validate"-verb-en "convalidar"-verb-ca
"validate"-verb-en "validar"-verb-ca
"valorise"-verb-en "valoritzar"-verb-ca
"vanish"-verb-en "desaparèixer"-verb-ca
"vaporise"-verb-en "vaporitzar"-verb-ca
"vary"-verb-en "variar"-verb-ca
"venerate"-verb-en "venerar"-verb-ca
"ventilate"-verb-en "ventilar"-verb-ca
"verify"-verb-en "verificar"-verb-ca
"veto"-verb-en "vetar"-verb-ca
"vibrate"-verb-en "vibrar"-verb-ca
"violate"-verb-en "violar"-verb-ca
"visualise"-verb-en "visualitzar"-verb-ca
"vow"-verb-en "jurar"-verb-ca
"wade"-verb-en "escometre"-verb-ca
"wait"-verb-en "esperar"-verb-ca
"waive"-verb-en "dispensar"-verb-ca
"wake up"-verb-en "despertar"-verb-ca
"wake"-verb-en "despertar"-verb-ca
"wander"-verb-en "vagar"-verb-ca
"wane"-verb-en "decaure"-verb-ca
"wane"-verb-en "declinar"-verb-ca
"want"-verb-en "estimar"-verb-ca
"want"-verb-en "voler"-verb-ca
"warm up"-verb-en "abrigar"-verb-ca
"warm up"-verb-en "acalorar"-verb-ca
"warn"-verb-en "advertir"-verb-ca
"warn"-verb-en "avisar"-verb-ca
"warn"-verb-en "prevenir"-verb-ca
"watch over"-verb-en "guaitar"-verb-ca
"watch over"-verb-en "vigilar"-verb-ca
"weaken"-verb-en "afeblir"-verb-ca
"weaken"-verb-en "debilitar"-verb-ca
