"qualque"-determiner-oc "algun"-determiner-ca
"salvar"-verb-ca "sauvar"-verb-oc
"salvar"-verb-ca "salvar"-verb-oc
"salvar"-verb-oc "salvar"-verb-ca
"mirar"-verb-ca "agachar"-verb-oc
"agachar"-verb-oc "mirar"-verb-ca
"posar"-verb-ca "pausar"-verb-oc
"posar"-verb-ca "méter"-verb-oc
"posar"-verb-ca "metre"-verb-oc
"posar"-verb-ca "botar"-verb-oc
"pausar"-verb-oc "posar"-verb-ca
"pausar"-verb-oc "descansar"-verb-ca
"méter"-verb-oc "posar"-verb-ca
"metre"-verb-oc "posar"-verb-ca
"botar"-verb-oc "posar"-verb-ca
"descansar"-verb-ca "pausar"-verb-oc
"demanar"-verb-ca "demandar"-verb-oc
"demandar"-verb-oc "demanar"-verb-ca
"demandar"-verb-oc "preguntar"-verb-ca
"preguntar"-verb-ca "demandar"-verb-oc
"esperar"-verb-ca "esperar"-verb-oc
"esperar"-verb-oc "esperar"-verb-ca
"desirar"-verb-oc "desitjar"-verb-ca
"desitjar"-verb-ca "desirar"-verb-oc
"exibir"-verb-oc "exhibir"-verb-ca
"exhibir"-verb-ca "exibir"-verb-oc
"aufegar"-verb-oc "sufocar"-verb-ca
"sufocar"-verb-ca "aufegar"-verb-oc
"sufocar"-verb-ca "acalorar"-verb-oc
"acalorar"-verb-oc "sufocar"-verb-ca
"liure"-adjective-oc "lliure"-adjective-ca
"lliure"-adjective-ca "liure"-adjective-oc
"urgent"-adjective-oc "urgent"-adjective-ca
"urgent"-adjective-ca "urgent"-adjective-oc
"somar"-verb-oc "sumar"-verb-ca
"sumar"-verb-ca "somar"-verb-oc
"afegir"-verb-ca "híger"-verb-oc
"afegir"-verb-ca "ahíger"-verb-oc
"afegir"-verb-ca "apondre"-verb-oc
"híger"-verb-oc "afegir"-verb-ca
"ahíger"-verb-oc "afegir"-verb-ca
"apondre"-verb-oc "afegir"-verb-ca
"alterar"-verb-oc "alterar"-verb-ca
"alterar"-verb-ca "alterar"-verb-oc
"esmenar"-verb-ca "esmendar"-verb-oc
"esmendar"-verb-oc "esmenar"-verb-ca
"drech"-adjective-oc "recte"-adjective-ca
"drech"-adjective-oc "dret"-adjective-ca
"recte"-adjective-ca "drech"-adjective-oc
"recte"-adjective-ca "dreit"-adjective-oc
"dret"-adjective-ca "drech"-adjective-oc
"dret"-adjective-ca "dreit"-adjective-oc
"dreit"-adjective-oc "recte"-adjective-ca
"dreit"-adjective-oc "dret"-adjective-ca
"sec"-adjective-oc "sec"-adjective-ca
"sec"-adjective-ca "sec"-adjective-oc
"ferotge"-adjective-oc "ferotge"-adjective-ca
"ferotge"-adjective-ca "ferotge"-adjective-oc
"fantàstic"-adjective-ca "fantastic"-adjective-oc
"fantastic"-adjective-oc "fantàstic"-adjective-ca
"fragil"-adjective-oc "fràgil"-adjective-ca
"fràgil"-adjective-ca "fragil"-adjective-oc
"pichon"-adjective-oc "petit"-adjective-ca
"petit"-adjective-ca "pichon"-adjective-oc
"petit"-adjective-ca "pichòt"-adjective-oc
"pichòt"-adjective-oc "petit"-adjective-ca
"coerent"-adjective-oc "coherent"-adjective-ca
"coherent"-adjective-ca "coerent"-adjective-oc
"apropriat"-adjective-oc "apropiat"-adjective-ca
"apropiat"-adjective-ca "apropriat"-adjective-oc
"adequat"-adjective-ca "adequat"-adjective-oc
"adequat"-adjective-oc "adequat"-adjective-ca
"oportú"-adjective-ca "oportun"-adjective-oc
"oportun"-adjective-oc "oportú"-adjective-ca
"ample"-adjective-oc "ampli"-adjective-ca
"ampli"-adjective-ca "ample"-adjective-oc
"generós"-adjective-ca "generós"-adjective-oc
"generós"-adjective-oc "generós"-adjective-ca
"dolç"-adjective-ca "doç"-adjective-oc
"doç"-adjective-oc "dolç"-adjective-ca
"doç"-adjective-oc "suau"-adjective-ca
"suau"-adjective-ca "doç"-adjective-oc
"diferent"-adjective-oc "diferent"-adjective-ca
"diferent"-adjective-ca "diferent"-adjective-oc
"diferent"-adjective-ca "desparièr"-adjective-oc
"desparièr"-adjective-oc "diferent"-adjective-ca
"caracteristic"-adjective-oc "característic"-adjective-ca
"característic"-adjective-ca "caracteristic"-adjective-oc
"divers"-adjective-ca "diuèrs"-adjective-oc
"divers"-adjective-ca "divèrs"-adjective-oc
"diuèrs"-adjective-oc "divers"-adjective-ca
"diuèrs"-adjective-oc "vari"-adjective-ca
"divèrs"-adjective-oc "divers"-adjective-ca
"divèrs"-adjective-oc "vari"-adjective-ca
"vari"-adjective-ca "diuèrs"-adjective-oc
"vari"-adjective-ca "divèrs"-adjective-oc
"discutible"-adjective-oc "discutible"-adjective-ca
"discutible"-adjective-ca "discutible"-adjective-oc
"polèmic"-adjective-ca "polemic"-adjective-oc
"polemic"-adjective-oc "polèmic"-adjective-ca
"trabalhador"-adjective-oc "treballador"-adjective-ca
"treballador"-adjective-ca "trabalhador"-adjective-oc
"prudent"-adjective-oc "prudent"-adjective-ca
"prudent"-adjective-ca "prudent"-adjective-oc
"bon"-adjective-oc "bo"-adjective-ca
"bo"-adjective-ca "bon"-adjective-oc
"apte"-adjective-oc "apte"-adjective-ca
"apte"-adjective-ca "apte"-adjective-oc
"hàbil"-adjective-ca "abil"-adjective-oc
"abil"-adjective-oc "hàbil"-adjective-ca
"ràpid"-adjective-ca "rapid"-adjective-oc
"rapid"-adjective-oc "ràpid"-adjective-ca
"plen"-adjective-oc "ple"-adjective-ca
"ple"-adjective-ca "plen"-adjective-oc
"complet"-adjective-ca "complèt"-adjective-oc
"complèt"-adjective-oc "complet"-adjective-ca
"íntegre"-adjective-ca "intègre"-adjective-oc
"intègre"-adjective-oc "íntegre"-adjective-ca
"franc"-adjective-ca "franc"-adjective-oc
"franc"-adjective-oc "franc"-adjective-ca
"sincer"-adjective-ca "sincèr"-adjective-oc
"sincèr"-adjective-oc "sincer"-adjective-ca
"simple"-adjective-ca "simple"-adjective-oc
"simple"-adjective-oc "simple"-adjective-ca
"simple"-adjective-oc "senzill"-adjective-ca
"senzill"-adjective-ca "simple"-adjective-oc
"volontari"-adjective-oc "voluntari"-adjective-ca
"voluntari"-adjective-ca "volontari"-adjective-oc
"soslinhar"-verb-oc "assenyalar"-verb-ca
"soslinhar"-verb-oc "subratllar"-verb-ca
"assenyalar"-verb-ca "soslinhar"-verb-oc
"assenyalar"-verb-ca "assenhalar"-verb-oc
"subratllar"-verb-ca "soslinhar"-verb-oc
"assenhalar"-verb-oc "assenyalar"-verb-ca
"senyalar"-verb-ca "senhalar"-verb-oc
"senhalar"-verb-oc "senyalar"-verb-ca
"destacar"-verb-oc "ressaltar"-verb-ca
"ressaltar"-verb-ca "destacar"-verb-oc
"sortir"-verb-ca "sortir"-verb-oc
"sortir"-verb-ca "gésser"-verb-oc
"sortir"-verb-oc "sortir"-verb-ca
"sortir"-verb-oc "eixir"-verb-ca
"gésser"-verb-oc "sortir"-verb-ca
"gésser"-verb-oc "eixir"-verb-ca
"eixir"-verb-ca "sortir"-verb-oc
"eixir"-verb-ca "gésser"-verb-oc
"quèir"-verb-oc "caure"-verb-ca
"caure"-verb-ca "quèir"-verb-oc
"immergir"-verb-oc "submergir"-verb-ca
"submergir"-verb-ca "immergir"-verb-oc
"recaptar"-verb-ca "recaptar"-verb-oc
"recaptar"-verb-ca "requectar"-verb-oc
"recaptar"-verb-oc "recaptar"-verb-ca
"requectar"-verb-oc "recaptar"-verb-ca
"percebre"-verb-oc "percebre"-verb-ca
"percebre"-verb-ca "percebre"-verb-oc
"sentir"-verb-ca "enténer"-verb-oc
"sentir"-verb-ca "ausir"-verb-oc
"enténer"-verb-oc "sentir"-verb-ca
"ausir"-verb-oc "sentir"-verb-ca
"llistar"-verb-ca "listar"-verb-oc
"listar"-verb-oc "llistar"-verb-ca
"enrotlar"-verb-oc "allistar"-verb-ca
"allistar"-verb-ca "enrotlar"-verb-oc
"ajuntar"-verb-ca "rejúnher"-verb-oc
"ajuntar"-verb-ca "júnher"-verb-oc
"ajuntar"-verb-ca "jónher"-verb-oc
"ajuntar"-verb-ca "rejónher"-verb-oc
"rejúnher"-verb-oc "ajuntar"-verb-ca
"júnher"-verb-oc "ajuntar"-verb-ca
"jónher"-verb-oc "ajuntar"-verb-ca
"rejónher"-verb-oc "ajuntar"-verb-ca
"adaptar"-verb-ca "enternir"-verb-oc
"enternir"-verb-oc "adaptar"-verb-ca
"adaptar"-verb-oc "adequar"-verb-ca
"adequar"-verb-ca "adaptar"-verb-oc
"girar"-verb-ca "virar"-verb-oc
"virar"-verb-oc "girar"-verb-ca
"causar"-verb-oc "causar"-verb-ca
"causar"-verb-ca "causar"-verb-oc
"escur"-adjective-oc "fosc"-adjective-ca
"escur"-adjective-oc "obscur"-adjective-ca
"fosc"-adjective-ca "escur"-adjective-oc
"obscur"-adjective-ca "escur"-adjective-oc
"atrapar"-verb-oc "atrapar"-verb-ca
"atrapar"-verb-ca "atrapar"-verb-oc
"comprendre"-verb-ca "compréner"-verb-oc
"compréner"-verb-oc "comprendre"-verb-ca
"compréner"-verb-oc "entendre"-verb-ca
"entendre"-verb-ca "compréner"-verb-oc
"includir"-verb-oc "incloure"-verb-ca
"incloure"-verb-ca "includir"-verb-oc
"incloure"-verb-ca "inclure"-verb-oc
"inclure"-verb-oc "incloure"-verb-ca
"contier"-verb-oc "contenir"-verb-ca
"contenir"-verb-ca "contier"-verb-oc
"contenir"-verb-ca "conténer"-verb-oc
"conténer"-verb-oc "contenir"-verb-ca
"shautar"-verb-oc "agradar"-verb-ca
"agradar"-verb-ca "shautar"-verb-oc
"alegrar"-verb-ca "alegrar"-verb-oc
"alegrar"-verb-ca "regaudir"-verb-oc
"alegrar"-verb-oc "alegrar"-verb-ca
"regaudir"-verb-oc "alegrar"-verb-ca
"logar"-verb-oc "llogar"-verb-ca
"llogar"-verb-ca "logar"-verb-oc
"créixer"-verb-ca "créisher"-verb-oc
"créixer"-verb-ca "créisser"-verb-oc
"créisher"-verb-oc "créixer"-verb-ca
"créisser"-verb-oc "créixer"-verb-ca
"veir"-verb-oc "veure"-verb-ca
"veure"-verb-ca "veir"-verb-oc
"veure"-verb-ca "veire"-verb-oc
"veire"-verb-oc "veure"-verb-ca
"concebre"-verb-oc "concebre"-verb-ca
"concebre"-verb-ca "concebre"-verb-oc
"concebre"-verb-ca "concéber"-verb-oc
"concéber"-verb-oc "concebre"-verb-ca
"imaginar"-verb-oc "imaginar"-verb-ca
"imaginar"-verb-ca "imaginar"-verb-oc
"tustar"-verb-oc "colpejar"-verb-ca
"colpejar"-verb-ca "tustar"-verb-oc
"aubedir"-verb-oc "obeir"-verb-ca
"obeir"-verb-ca "aubedir"-verb-oc
"observar"-verb-ca "campar"-verb-oc
"campar"-verb-oc "observar"-verb-ca
"anotar"-verb-oc "anotar"-verb-ca
"anotar"-verb-ca "anotar"-verb-oc
"examinar"-verb-oc "examinar"-verb-ca
"examinar"-verb-ca "examinar"-verb-oc
"inspeccionar"-verb-oc "inspeccionar"-verb-ca
"inspeccionar"-verb-ca "inspeccionar"-verb-oc
"apelar"-verb-oc "apel·lar"-verb-ca
"apel·lar"-verb-ca "apelar"-verb-oc
"bonic"-adjective-ca "polit"-adjective-oc
"polit"-adjective-oc "bonic"-adjective-ca
"bèl"-adjective-oc "bell"-adjective-ca
"bell"-adjective-ca "bèl"-adjective-oc
"magnific"-adjective-oc "magnífic"-adjective-ca
"magnífic"-adjective-ca "magnific"-adjective-oc
"esplendid"-adjective-oc "esplèndid"-adjective-ca
"esplèndid"-adjective-ca "esplendid"-adjective-oc
"nombrós"-adjective-oc "nombrós"-adjective-ca
"nombrós"-adjective-ca "nombrós"-adjective-oc
"considerable"-adjective-ca "considerable"-adjective-oc
"considerable"-adjective-oc "considerable"-adjective-ca
"grèu"-adjective-oc "greu"-adjective-ca
"greu"-adjective-ca "grèu"-adjective-oc
"absurd"-adjective-ca "absurd"-adjective-oc
"absurd"-adjective-oc "absurd"-adjective-ca
"estranh"-adjective-oc "estrany"-adjective-ca
"estrany"-adjective-ca "estranh"-adjective-oc
"únic"-adjective-ca "unenc"-adjective-oc
"únic"-adjective-ca "unic"-adjective-oc
"únic"-adjective-ca "sol"-adjective-oc
"unenc"-adjective-oc "únic"-adjective-ca
"unic"-adjective-oc "únic"-adjective-ca
"sol"-adjective-oc "únic"-adjective-ca
"sol"-adjective-oc "sol"-adjective-ca
"sol"-adjective-ca "sol"-adjective-oc
"legitim"-adjective-oc "legítim"-adjective-ca
"legítim"-adjective-ca "legitim"-adjective-oc
"arreconéisher"-verb-oc "reconèixer"-verb-ca
"reconèixer"-verb-ca "arreconéisher"-verb-oc
"reconèixer"-verb-ca "reconéisher"-verb-oc
"reconèixer"-verb-ca "reconéisser"-verb-oc
"reconéisher"-verb-oc "reconèixer"-verb-ca
"reconéisser"-verb-oc "reconèixer"-verb-ca
"succedir"-verb-oc "succeir"-verb-ca
"succeir"-verb-ca "succedir"-verb-oc
"aterrar"-verb-oc "aterrar"-verb-ca
"aterrar"-verb-ca "aterrar"-verb-oc
"reposar"-verb-ca "reposar"-verb-oc
"reposar"-verb-oc "reposar"-verb-ca
"compensar"-verb-oc "compensar"-verb-ca
"compensar"-verb-ca "compensar"-verb-oc
"resistir"-verb-oc "resistir"-verb-ca
"resistir"-verb-ca "resistir"-verb-oc
"durar"-verb-oc "durar"-verb-ca
"durar"-verb-ca "durar"-verb-oc
"suportar"-verb-oc "suportar"-verb-ca
"suportar"-verb-ca "suportar"-verb-oc
"èster"-verb-oc "ser"-verb-ca
"ser"-verb-ca "èster"-verb-oc
"ser"-verb-ca "èsser"-verb-oc
"èsser"-verb-oc "ser"-verb-ca
"fraudar"-verb-oc "defraudar"-verb-ca
"defraudar"-verb-ca "fraudar"-verb-oc
"confóner"-verb-oc "confondre"-verb-ca
"confondre"-verb-ca "confóner"-verb-oc
"confondre"-verb-ca "confondre"-verb-oc
"confondre"-verb-oc "confondre"-verb-ca
"agitar"-verb-ca "bandejar"-verb-oc
"bandejar"-verb-oc "agitar"-verb-ca
"xocar"-verb-ca "tustarrar"-verb-oc
"tustarrar"-verb-oc "xocar"-verb-ca
"afligir"-verb-ca "afligir"-verb-oc
"afligir"-verb-oc "afligir"-verb-ca
"plorar"-verb-oc "plorar"-verb-ca
"plorar"-verb-ca "plorar"-verb-oc
"mormolhar"-verb-oc "murmurar"-verb-ca
"murmurar"-verb-ca "mormolhar"-verb-oc
"murmurar"-verb-ca "murmurar"-verb-oc
"murmurar"-verb-oc "murmurar"-verb-ca
"esvrentar"-verb-oc "rebentar"-verb-ca
"rebentar"-verb-ca "esvrentar"-verb-oc
"esclatar"-verb-oc "esclatar"-verb-ca
"esclatar"-verb-ca "esclatar"-verb-oc
"trencar"-verb-ca "brisar"-verb-oc
"trencar"-verb-ca "trincar"-verb-oc
"brisar"-verb-oc "trencar"-verb-ca
"trincar"-verb-oc "trencar"-verb-ca
"pèrdre"-verb-oc "perdre"-verb-ca
"perdre"-verb-ca "pèrdre"-verb-oc
"parar"-verb-ca "parar"-verb-oc
"parar"-verb-oc "parar"-verb-ca
"arrestar"-verb-oc "arrestar"-verb-ca
"arrestar"-verb-ca "arrestar"-verb-oc
"capturar"-verb-oc "capturar"-verb-ca
"capturar"-verb-ca "capturar"-verb-oc
"sasir"-verb-oc "agafar"-verb-ca
"agafar"-verb-ca "sasir"-verb-oc
"agafar"-verb-ca "aganchar"-verb-oc
"agafar"-verb-ca "prene"-verb-oc
"agafar"-verb-ca "préner"-verb-oc
"aganchar"-verb-oc "agafar"-verb-ca
"prene"-verb-oc "agafar"-verb-ca
"prene"-verb-oc "prendre"-verb-ca
"préner"-verb-oc "agafar"-verb-ca
"préner"-verb-oc "prendre"-verb-ca
"agarrar"-verb-oc "copsar"-verb-ca
"copsar"-verb-ca "agarrar"-verb-oc
"prendre"-verb-ca "prene"-verb-oc
"prendre"-verb-ca "préner"-verb-oc
"segrestar"-verb-ca "sequestrar"-verb-oc
"sequestrar"-verb-oc "segrestar"-verb-ca
"confiscar"-verb-oc "confiscar"-verb-ca
"confiscar"-verb-ca "confiscar"-verb-oc
"defendre"-verb-oc "defensar"-verb-ca
"defensar"-verb-ca "defendre"-verb-oc
"defensar"-verb-ca "deféner"-verb-oc
"defensar"-verb-ca "defensar"-verb-oc
"deféner"-verb-oc "defensar"-verb-ca
"defensar"-verb-oc "defensar"-verb-ca
"distribuïr"-verb-oc "distribuir"-verb-ca
"distribuir"-verb-ca "distribuïr"-verb-oc
"distribuir"-verb-ca "distribusir"-verb-oc
"distribuir"-verb-ca "distribuir"-verb-oc
"distribusir"-verb-oc "distribuir"-verb-ca
"distribuir"-verb-oc "distribuir"-verb-ca
"liurar"-verb-oc "lliurar"-verb-ca
"liurar"-verb-oc "alliberar"-verb-ca
"lliurar"-verb-ca "liurar"-verb-oc
"alliberar"-verb-ca "liurar"-verb-oc
"alliberar"-verb-ca "desliurar"-verb-oc
"alliberar"-verb-ca "liberar"-verb-oc
"desliurar"-verb-oc "alliberar"-verb-ca
"desliurar"-verb-oc "deslliurar"-verb-ca
"liberar"-verb-oc "alliberar"-verb-ca
"deslliurar"-verb-ca "desliurar"-verb-oc
"autrejar"-verb-oc "atorgar"-verb-ca
"atorgar"-verb-ca "autrejar"-verb-oc
"descarregar"-verb-ca "descargar"-verb-oc
"descargar"-verb-oc "descarregar"-verb-ca
"desencadenar"-verb-ca "desacadiar"-verb-oc
"desacadiar"-verb-oc "desencadenar"-verb-ca
"activar"-verb-ca "activar"-verb-oc
"activar"-verb-oc "activar"-verb-ca
"dedusir"-verb-oc "deduir"-verb-ca
"deduir"-verb-ca "dedusir"-verb-oc
"acabar"-verb-ca "finir"-verb-oc
"acabar"-verb-ca "fenir"-verb-oc
"finir"-verb-oc "acabar"-verb-ca
"fenir"-verb-oc "acabar"-verb-ca
"completar"-verb-oc "complementar"-verb-ca
"complementar"-verb-ca "completar"-verb-oc
"omplir"-verb-ca "aumplir"-verb-oc
"omplir"-verb-ca "amplir"-verb-oc
"aumplir"-verb-oc "omplir"-verb-ca
"amplir"-verb-oc "omplir"-verb-ca
"ramplir"-verb-oc "emplenar"-verb-ca
"emplenar"-verb-ca "ramplir"-verb-oc
"felicitar"-verb-oc "felicitar"-verb-ca
"felicitar"-verb-ca "felicitar"-verb-oc
"perjudicar"-verb-oc "perjudicar"-verb-ca
"perjudicar"-verb-ca "perjudicar"-verb-oc
"bloquejar"-verb-oc "bloquejar"-verb-ca
"bloquejar"-verb-ca "bloquejar"-verb-oc
"blocar"-verb-ca "blocar"-verb-oc
"blocar"-verb-oc "blocar"-verb-ca
"empossar"-verb-oc "empènyer"-verb-ca
"empènyer"-verb-ca "empossar"-verb-oc
"empènyer"-verb-ca "empentassar"-verb-oc
"empènyer"-verb-ca "empénher"-verb-oc
"empènyer"-verb-ca "butar"-verb-oc
"empentassar"-verb-oc "empènyer"-verb-ca
"empénher"-verb-oc "empènyer"-verb-ca
"butar"-verb-oc "empènyer"-verb-ca
"criticar"-verb-oc "criticar"-verb-ca
"criticar"-verb-ca "criticar"-verb-oc
"suggerir"-verb-oc "suggerir"-verb-ca
"suggerir"-verb-ca "suggerir"-verb-oc
"elegant"-adjective-ca "elegant"-adjective-oc
"elegant"-adjective-oc "elegant"-adjective-ca
"agradable"-adjective-ca "agradiu"-adjective-oc
"agradable"-adjective-ca "agradable"-adjective-oc
"agradiu"-adjective-oc "agradable"-adjective-ca
"agradable"-adjective-oc "agradable"-adjective-ca
"pacific"-adjective-oc "pacífic"-adjective-ca
"pacífic"-adjective-ca "pacific"-adjective-oc
"util"-adjective-oc "útil"-adjective-ca
"útil"-adjective-ca "util"-adjective-oc
"variable"-adjective-ca "variable"-adjective-oc
"variable"-adjective-oc "variable"-adjective-ca
"inadequat"-adjective-oc "inadequat"-adjective-ca
"inadequat"-adjective-ca "inadequat"-adjective-oc
"assolir"-verb-ca "aténher"-verb-oc
"aténher"-verb-oc "assolir"-verb-ca
"classar"-verb-oc "classificar"-verb-ca
"classificar"-verb-ca "classar"-verb-oc
"promocionar"-verb-ca "promòir"-verb-oc
"promocionar"-verb-ca "promòure"-verb-oc
"promòir"-verb-oc "promocionar"-verb-ca
"promòir"-verb-oc "promoure"-verb-ca
"promòure"-verb-oc "promocionar"-verb-ca
"promòure"-verb-oc "promoure"-verb-ca
"promoure"-verb-ca "promòir"-verb-oc
"promoure"-verb-ca "promòure"-verb-oc
"promoure"-verb-ca "prebotjar"-verb-oc
"promoure"-verb-ca "promocionar"-verb-oc
"prebotjar"-verb-oc "promoure"-verb-ca
"promocionar"-verb-oc "promoure"-verb-ca
"sostenir"-verb-ca "sostier"-verb-oc
"sostenir"-verb-ca "sosténer"-verb-oc
"sostier"-verb-oc "sostenir"-verb-ca
"sosténer"-verb-oc "sostenir"-verb-ca
"tier"-verb-oc "tenir"-verb-ca
"tenir"-verb-ca "tier"-verb-oc
"tenir"-verb-ca "auer"-verb-oc
"tenir"-verb-ca "aver"-verb-oc
"auer"-verb-oc "tenir"-verb-ca
"auer"-verb-oc "haver"-verb-ca
"aver"-verb-oc "tenir"-verb-ca
"aver"-verb-oc "haver"-verb-ca
"haver"-verb-ca "auer"-verb-oc
"haver"-verb-ca "aver"-verb-oc
"impausar"-verb-oc "imposar"-verb-ca
"imposar"-verb-ca "impausar"-verb-oc
"gravar"-verb-oc "gravar"-verb-ca
"gravar"-verb-ca "gravar"-verb-oc
"gravar"-verb-ca "grauar"-verb-oc
"grauar"-verb-oc "gravar"-verb-ca
"forçar"-verb-oc "forçar"-verb-ca
"forçar"-verb-ca "forçar"-verb-oc
"esclarir"-verb-oc "aclarir"-verb-ca
"aclarir"-verb-ca "esclarir"-verb-oc
"cométer"-verb-oc "cometre"-verb-ca
"cometre"-verb-ca "cométer"-verb-oc
"cometre"-verb-ca "cometre"-verb-oc
"cometre"-verb-oc "cometre"-verb-ca
"desafiar"-verb-ca "desafiar"-verb-oc
"desafiar"-verb-oc "desafiar"-verb-ca
"ignorar"-verb-oc "ignorar"-verb-ca
"ignorar"-verb-ca "ignorar"-verb-oc
"negligir"-verb-oc "negligir"-verb-ca
"negligir"-verb-ca "negligir"-verb-oc
"rebutjar"-verb-ca "refusar"-verb-oc
"refusar"-verb-oc "rebutjar"-verb-ca
"refusar"-verb-oc "refusar"-verb-ca
"refusar"-verb-ca "refusar"-verb-oc
"utilizar"-verb-oc "utilitzar"-verb-ca
"utilitzar"-verb-ca "utilizar"-verb-oc
"utilitzar"-verb-ca "utilisar"-verb-oc
"utilisar"-verb-oc "utilitzar"-verb-ca
"oscil·lar"-verb-ca "oscillar"-verb-oc
"oscillar"-verb-oc "oscil·lar"-verb-ca
"alinhar"-verb-oc "alinear"-verb-ca
"alinear"-verb-ca "alinhar"-verb-oc
"valorar"-verb-ca "avalorar"-verb-oc
"avalorar"-verb-oc "valorar"-verb-ca
"avalorar"-verb-oc "avaluar"-verb-ca
"avaluar"-verb-ca "avalorar"-verb-oc
"endonviar"-verb-oc "endevinar"-verb-ca
"endevinar"-verb-ca "endonviar"-verb-oc
"descobrir"-verb-ca "descobrir"-verb-oc
"descobrir"-verb-ca "descurbir"-verb-oc
"descobrir"-verb-ca "descrobir"-verb-oc
"descobrir"-verb-oc "descobrir"-verb-ca
"descurbir"-verb-oc "descobrir"-verb-ca
"descrobir"-verb-oc "descobrir"-verb-ca
"revelar"-verb-oc "revelar"-verb-ca
"revelar"-verb-ca "revelar"-verb-oc
"abocar"-verb-oc "abocar"-verb-ca
"abocar"-verb-ca "abocar"-verb-oc
"abocar"-verb-ca "versar"-verb-oc
"versar"-verb-oc "abocar"-verb-ca
"trauersar"-verb-oc "travessar"-verb-ca
"travessar"-verb-ca "trauersar"-verb-oc
"travessar"-verb-ca "traversar"-verb-oc
"traversar"-verb-oc "travessar"-verb-ca
"crosar"-verb-oc "creuar"-verb-ca
"creuar"-verb-ca "crosar"-verb-oc
"aucupar"-verb-oc "ocupar"-verb-ca
"ocupar"-verb-ca "aucupar"-verb-oc
"aimar"-verb-oc "estimar"-verb-ca
"estimar"-verb-ca "aimar"-verb-oc
"considerar"-verb-ca "corsilhar"-verb-oc
"corsilhar"-verb-oc "considerar"-verb-ca
"reprodusir"-verb-oc "reproduir"-verb-ca
"reproduir"-verb-ca "reprodusir"-verb-oc
"jogar"-verb-oc "jugar"-verb-ca
"jugar"-verb-ca "jogar"-verb-oc
"perllongar"-verb-ca "esperlongar"-verb-oc
"esperlongar"-verb-oc "perllongar"-verb-ca
"contunhar"-verb-oc "continuar"-verb-ca
"continuar"-verb-ca "contunhar"-verb-oc
"cuidar"-verb-ca "suenhar"-verb-oc
"cuidar"-verb-ca "sonhar"-verb-oc
"cuidar"-verb-ca "cuedar"-verb-oc
"suenhar"-verb-oc "cuidar"-verb-ca
"sonhar"-verb-oc "cuidar"-verb-ca
"cuedar"-verb-oc "cuidar"-verb-ca
"curar"-verb-ca "guarir"-verb-oc
"guarir"-verb-oc "curar"-verb-ca
"guarir"-verb-oc "guarir"-verb-ca
"guarir"-verb-ca "guarir"-verb-oc
"guarir"-verb-ca "garir"-verb-oc
"garir"-verb-oc "guarir"-verb-ca
"aclapar"-verb-oc "aclaparar"-verb-ca
"aclaparar"-verb-ca "aclapar"-verb-oc
"preocupar"-verb-ca "preocupar"-verb-oc
"preocupar"-verb-oc "preocupar"-verb-ca
"fondar"-verb-oc "fundar"-verb-ca
"fundar"-verb-ca "fondar"-verb-oc
"confiar"-verb-oc "confiar"-verb-ca
"confiar"-verb-ca "confiar"-verb-oc
"confiar"-verb-ca "fisar"-verb-oc
"fisar"-verb-oc "confiar"-verb-ca
"vessar"-verb-oc "vessar"-verb-ca
"vessar"-verb-ca "vessar"-verb-oc
"hugir"-verb-oc "fugir"-verb-ca
"fugir"-verb-ca "hugir"-verb-oc
"fugir"-verb-ca "fugir"-verb-oc
"fugir"-verb-oc "fugir"-verb-ca
"proïbir"-verb-oc "prohibir"-verb-ca
"prohibir"-verb-ca "proïbir"-verb-oc
"evitar"-verb-ca "esvitar"-verb-oc
"esvitar"-verb-oc "evitar"-verb-ca
"estrossejar"-verb-oc "destrossar"-verb-ca
"destrossar"-verb-ca "estrossejar"-verb-oc
"destrossar"-verb-ca "esbocinar"-verb-oc
"destrossar"-verb-ca "cothivirar"-verb-oc
"destrossar"-verb-ca "abrismar"-verb-oc
"esbocinar"-verb-oc "destrossar"-verb-ca
"cothivirar"-verb-oc "destrossar"-verb-ca
"abrismar"-verb-oc "destrossar"-verb-ca
"despullar"-verb-ca "despolhar"-verb-oc
"despolhar"-verb-oc "despullar"-verb-ca
"ocultar"-verb-ca "amagar"-verb-oc
"amagar"-verb-oc "ocultar"-verb-ca
"amagar"-verb-ca "reconhar"-verb-oc
"amagar"-verb-ca "enconhar"-verb-oc
"reconhar"-verb-oc "amagar"-verb-ca
"enconhar"-verb-oc "amagar"-verb-ca
"fregar"-verb-oc "fregar"-verb-ca
"fregar"-verb-ca "fregar"-verb-oc
"netejar"-verb-ca "netejar"-verb-oc
"netejar"-verb-oc "netejar"-verb-ca
"net"-adjective-ca "net"-adjective-oc
"net"-adjective-oc "net"-adjective-ca
"veritable"-adjective-oc "veritable"-adjective-ca
"veritable"-adjective-ca "veritable"-adjective-oc
"autèntic"-adjective-ca "autentic"-adjective-oc
"autentic"-adjective-oc "autèntic"-adjective-ca
"segur"-adjective-ca "segur"-adjective-oc
"segur"-adjective-oc "segur"-adjective-ca
"solid"-adjective-oc "sòlid"-adjective-ca
"sòlid"-adjective-ca "solid"-adjective-oc
"vertadièr"-adjective-oc "vertader"-adjective-ca
"vertader"-adjective-ca "vertadièr"-adjective-oc
"familiar"-adjective-oc "familiar"-adjective-ca
"familiar"-adjective-ca "familiar"-adjective-oc
