"adientment"-adverb-ca "adekvate"-adverb-eo
"katapulti"-verb-eo "catapultar"-verb-ca
"enplanti"-verb-eo "implantar"-verb-ca
"implantar"-verb-ca "enplanti"-verb-eo
"interkapti"-verb-eo "interceptar"-verb-ca
"interceptar"-verb-ca "interkapti"-verb-eo
"proliferi"-verb-eo "proliferar"-verb-ca
"proliferar"-verb-ca "proliferi"-verb-eo
"aglutinatiu"-adjective-ca "aglutina"-adjective-eo
"aglutina"-adjective-eo "aglutinatiu"-adjective-ca
"mafiós"-noun-ca "mafiulo"-noun-eo
"mafiulo"-noun-eo "mafiós"-noun-ca
"diatona"-adjective-eo "diatònic"-adjective-ca
"diatònic"-adjective-ca "diatona"-adjective-eo
"electroquímic"-adjective-ca "elektrokemia"-adjective-eo
"elektrokemia"-adjective-eo "electroquímic"-adjective-ca
"etimologia"-adjective-eo "etimològic"-adjective-ca
"etimològic"-adjective-ca "etimologia"-adjective-eo
"etnogràfic"-adjective-ca "etnografia"-adjective-eo
"etnografia"-adjective-eo "etnogràfic"-adjective-ca
"etnològic"-adjective-ca "etnologia"-adjective-eo
"etnologia"-adjective-eo "etnològic"-adjective-ca
"fervoja"-adjective-eo "ferroviari"-adjective-ca
"ferroviari"-adjective-ca "fervoja"-adjective-eo
"fiziologia"-adjective-eo "fisiològic"-adjective-ca
"fisiològic"-adjective-ca "fiziologia"-adjective-eo
"fumanto"-noun-eo "fumador"-noun-ca
"fumador"-noun-ca "fumanto"-noun-eo
"gaèlic"-adjective-ca "gaela"-adjective-eo
"gaela"-adjective-eo "gaèlic"-adjective-ca
"sísmic"-adjective-ca "sisma"-adjective-eo
"sisma"-adjective-eo "sísmic"-adjective-ca
"hegemònic"-adjective-ca "hegemonia"-adjective-eo
"hegemonia"-adjective-eo "hegemònic"-adjective-ca
"hidrografia"-adjective-eo "hidrogràfic"-adjective-ca
"hidrogràfic"-adjective-ca "hidrografia"-adjective-eo
"hidrologia"-adjective-eo "hidrològic"-adjective-ca
"hidrològic"-adjective-ca "hidrologia"-adjective-eo
"humorístic"-adjective-ca "humura"-adjective-eo
"humura"-adjective-eo "humorístic"-adjective-ca
"idioma"-adjective-eo "idiomàtic"-adjective-ca
"idiomàtic"-adjective-ca "idioma"-adjective-eo
"limfàtic"-adjective-ca "limfa"-adjective-eo
"limfa"-adjective-eo "limfàtic"-adjective-ca
"enmemorigo"-noun-eo "memorització"-noun-ca
"memorització"-noun-ca "enmemorigo"-noun-eo
"metal·lúrgic"-adjective-ca "metalurgia"-adjective-eo
"metalurgia"-adjective-eo "metal·lúrgic"-adjective-ca
"meteorologia"-adjective-eo "meteorològic"-adjective-ca
"meteorològic"-adjective-ca "meteorologia"-adjective-eo
"meteorològic"-adjective-ca "meteologia"-adjective-eo
"meteologia"-adjective-eo "meteorològic"-adjective-ca
"ŝtatigo"-noun-eo "nacionalització"-noun-ca
"nacionalització"-noun-ca "ŝtatigo"-noun-eo
"nariu"-noun-ca "nazotruo"-noun-eo
"nariu"-noun-ca "naztruo"-noun-eo
"nazotruo"-noun-eo "nariu"-noun-ca
"naztruo"-noun-eo "nariu"-noun-ca
"redifino"-noun-eo "redefinició"-noun-ca
"redefinició"-noun-ca "redifino"-noun-eo
"sagristia"-noun-ca "sakristio"-noun-eo
"sakristio"-noun-eo "sagristia"-noun-ca
"topològic"-adjective-ca "topologia"-adjective-eo
"topologia"-adjective-eo "topològic"-adjective-ca
"frukt-uzo"-noun-eo "usdefruit"-noun-ca
"usdefruit"-noun-ca "frukt-uzo"-noun-eo
"vulgareco"-noun-eo "vulgaritat"-noun-ca
"vulgaritat"-noun-ca "vulgareco"-noun-eo
"clonar"-verb-ca "kloni"-verb-eo
"kloni"-verb-eo "clonar"-verb-ca
"duonfinalo"-noun-eo "semifinal"-noun-ca
"semifinal"-noun-ca "duonfinalo"-noun-eo
"Ĉikago"-properNoun-eo "Chicago"-properNoun-ca
"Chicago"-properNoun-ca "Ĉikago"-properNoun-eo
"ànec"-noun-ca "anaso"-noun-eo
"anaso"-noun-eo "ànec"-noun-ca
"kontraŭkoncipa"-adjective-eo "anticonceptiu"-adjective-ca
"anticonceptiu"-adjective-ca "kontraŭkoncipa"-adjective-eo
"altre"-adjective-ca "alia"-adjective-eo
"alia"-adjective-eo "altre"-adjective-ca
"spontaneco"-noun-eo "espontaneïtat"-noun-ca
"espontaneïtat"-noun-ca "spontaneco"-noun-eo
"centrífug"-adjective-ca "centrifuga"-adjective-eo
"centrifuga"-adjective-eo "centrífug"-adjective-ca
"agraït"-adjective-ca "dankema"-adjective-eo
"agraït"-adjective-ca "danka"-adjective-eo
"dankema"-adjective-eo "agraït"-adjective-ca
"danka"-adjective-eo "agraït"-adjective-ca
"terciari"-adjective-ca "terciara"-adjective-eo
"terciara"-adjective-eo "terciari"-adjective-ca
"asturia"-adjective-eo "asturià"-adjective-ca
"asturià"-adjective-ca "asturia"-adjective-eo
"baroka"-adjective-eo "barroc"-adjective-ca
"barroc"-adjective-ca "baroka"-adjective-eo
"talibo"-noun-eo "talibà"-noun-ca
"talibà"-noun-ca "talibo"-noun-eo
"pensionista"-noun-ca "pensiulo"-noun-eo
"pensiulo"-noun-eo "pensionista"-noun-ca
"superrealista"-adjective-eo "surrealista"-adjective-ca
"surrealista"-adjective-ca "superrealista"-adjective-eo
"surrealista"-adjective-ca "superrealisma"-adjective-eo
"superrealisma"-adjective-eo "surrealista"-adjective-ca
"perplekso"-noun-eo "perplexitat"-noun-ca
"perplexitat"-noun-ca "perplekso"-noun-eo
"maljuneco"-noun-eo "vellesa"-noun-ca
"vellesa"-noun-ca "maljuneco"-noun-eo
"salamandro"-noun-eo "salamandra"-noun-ca
"salamandra"-noun-ca "salamandro"-noun-eo
"insuleto"-noun-eo "illot"-noun-ca
"illot"-noun-ca "insuleto"-noun-eo
"excepcionalment"-adverb-ca "escepte"-adverb-eo
"escepte"-adverb-eo "excepcionalment"-adverb-ca
"bakteria"-adjective-eo "bacterià"-adjective-ca
"bacterià"-adjective-ca "bakteria"-adjective-eo
"cíclic"-adjective-ca "cikla"-adjective-eo
"cikla"-adjective-eo "cíclic"-adjective-ca
"macroeconòmic"-adjective-ca "makroekonomia"-adjective-eo
"makroekonomia"-adjective-eo "macroeconòmic"-adjective-ca
"receptiu"-adjective-ca "akceptema"-adjective-eo
"akceptema"-adjective-eo "receptiu"-adjective-ca
"Cisco"-properNoun-ca "Cisco"-properNoun-eo
"Cisco"-properNoun-eo "Cisco"-properNoun-ca
"Renault"-properNoun-ca "Renault"-properNoun-eo
"Renault"-properNoun-eo "Renault"-properNoun-ca
"Volkswagen"-properNoun-ca "Volkswagen"-properNoun-eo
"Volkswagen"-properNoun-eo "Volkswagen"-properNoun-ca
"anekdote"-adverb-eo "anecdòticament"-adverb-ca
"anecdòticament"-adverb-ca "anekdote"-adverb-eo
"fredament"-adverb-ca "malvarme"-adverb-eo
"malvarme"-adverb-eo "fredament"-adverb-ca
"parole"-adverb-eo "oralment"-adverb-ca
"oralment"-adverb-ca "parole"-adverb-eo
"oralment"-adverb-ca "buŝe"-adverb-eo
"buŝe"-adverb-eo "oralment"-adverb-ca
"Torí"-properNoun-ca "Torino"-properNoun-eo
"Torino"-properNoun-eo "Torí"-properNoun-ca
"ebullició"-noun-ca "bolado"-noun-eo
"bolado"-noun-eo "ebullició"-noun-ca
"pianista"-noun-ca "pianisto"-noun-eo
"pianisto"-noun-eo "pianista"-noun-ca
"dignament"-adverb-ca "digne"-adverb-eo
"digne"-adverb-eo "dignament"-adverb-ca
"perforació"-noun-ca "borado"-noun-eo
"borado"-noun-eo "perforació"-noun-ca
"Savoia"-properNoun-ca "Savojo"-properNoun-eo
"Savojo"-properNoun-eo "Savoia"-properNoun-ca
"nugato"-noun-eo "torró"-noun-ca
"torró"-noun-ca "nugato"-noun-eo
"travessa"-noun-ca "tranavigado"-noun-eo
"tranavigado"-noun-eo "travessa"-noun-ca
"poc"-adjective-ca "malmulta"-adjective-eo
"malmulta"-adjective-eo "poc"-adjective-ca
"ensurt"-noun-ca "eksalto"-noun-eo
"eksalto"-noun-eo "ensurt"-noun-ca
"eksalto"-noun-eo "sobresalt"-noun-ca
"sobresalt"-noun-ca "eksalto"-noun-eo
"Belfast"-properNoun-ca "Belfasto"-properNoun-eo
"Belfasto"-properNoun-eo "Belfast"-properNoun-ca
"autogovern"-noun-ca "memregeco"-noun-eo
"memregeco"-noun-eo "autogovern"-noun-ca
"BNG"-noun-ca "BNG"-noun-eo
"BNG"-noun-eo "BNG"-noun-ca
"derbi"-noun-ca "derbio"-noun-eo
"derbio"-noun-eo "derbi"-noun-ca
"Kiribati"-properNoun-ca "Kiribato"-properNoun-eo
"Kiribato"-properNoun-eo "Kiribati"-properNoun-ca
"Antigua i Barbuda"-properNoun-ca "Antigvo-Barbudo"-properNoun-eo
"Antigvo-Barbudo"-properNoun-eo "Antigua i Barbuda"-properNoun-ca
"penombra"-noun-ca "duonombro"-noun-eo
"duonombro"-noun-eo "penombra"-noun-ca
"somrient"-adjective-ca "ridetanta"-adjective-eo
"ridetanta"-adjective-eo "somrient"-adjective-ca
"oficialiĝo"-noun-eo "oficialització"-noun-ca
"oficialització"-noun-ca "oficialiĝo"-noun-eo
"oficialització"-noun-ca "oficialigo"-noun-eo
"oficialigo"-noun-eo "oficialització"-noun-ca
"Vinci"-properNoun-eo "Vinci"-properNoun-ca
"Vinci"-properNoun-ca "Vinci"-properNoun-eo
