","-comma-eo ","-comma-ca
"Carrascal del Río"-properNoun-eo "Carrascal del Río"-properNoun-ca
"Carrascal del Río"-properNoun-ca "Carrascal del Río"-properNoun-eo
"Casla"-properNoun-eo "Casla"-properNoun-ca
"Casla"-properNoun-ca "Casla"-properNoun-eo
"Castillejo de Mesleón"-properNoun-eo "Castillejo de Mesleón"-properNoun-ca
"Castillejo de Mesleón"-properNoun-ca "Castillejo de Mesleón"-properNoun-eo
"Castro de Fuentidueña"-properNoun-eo "Castro de Fuentidueña"-properNoun-ca
"Castro de Fuentidueña"-properNoun-ca "Castro de Fuentidueña"-properNoun-eo
"Castrojimeno"-properNoun-eo "Castrojimeno"-properNoun-ca
"Castrojimeno"-properNoun-ca "Castrojimeno"-properNoun-eo
"Castroserna de Abajo"-properNoun-eo "Castroserna de Abajo"-properNoun-ca
"Castroserna de Abajo"-properNoun-ca "Castroserna de Abajo"-properNoun-eo
"Castroserracín"-properNoun-eo "Castroserracín"-properNoun-ca
"Castroserracín"-properNoun-ca "Castroserracín"-properNoun-eo
"Cedillo de la Torre"-properNoun-eo "Cedillo de la Torre"-properNoun-ca
"Cedillo de la Torre"-properNoun-ca "Cedillo de la Torre"-properNoun-eo
"Cerezo de Abajo"-properNoun-eo "Cerezo de Abajo"-properNoun-ca
"Cerezo de Abajo"-properNoun-ca "Cerezo de Abajo"-properNoun-eo
"Cerezo de Arriba"-properNoun-eo "Cerezo de Arriba"-properNoun-ca
"Cerezo de Arriba"-properNoun-ca "Cerezo de Arriba"-properNoun-eo
"Cilleruelo de San Mamés"-properNoun-eo "Cilleruelo de San Mamés"-properNoun-ca
"Cilleruelo de San Mamés"-properNoun-ca "Cilleruelo de San Mamés"-properNoun-eo
"Cobos de Fuentidueña"-properNoun-eo "Cobos de Fuentidueña"-properNoun-ca
"Cobos de Fuentidueña"-properNoun-ca "Cobos de Fuentidueña"-properNoun-eo
"Codorniz"-properNoun-eo "Codorniz"-properNoun-ca
"Codorniz"-properNoun-ca "Codorniz"-properNoun-eo
"Collado Hermoso"-properNoun-eo "Collado Hermoso"-properNoun-ca
"Collado Hermoso"-properNoun-ca "Collado Hermoso"-properNoun-eo
"Condado de Castilnovo"-properNoun-eo "Condado de Castilnovo"-properNoun-ca
"Condado de Castilnovo"-properNoun-ca "Condado de Castilnovo"-properNoun-eo
"Corral de Ayllón"-properNoun-eo "Corral de Ayllón"-properNoun-ca
"Corral de Ayllón"-properNoun-ca "Corral de Ayllón"-properNoun-eo
"Chañe"-properNoun-eo "Chañe"-properNoun-ca
"Chañe"-properNoun-ca "Chañe"-properNoun-eo
"Domingo García"-properNoun-eo "Domingo García"-properNoun-ca
"Domingo García"-properNoun-ca "Domingo García"-properNoun-eo
"Donhierro"-properNoun-eo "Donhierro"-properNoun-ca
"Donhierro"-properNoun-ca "Donhierro"-properNoun-eo
"Duruelo"-properNoun-eo "Duruelo"-properNoun-ca
"Duruelo"-properNoun-ca "Duruelo"-properNoun-eo
"Encinillas"-properNoun-eo "Encinillas"-properNoun-ca
"Encinillas"-properNoun-ca "Encinillas"-properNoun-eo
"Escalona del Prado"-properNoun-eo "Escalona del Prado"-properNoun-ca
"Escalona del Prado"-properNoun-ca "Escalona del Prado"-properNoun-eo
"Escarabajosa de Cabezas"-properNoun-eo "Escarabajosa de Cabezas"-properNoun-ca
"Escarabajosa de Cabezas"-properNoun-ca "Escarabajosa de Cabezas"-properNoun-eo
"Escobar de Polendos"-properNoun-eo "Escobar de Polendos"-properNoun-ca
"Escobar de Polendos"-properNoun-ca "Escobar de Polendos"-properNoun-eo
"El Espinar"-properNoun-eo "El Espinar"-properNoun-ca
"El Espinar"-properNoun-ca "El Espinar"-properNoun-eo
"Espirdo"-properNoun-eo "Espirdo"-properNoun-ca
"Espirdo"-properNoun-ca "Espirdo"-properNoun-eo
"Fresneda de Cuéllar"-properNoun-eo "Fresneda de Cuéllar"-properNoun-ca
"Fresneda de Cuéllar"-properNoun-ca "Fresneda de Cuéllar"-properNoun-eo
"Fresno de Cantespino"-properNoun-eo "Fresno de Cantespino"-properNoun-ca
"Fresno de Cantespino"-properNoun-ca "Fresno de Cantespino"-properNoun-eo
"Fresno de la Fuente"-properNoun-eo "Fresno de la Fuente"-properNoun-ca
"Fresno de la Fuente"-properNoun-ca "Fresno de la Fuente"-properNoun-eo
"Frumales"-properNoun-eo "Frumales"-properNoun-ca
"Frumales"-properNoun-ca "Frumales"-properNoun-eo
"Fuente de Santa Cruz"-properNoun-eo "Fuente de Santa Cruz"-properNoun-ca
"Fuente de Santa Cruz"-properNoun-ca "Fuente de Santa Cruz"-properNoun-eo
"Fuente el Olmo de Fuentidueña"-properNoun-eo "Fuente el Olmo de Fuentidueña"-properNoun-ca
"Fuente el Olmo de Fuentidueña"-properNoun-ca "Fuente el Olmo de Fuentidueña"-properNoun-eo
"Fuente el Olmo de Íscar"-properNoun-eo "Fuente el Olmo de Íscar"-properNoun-ca
"Fuente el Olmo de Íscar"-properNoun-ca "Fuente el Olmo de Íscar"-properNoun-eo
"Fuentepelayo"-properNoun-eo "Fuentepelayo"-properNoun-ca
"Fuentepelayo"-properNoun-ca "Fuentepelayo"-properNoun-eo
"Fuentepiñel"-properNoun-eo "Fuentepiñel"-properNoun-ca
"Fuentepiñel"-properNoun-ca "Fuentepiñel"-properNoun-eo
"Fuenterrebollo"-properNoun-eo "Fuenterrebollo"-properNoun-ca
"Fuenterrebollo"-properNoun-ca "Fuenterrebollo"-properNoun-eo
"Fuentesaúco de Fuentidueña"-properNoun-eo "Fuentesaúco de Fuentidueña"-properNoun-ca
"Fuentesaúco de Fuentidueña"-properNoun-ca "Fuentesaúco de Fuentidueña"-properNoun-eo
"Fuentesoto"-properNoun-eo "Fuentesoto"-properNoun-ca
"Fuentesoto"-properNoun-ca "Fuentesoto"-properNoun-eo
"Fuentidueña"-properNoun-eo "Fuentidueña"-properNoun-ca
"Fuentidueña"-properNoun-ca "Fuentidueña"-properNoun-eo
"Garcillán"-properNoun-eo "Garcillán"-properNoun-ca
"Garcillán"-properNoun-ca "Garcillán"-properNoun-eo
"Gomezserracín"-properNoun-eo "Gomezserracín"-properNoun-ca
"Gomezserracín"-properNoun-ca "Gomezserracín"-properNoun-eo
"Grajera"-properNoun-eo "Grajera"-properNoun-ca
"Grajera"-properNoun-ca "Grajera"-properNoun-eo
"Honrubia de la Cuesta"-properNoun-eo "Honrubia de la Cuesta"-properNoun-ca
"Honrubia de la Cuesta"-properNoun-ca "Honrubia de la Cuesta"-properNoun-eo
"Hontalbilla"-properNoun-eo "Hontalbilla"-properNoun-ca
"Hontalbilla"-properNoun-ca "Hontalbilla"-properNoun-eo
"Hontanares de Eresma"-properNoun-eo "Hontanares de Eresma"-properNoun-ca
"Hontanares de Eresma"-properNoun-ca "Hontanares de Eresma"-properNoun-eo
"Los Huertos"-properNoun-eo "Los Huertos"-properNoun-ca
"Los Huertos"-properNoun-ca "Los Huertos"-properNoun-eo
"Ituero y Lama"-properNoun-eo "Ituero y Lama"-properNoun-ca
"Ituero y Lama"-properNoun-ca "Ituero y Lama"-properNoun-eo
"Juarros de Riomoros"-properNoun-eo "Juarros de Riomoros"-properNoun-ca
"Juarros de Riomoros"-properNoun-ca "Juarros de Riomoros"-properNoun-eo
"Juarros de Voltoya"-properNoun-eo "Juarros de Voltoya"-properNoun-ca
"Juarros de Voltoya"-properNoun-ca "Juarros de Voltoya"-properNoun-eo
"Labajos"-properNoun-eo "Labajos"-properNoun-ca
"Labajos"-properNoun-ca "Labajos"-properNoun-eo
"Laguna de Contreras"-properNoun-eo "Laguna de Contreras"-properNoun-ca
"Laguna de Contreras"-properNoun-ca "Laguna de Contreras"-properNoun-eo
"Languilla"-properNoun-eo "Languilla"-properNoun-ca
"Languilla"-properNoun-ca "Languilla"-properNoun-eo
"Lastras de Cuéllar"-properNoun-eo "Lastras de Cuéllar"-properNoun-ca
"Lastras de Cuéllar"-properNoun-ca "Lastras de Cuéllar"-properNoun-eo
"Lastras del Pozo"-properNoun-eo "Lastras del Pozo"-properNoun-ca
"Lastras del Pozo"-properNoun-ca "Lastras del Pozo"-properNoun-eo
"La Lastrilla"-properNoun-eo "La Lastrilla"-properNoun-ca
"La Lastrilla"-properNoun-ca "La Lastrilla"-properNoun-eo
"La Losa"-properNoun-eo "La Losa"-properNoun-ca
"La Losa"-properNoun-ca "La Losa"-properNoun-eo
"Maderuelo"-properNoun-eo "Maderuelo"-properNoun-ca
"Maderuelo"-properNoun-ca "Maderuelo"-properNoun-eo
"Marazuela"-properNoun-eo "Marazuela"-properNoun-ca
"Marazuela"-properNoun-ca "Marazuela"-properNoun-eo
"Martín Miguel"-properNoun-eo "Martín Miguel"-properNoun-ca
"Martín Miguel"-properNoun-ca "Martín Miguel"-properNoun-eo
"Martín Muñoz de la Dehesa"-properNoun-eo "Martín Muñoz de la Dehesa"-properNoun-ca
"Martín Muñoz de la Dehesa"-properNoun-ca "Martín Muñoz de la Dehesa"-properNoun-eo
"Martín Muñoz de las Posadas"-properNoun-eo "Martín Muñoz de las Posadas"-properNoun-ca
"Martín Muñoz de las Posadas"-properNoun-ca "Martín Muñoz de las Posadas"-properNoun-eo
"Marugán"-properNoun-eo "Marugán"-properNoun-ca
"Marugán"-properNoun-ca "Marugán"-properNoun-eo
"Matabuena"-properNoun-eo "Matabuena"-properNoun-ca
"Matabuena"-properNoun-ca "Matabuena"-properNoun-eo
"Mata de Cuéllar"-properNoun-eo "Mata de Cuéllar"-properNoun-ca
"Mata de Cuéllar"-properNoun-ca "Mata de Cuéllar"-properNoun-eo
"La Matilla"-properNoun-eo "La Matilla"-properNoun-ca
"La Matilla"-properNoun-ca "La Matilla"-properNoun-eo
"Melque de Cercos"-properNoun-eo "Melque de Cercos"-properNoun-ca
"Melque de Cercos"-properNoun-ca "Melque de Cercos"-properNoun-eo
"Membibre de la Hoz"-properNoun-eo "Membibre de la Hoz"-properNoun-ca
"Membibre de la Hoz"-properNoun-ca "Membibre de la Hoz"-properNoun-eo
"Migueláñez"-properNoun-eo "Migueláñez"-properNoun-ca
"Migueláñez"-properNoun-ca "Migueláñez"-properNoun-eo
"Montejo de Arévalo"-properNoun-eo "Montejo de Arévalo"-properNoun-ca
"Montejo de Arévalo"-properNoun-ca "Montejo de Arévalo"-properNoun-eo
"Montejo de la Vega de la Serrezuela"-properNoun-eo "Montejo de la Vega de la Serrezuela"-properNoun-ca
"Montejo de la Vega de la Serrezuela"-properNoun-ca "Montejo de la Vega de la Serrezuela"-properNoun-eo
"Moral de Hornuez"-properNoun-eo "Moral de Hornuez"-properNoun-ca
"Moral de Hornuez"-properNoun-ca "Moral de Hornuez"-properNoun-eo
"Mozoncillo"-properNoun-eo "Mozoncillo"-properNoun-ca
"Mozoncillo"-properNoun-ca "Mozoncillo"-properNoun-eo
"Muñopedro"-properNoun-eo "Muñopedro"-properNoun-ca
"Muñopedro"-properNoun-ca "Muñopedro"-properNoun-eo
"Muñoveros"-properNoun-eo "Muñoveros"-properNoun-ca
"Muñoveros"-properNoun-ca "Muñoveros"-properNoun-eo
"Nava de la Asunción"-properNoun-eo "Nava de la Asunción"-properNoun-ca
"Nava de la Asunción"-properNoun-ca "Nava de la Asunción"-properNoun-eo
"Navafría"-properNoun-eo "Navafría"-properNoun-ca
"Navafría"-properNoun-ca "Navafría"-properNoun-eo
"Navalilla"-properNoun-eo "Navalilla"-properNoun-ca
"Navalilla"-properNoun-ca "Navalilla"-properNoun-eo
"Navalmanzano"-properNoun-eo "Navalmanzano"-properNoun-ca
"Navalmanzano"-properNoun-ca "Navalmanzano"-properNoun-eo
"Navares de Ayuso"-properNoun-eo "Navares de Ayuso"-properNoun-ca
"Navares de Ayuso"-properNoun-ca "Navares de Ayuso"-properNoun-eo
"Navares de Enmedio"-properNoun-eo "Navares de Enmedio"-properNoun-ca
"Navares de Enmedio"-properNoun-ca "Navares de Enmedio"-properNoun-eo
"Navares de las Cuevas"-properNoun-eo "Navares de las Cuevas"-properNoun-ca
"Navares de las Cuevas"-properNoun-ca "Navares de las Cuevas"-properNoun-eo
"Navas de Oro"-properNoun-eo "Navas de Oro"-properNoun-ca
"Navas de Oro"-properNoun-ca "Navas de Oro"-properNoun-eo
"Navas de San Antonio"-properNoun-eo "Navas de San Antonio"-properNoun-ca
"Navas de San Antonio"-properNoun-ca "Navas de San Antonio"-properNoun-eo
"Olombrada"-properNoun-eo "Olombrada"-properNoun-ca
"Olombrada"-properNoun-ca "Olombrada"-properNoun-eo
"Orejana"-properNoun-eo "Orejana"-properNoun-ca
"Orejana"-properNoun-ca "Orejana"-properNoun-eo
"Ortigosa de Pestaño"-properNoun-eo "Ortigosa de Pestaño"-properNoun-ca
"Ortigosa de Pestaño"-properNoun-ca "Ortigosa de Pestaño"-properNoun-eo
"Otero de Herreros"-properNoun-eo "Otero de Herreros"-properNoun-ca
"Otero de Herreros"-properNoun-ca "Otero de Herreros"-properNoun-eo
"Pajarejos"-properNoun-eo "Pajarejos"-properNoun-ca
"Pajarejos"-properNoun-ca "Pajarejos"-properNoun-eo
"Palazuelos de Eresma"-properNoun-eo "Palazuelos de Eresma"-properNoun-ca
"Palazuelos de Eresma"-properNoun-ca "Palazuelos de Eresma"-properNoun-eo
"Pelayos del Arroyo"-properNoun-eo "Pelayos del Arroyo"-properNoun-ca
"Pelayos del Arroyo"-properNoun-ca "Pelayos del Arroyo"-properNoun-eo
"Perosillo"-properNoun-eo "Perosillo"-properNoun-ca
"Perosillo"-properNoun-ca "Perosillo"-properNoun-eo
"Pinarejos"-properNoun-eo "Pinarejos"-properNoun-ca
"Pinarejos"-properNoun-ca "Pinarejos"-properNoun-eo
"Pinarnegrillo"-properNoun-eo "Pinarnegrillo"-properNoun-ca
"Pinarnegrillo"-properNoun-ca "Pinarnegrillo"-properNoun-eo
"Pradales"-properNoun-eo "Pradales"-properNoun-ca
"Pradales"-properNoun-ca "Pradales"-properNoun-eo
"Prádena"-properNoun-eo "Prádena"-properNoun-ca
"Prádena"-properNoun-ca "Prádena"-properNoun-eo
"Puebla de Pedraza"-properNoun-eo "Puebla de Pedraza"-properNoun-ca
"Puebla de Pedraza"-properNoun-ca "Puebla de Pedraza"-properNoun-eo
"Rapariegos"-properNoun-eo "Rapariegos"-properNoun-ca
"Rapariegos"-properNoun-ca "Rapariegos"-properNoun-eo
"Remondo"-properNoun-eo "Remondo"-properNoun-ca
"Remondo"-properNoun-ca "Remondo"-properNoun-eo
"Riaguas de San Bartolomé"-properNoun-eo "Riaguas de San Bartolomé"-properNoun-ca
"Riaguas de San Bartolomé"-properNoun-ca "Riaguas de San Bartolomé"-properNoun-eo
"Riaza"-properNoun-eo "Riaza"-properNoun-ca
"Riaza"-properNoun-ca "Riaza"-properNoun-eo
"Ribota"-properNoun-eo "Ribota"-properNoun-ca
"Ribota"-properNoun-ca "Ribota"-properNoun-eo
"Riofrío de Riaza"-properNoun-eo "Riofrío de Riaza"-properNoun-ca
"Riofrío de Riaza"-properNoun-ca "Riofrío de Riaza"-properNoun-eo
"Roda de Eresma"-properNoun-eo "Roda de Eresma"-properNoun-ca
"Roda de Eresma"-properNoun-ca "Roda de Eresma"-properNoun-eo
"Sacramenia"-properNoun-eo "Sacramenia"-properNoun-ca
"Sacramenia"-properNoun-ca "Sacramenia"-properNoun-eo
"Samboal"-properNoun-eo "Samboal"-properNoun-ca
"Samboal"-properNoun-ca "Samboal"-properNoun-eo
"San Cristóbal de Cuéllar"-properNoun-eo "San Cristóbal de Cuéllar"-properNoun-ca
"San Cristóbal de Cuéllar"-properNoun-ca "San Cristóbal de Cuéllar"-properNoun-eo
"San Cristóbal de la Vega"-properNoun-eo "San Cristóbal de la Vega"-properNoun-ca
"San Cristóbal de la Vega"-properNoun-ca "San Cristóbal de la Vega"-properNoun-eo
"Morcín"-properNoun-eo "Morcín"-properNoun-ca
"Morcín"-properNoun-ca "Morcín"-properNoun-eo
"Muros de Nalón"-properNoun-eo "Muros de Nalón"-properNoun-ca
"Muros de Nalón"-properNoun-ca "Muros de Nalón"-properNoun-eo
"Navia"-properNoun-eo "Navia"-properNoun-ca
"Navia"-properNoun-ca "Navia"-properNoun-eo
"Noreña"-properNoun-eo "Noreña"-properNoun-ca
"Noreña"-properNoun-ca "Noreña"-properNoun-eo
"Onís"-properNoun-eo "Onís"-properNoun-ca
"Onís"-properNoun-ca "Onís"-properNoun-eo
"Parres"-properNoun-eo "Parres"-properNoun-ca
"Parres"-properNoun-ca "Parres"-properNoun-eo
"Peñamellera Alta"-properNoun-eo "Peñamellera Alta"-properNoun-ca
"Peñamellera Alta"-properNoun-ca "Peñamellera Alta"-properNoun-eo
"Peñamellera Baja"-properNoun-eo "Peñamellera Baja"-properNoun-ca
"Peñamellera Baja"-properNoun-ca "Peñamellera Baja"-properNoun-eo
"Pesoz"-properNoun-eo "Pesoz"-properNoun-ca
"Pesoz"-properNoun-ca "Pesoz"-properNoun-eo
"Piloña"-properNoun-eo "Piloña"-properNoun-ca
"Piloña"-properNoun-ca "Piloña"-properNoun-eo
"Ponga"-properNoun-eo "Ponga"-properNoun-ca
"Ponga"-properNoun-ca "Ponga"-properNoun-eo
"Pravia"-properNoun-eo "Pravia"-properNoun-ca
"Pravia"-properNoun-ca "Pravia"-properNoun-eo
"Proaza"-properNoun-eo "Proaza"-properNoun-ca
"Proaza"-properNoun-ca "Proaza"-properNoun-eo
"Las Regueras"-properNoun-eo "Las Regueras"-properNoun-ca
"Las Regueras"-properNoun-ca "Las Regueras"-properNoun-eo
"Ribadedeva"-properNoun-eo "Ribadedeva"-properNoun-ca
"Ribadedeva"-properNoun-ca "Ribadedeva"-properNoun-eo
"Ribera de Arriba"-properNoun-eo "Ribera de Arriba"-properNoun-ca
"Ribera de Arriba"-properNoun-ca "Ribera de Arriba"-properNoun-eo
"Riosa"-properNoun-eo "Riosa"-properNoun-ca
"Riosa"-properNoun-ca "Riosa"-properNoun-eo
"San Martín del Rey Aurelio"-properNoun-eo "San Martín del Rey Aurelio"-properNoun-ca
"San Martín del Rey Aurelio"-properNoun-ca "San Martín del Rey Aurelio"-properNoun-eo
"San Martín de Oscos"-properNoun-eo "San Martín de Oscos"-properNoun-ca
"San Martín de Oscos"-properNoun-ca "San Martín de Oscos"-properNoun-eo
"Santa Eulalia de Oscos"-properNoun-eo "Santa Eulalia de Oscos"-properNoun-ca
"Santa Eulalia de Oscos"-properNoun-ca "Santa Eulalia de Oscos"-properNoun-eo
"San Tirso de Abres"-properNoun-eo "San Tirso de Abres"-properNoun-ca
"San Tirso de Abres"-properNoun-ca "San Tirso de Abres"-properNoun-eo
"Santo Adriano"-properNoun-eo "Santo Adriano"-properNoun-ca
"Santo Adriano"-properNoun-ca "Santo Adriano"-properNoun-eo
"Sariego"-properNoun-eo "Sariego"-properNoun-ca
"Sariego"-properNoun-ca "Sariego"-properNoun-eo
"Siero"-properNoun-eo "Siero"-properNoun-ca
"Siero"-properNoun-ca "Siero"-properNoun-eo
"Sobrescobio"-properNoun-eo "Sobrescobio"-properNoun-ca
"Sobrescobio"-properNoun-ca "Sobrescobio"-properNoun-eo
"Somiedo"-properNoun-eo "Somiedo"-properNoun-ca
"Somiedo"-properNoun-ca "Somiedo"-properNoun-eo
"Soto del Barco"-properNoun-eo "Soto del Barco"-properNoun-ca
"Soto del Barco"-properNoun-ca "Soto del Barco"-properNoun-eo
"Tapia de Casariego"-properNoun-eo "Tapia de Casariego"-properNoun-ca
"Tapia de Casariego"-properNoun-ca "Tapia de Casariego"-properNoun-eo
"Taramundi"-properNoun-eo "Taramundi"-properNoun-ca
"Taramundi"-properNoun-ca "Taramundi"-properNoun-eo
"Teverga"-properNoun-eo "Teverga"-properNoun-ca
"Teverga"-properNoun-ca "Teverga"-properNoun-eo
"Vegadeo"-properNoun-eo "Vegadeo"-properNoun-ca
"Vegadeo"-properNoun-ca "Vegadeo"-properNoun-eo
"Villanueva de Oscos"-properNoun-eo "Villanueva de Oscos"-properNoun-ca
"Villanueva de Oscos"-properNoun-ca "Villanueva de Oscos"-properNoun-eo
"Villaviciosa"-properNoun-eo "Villaviciosa"-properNoun-ca
"Villaviciosa"-properNoun-ca "Villaviciosa"-properNoun-eo
"Villayón"-properNoun-eo "Villayón"-properNoun-ca
"Villayón"-properNoun-ca "Villayón"-properNoun-eo
"Yernes y Tameza"-properNoun-eo "Yernes y Tameza"-properNoun-ca
"Yernes y Tameza"-properNoun-ca "Yernes y Tameza"-properNoun-eo
"Abarca de Campos"-properNoun-eo "Abarca de Campos"-properNoun-ca
"Abarca de Campos"-properNoun-ca "Abarca de Campos"-properNoun-eo
"Abia de las Torres"-properNoun-eo "Abia de las Torres"-properNoun-ca
"Abia de las Torres"-properNoun-ca "Abia de las Torres"-properNoun-eo
"Aguilar de Campoo"-properNoun-eo "Aguilar de Campoo"-properNoun-ca
"Aguilar de Campoo"-properNoun-ca "Aguilar de Campoo"-properNoun-eo
"Alar del Rey"-properNoun-eo "Alar del Rey"-properNoun-ca
"Alar del Rey"-properNoun-ca "Alar del Rey"-properNoun-eo
"Alba de Cerrato"-properNoun-eo "Alba de Cerrato"-properNoun-ca
"Alba de Cerrato"-properNoun-ca "Alba de Cerrato"-properNoun-eo
"Amayuelas de Arriba"-properNoun-eo "Amayuelas de Arriba"-properNoun-ca
"Amayuelas de Arriba"-properNoun-ca "Amayuelas de Arriba"-properNoun-eo
"Ampudia"-properNoun-eo "Ampudia"-properNoun-ca
"Ampudia"-properNoun-ca "Ampudia"-properNoun-eo
"Amusco"-properNoun-eo "Amusco"-properNoun-ca
"Amusco"-properNoun-ca "Amusco"-properNoun-eo
"Antigüedad"-properNoun-eo "Antigüedad"-properNoun-ca
"Antigüedad"-properNoun-ca "Antigüedad"-properNoun-eo
"Autilla del Pino"-properNoun-eo "Autilla del Pino"-properNoun-ca
"Autilla del Pino"-properNoun-ca "Autilla del Pino"-properNoun-eo
"Autillo de Campos"-properNoun-eo "Autillo de Campos"-properNoun-ca
"Autillo de Campos"-properNoun-ca "Autillo de Campos"-properNoun-eo
"Ayuela"-properNoun-eo "Ayuela"-properNoun-ca
"Ayuela"-properNoun-ca "Ayuela"-properNoun-eo
"Baltanás"-properNoun-eo "Baltanás"-properNoun-ca
"Baltanás"-properNoun-ca "Baltanás"-properNoun-eo
"Venta de Baños"-properNoun-eo "Venta de Baños"-properNoun-ca
"Venta de Baños"-properNoun-ca "Venta de Baños"-properNoun-eo
"Baquerín de Campos"-properNoun-eo "Baquerín de Campos"-properNoun-ca
"Baquerín de Campos"-properNoun-ca "Baquerín de Campos"-properNoun-eo
"Bárcena de Campos"-properNoun-eo "Bárcena de Campos"-properNoun-ca
"Bárcena de Campos"-properNoun-ca "Bárcena de Campos"-properNoun-eo
"Barruelo de Santullán"-properNoun-eo "Barruelo de Santullán"-properNoun-ca
"Barruelo de Santullán"-properNoun-ca "Barruelo de Santullán"-properNoun-eo
"Báscones de Ojeda"-properNoun-eo "Báscones de Ojeda"-properNoun-ca
"Báscones de Ojeda"-properNoun-ca "Báscones de Ojeda"-properNoun-eo
"Becerril de Campos"-properNoun-eo "Becerril de Campos"-properNoun-ca
"Becerril de Campos"-properNoun-ca "Becerril de Campos"-properNoun-eo
"Belmonte de Campos"-properNoun-eo "Belmonte de Campos"-properNoun-ca
"Belmonte de Campos"-properNoun-ca "Belmonte de Campos"-properNoun-eo
"Berzosilla"-properNoun-eo "Berzosilla"-properNoun-ca
"Berzosilla"-properNoun-ca "Berzosilla"-properNoun-eo
"Boada de Campos"-properNoun-eo "Boada de Campos"-properNoun-ca
"Boada de Campos"-properNoun-ca "Boada de Campos"-properNoun-eo
"Boadilla del Camino"-properNoun-eo "Boadilla del Camino"-properNoun-ca
"Boadilla del Camino"-properNoun-ca "Boadilla del Camino"-properNoun-eo
"Boadilla de Rioseco"-properNoun-eo "Boadilla de Rioseco"-properNoun-ca
"Boadilla de Rioseco"-properNoun-ca "Boadilla de Rioseco"-properNoun-eo
"Brañosera"-properNoun-eo "Brañosera"-properNoun-ca
"Brañosera"-properNoun-ca "Brañosera"-properNoun-eo
"Buenavista de Valdavia"-properNoun-eo "Buenavista de Valdavia"-properNoun-ca
"Buenavista de Valdavia"-properNoun-ca "Buenavista de Valdavia"-properNoun-eo
"Bustillo de la Vega"-properNoun-eo "Bustillo de la Vega"-properNoun-ca
"Bustillo de la Vega"-properNoun-ca "Bustillo de la Vega"-properNoun-eo
"Bustillo del Páramo de Carrión"-properNoun-eo "Bustillo del Páramo de Carrión"-properNoun-ca
"Bustillo del Páramo de Carrión"-properNoun-ca "Bustillo del Páramo de Carrión"-properNoun-eo
"Calahorra de Boedo"-properNoun-eo "Calahorra de Boedo"-properNoun-ca
"Calahorra de Boedo"-properNoun-ca "Calahorra de Boedo"-properNoun-eo
"Calzada de los Molinos"-properNoun-eo "Calzada de los Molinos"-properNoun-ca
"Calzada de los Molinos"-properNoun-ca "Calzada de los Molinos"-properNoun-eo
"Capillas"-properNoun-eo "Capillas"-properNoun-ca
"Capillas"-properNoun-ca "Capillas"-properNoun-eo
"Cardeñosa de Volpejera"-properNoun-eo "Cardeñosa de Volpejera"-properNoun-ca
"Cardeñosa de Volpejera"-properNoun-ca "Cardeñosa de Volpejera"-properNoun-eo
"Carrión de los Condes"-properNoun-eo "Carrión de los Condes"-properNoun-ca
"Carrión de los Condes"-properNoun-ca "Carrión de los Condes"-properNoun-eo
"Castil de Vela"-properNoun-eo "Castil de Vela"-properNoun-ca
"Castil de Vela"-properNoun-ca "Castil de Vela"-properNoun-eo
"Castrejón de la Peña"-properNoun-eo "Castrejón de la Peña"-properNoun-ca
"Castrejón de la Peña"-properNoun-ca "Castrejón de la Peña"-properNoun-eo
"Castrillo de Don Juan"-properNoun-eo "Castrillo de Don Juan"-properNoun-ca
"Castrillo de Don Juan"-properNoun-ca "Castrillo de Don Juan"-properNoun-eo
"Castrillo de Onielo"-properNoun-eo "Castrillo de Onielo"-properNoun-ca
"Castrillo de Onielo"-properNoun-ca "Castrillo de Onielo"-properNoun-eo
"Castrillo de Villavega"-properNoun-eo "Castrillo de Villavega"-properNoun-ca
"Castrillo de Villavega"-properNoun-ca "Castrillo de Villavega"-properNoun-eo
"Castromocho"-properNoun-eo "Castromocho"-properNoun-ca
"Castromocho"-properNoun-ca "Castromocho"-properNoun-eo
"Cervatos de la Cueza"-properNoun-eo "Cervatos de la Cueza"-properNoun-ca
"Cervatos de la Cueza"-properNoun-ca "Cervatos de la Cueza"-properNoun-eo
"Cervera de Pisuerga"-properNoun-eo "Cervera de Pisuerga"-properNoun-ca
"Cervera de Pisuerga"-properNoun-ca "Cervera de Pisuerga"-properNoun-eo
"Cevico de la Torre"-properNoun-eo "Cevico de la Torre"-properNoun-ca
"Cevico de la Torre"-properNoun-ca "Cevico de la Torre"-properNoun-eo
"Cevico Navero"-properNoun-eo "Cevico Navero"-properNoun-ca
"Cevico Navero"-properNoun-ca "Cevico Navero"-properNoun-eo
"Cobos de Cerrato"-properNoun-eo "Cobos de Cerrato"-properNoun-ca
"Cobos de Cerrato"-properNoun-ca "Cobos de Cerrato"-properNoun-eo
"Collazos de Boedo"-properNoun-eo "Collazos de Boedo"-properNoun-ca
"Collazos de Boedo"-properNoun-ca "Collazos de Boedo"-properNoun-eo
"Congosto de Valdavia"-properNoun-eo "Congosto de Valdavia"-properNoun-ca
"Congosto de Valdavia"-properNoun-ca "Congosto de Valdavia"-properNoun-eo
"Cordovilla la Real"-properNoun-eo "Cordovilla la Real"-properNoun-ca
"Cordovilla la Real"-properNoun-ca "Cordovilla la Real"-properNoun-eo
"Cubillas de Cerrato"-properNoun-eo "Cubillas de Cerrato"-properNoun-ca
