"pomoćan"-adjective-hbs "support"-adjective-eng
"Sokrat"-properNoun-hbs "Socrates"-properNoun-eng
"Stalin"-properNoun-hbs "Stalin"-properNoun-eng
"Tadej"-properNoun-hbs "Tadej"-properNoun-eng
"Tarzan"-properNoun-hbs "Tarzan"-properNoun-eng
"Tom"-properNoun-hbs "Tom"-properNoun-eng
"Vid"-properNoun-hbs "Vid"-properNoun-eng
"Vid"-properNoun-hbs "Vid"-properNoun-eng
"Viljem"-properNoun-hbs "Viljem"-properNoun-eng
"Viljem"-properNoun-hbs "William"-properNoun-eng
"Vitodrag"-properNoun-hbs "Vitodrag"-properNoun-eng
"Vladimir"-properNoun-hbs "Vladimir"-properNoun-eng
"William"-properNoun-hbs "William"-properNoun-eng
"Winston"-properNoun-hbs "Winston"-properNoun-eng
"Blaž"-properNoun-hbs "Blaž"-properNoun-eng
"Judež"-properNoun-hbs "Judež"-properNoun-eng
"Matjaž"-properNoun-hbs "Matjaž"-properNoun-eng
"Primož"-properNoun-hbs "Primož"-properNoun-eng
"Tomaž"-properNoun-hbs "Tomaž"-properNoun-eng
"Uroš"-properNoun-hbs "Uroš"-properNoun-eng
"Bogo"-properNoun-hbs "Bogo"-properNoun-eng
"Bogo"-properNoun-hbs "Bogo"-properNoun-eng
"Božo"-properNoun-hbs "Božo"-properNoun-eng
"Branko"-properNoun-hbs "Branko"-properNoun-eng
"Darko"-properNoun-hbs "Darko"-properNoun-eng
"Drago"-properNoun-hbs "Drago"-properNoun-eng
"Jožko"-properNoun-hbs "Jožko"-properNoun-eng
"Romeo"-properNoun-hbs "Romeo"-properNoun-eng
"Sergio"-properNoun-hbs "Sergio"-properNoun-eng
"Slavko"-properNoun-hbs "Slavko"-properNoun-eng
"Tito"-properNoun-hbs "Tito"-properNoun-eng
"Tomo"-properNoun-hbs "Tomo"-properNoun-eng
"Vinko"-properNoun-hbs "Vinko"-properNoun-eng
"Vojko"-properNoun-hbs "Vojko"-properNoun-eng
"Brane"-properNoun-hbs "Brane"-properNoun-eng
"France"-properNoun-hbs "France"-properNoun-eng
"Jože"-properNoun-hbs "Jože"-properNoun-eng
"Jure"-properNoun-hbs "Jure"-properNoun-eng
"Pavle"-properNoun-hbs "Pavle"-properNoun-eng
"Polde"-properNoun-hbs "Polde"-properNoun-eng
"Stane"-properNoun-hbs "Stane"-properNoun-eng
"Tine"-properNoun-hbs "Tine"-properNoun-eng
"Tone"-properNoun-hbs "Tone"-properNoun-eng
"Nikola"-properNoun-hbs "Nikola"-properNoun-eng
"žiga"-properNoun-hbs "žiga"-properNoun-eng
"Joža"-properNoun-hbs "Joža"-properNoun-eng
"Pavao"-properNoun-hbs "Pavao"-properNoun-eng
"Pavao"-properNoun-hbs "Paul"-properNoun-eng
"Dragiša"-properNoun-hbs "Dragiša"-properNoun-eng
"Nemanja"-properNoun-hbs "Nemanja"-properNoun-eng
"Grega"-properNoun-hbs "Grega"-properNoun-eng
"Juda"-properNoun-hbs "Judas"-properNoun-eng
"Luka"-properNoun-hbs "Luka"-properNoun-eng
"Matija"-properNoun-hbs "Matija"-properNoun-eng
"Mitja"-properNoun-hbs "Mitja"-properNoun-eng
"Saša"-properNoun-hbs "Saša"-properNoun-eng
"Saša"-properNoun-hbs "Saša"-properNoun-eng
"Vanja"-properNoun-hbs "Vanja"-properNoun-eng
"Vanja"-properNoun-hbs "Vanja"-properNoun-eng
"Pitagora"-properNoun-hbs "Pythagoras"-properNoun-eng
"Bajram"-properNoun-hbs "Bajram"-properNoun-eng
"Fatlum"-properNoun-hbs "Fatlum"-properNoun-eng
"Hasan"-properNoun-hbs "Hasan"-properNoun-eng
"David"-properNoun-hbs "David"-properNoun-eng
"Dragutin"-properNoun-hbs "Dragutin"-properNoun-eng
"Hrvatska"-properNoun-hbs "Croatia"-properNoun-eng
"Mađarska"-properNoun-hbs "Hungary"-properNoun-eng
"Češka"-properNoun-hbs "Czech Republic"-properNoun-eng
"Štajerska"-properNoun-hbs "Styria"-properNoun-eng
"Škotska"-properNoun-hbs "Scotland"-properNoun-eng
"Danska"-properNoun-hbs "Denmark"-properNoun-eng
"Irska"-properNoun-hbs "Ireland"-properNoun-eng
"Moravska"-properNoun-hbs "Moravia"-properNoun-eng
"Koruška"-properNoun-hbs "Carinthia"-properNoun-eng
"Turska"-properNoun-hbs "Turkey"-properNoun-eng
"Bugarska"-properNoun-hbs "Bulgaria"-properNoun-eng
"Finska"-properNoun-hbs "Finland"-properNoun-eng
"Francuska"-properNoun-hbs "France"-properNoun-eng
"Švedska"-properNoun-hbs "Sweden"-properNoun-eng
"Španija"-properNoun-hbs "Spain"-properNoun-eng
"Španjolska"-properNoun-hbs "Spain"-properNoun-eng
"Švicarska"-properNoun-hbs "Switzerland"-properNoun-eng
"Švajcarska"-properNoun-hbs "Switzerland"-properNoun-eng
"Srbija"-properNoun-hbs "Serbia"-properNoun-eng
"Viktorija"-properNoun-hbs "Viktorija"-properNoun-eng
"Viktorija"-properNoun-hbs "Victoria"-properNoun-eng
"Polinezija"-properNoun-hbs "Polynesia"-properNoun-eng
"Idrija"-properNoun-hbs "Idrija"-properNoun-eng
"Mandžurija"-properNoun-hbs "Manchuria"-properNoun-eng
"Rezija"-properNoun-hbs "Resia"-properNoun-eng
"Italija"-properNoun-hbs "Italy"-properNoun-eng
"Albanija"-properNoun-hbs "Albania"-properNoun-eng
"Andaluzija"-properNoun-hbs "Andalusia"-properNoun-eng
"Australija"-properNoun-hbs "Australia"-properNoun-eng
"Austrija"-properNoun-hbs "Austria"-properNoun-eng
"Azija"-properNoun-hbs "Asia"-properNoun-eng
"Belgija"-properNoun-hbs "Belgium"-properNoun-eng
"Brazilija"-properNoun-hbs "Brasilia"-properNoun-eng
"Britanija"-properNoun-hbs "Britain"-properNoun-eng
"Dalmacija"-properNoun-hbs "Dalmatia"-properNoun-eng
"Estonija"-properNoun-hbs "Estonia"-properNoun-eng
"Euroazija"-properNoun-hbs "Euroasia"-properNoun-eng
"Francija"-properNoun-hbs "France"-properNoun-eng
"Galicija"-properNoun-hbs "Galicia"-properNoun-eng
"Indija"-properNoun-hbs "India"-properNoun-eng
"Jugoslavija"-properNoun-hbs "Yugoslavia"-properNoun-eng
"Kalabrija"-properNoun-hbs "Calabria"-properNoun-eng
"Kaledonija"-properNoun-hbs "Caledonia"-properNoun-eng
"Katalonija"-properNoun-hbs "Catalonia"-properNoun-eng
"Libija"-properNoun-hbs "Libya"-properNoun-eng
"Lombardija"-properNoun-hbs "Lombardia"-properNoun-eng
"Makedonija"-properNoun-hbs "Macedonia"-properNoun-eng
"Mongolija"-properNoun-hbs "Mongolia"-properNoun-eng
"Normandija"-properNoun-hbs "Normandy"-properNoun-eng
"Oceanija"-properNoun-hbs "Oceania"-properNoun-eng
"Perzija"-properNoun-hbs "Persia"-properNoun-eng
"Rusija"-properNoun-hbs "Russia"-properNoun-eng
"Sardinija"-properNoun-hbs "Sardinia"-properNoun-eng
"Skandinavija"-properNoun-hbs "Scandinavia"-properNoun-eng
"Slovenija"-properNoun-hbs "Slovenia"-properNoun-eng
"Slavonija"-properNoun-hbs "Slavonia"-properNoun-eng
"Bosna"-properNoun-hbs "Bosnia"-properNoun-eng
"Malta"-properNoun-hbs "Malta"-properNoun-eng
"Pula"-properNoun-hbs "Pula"-properNoun-eng
"Šandalja"-properNoun-hbs "Šandalja"-properNoun-eng
"Šandalja"-properNoun-hbs "San Daniele"-properNoun-eng
"Krapina"-properNoun-hbs "Krapina"-properNoun-eng
"Hercegovina"-properNoun-hbs "Herzegovina"-properNoun-eng
"Virovitica"-properNoun-hbs "Virovitica"-properNoun-eng
"Ženeva"-properNoun-hbs "Geneva"-properNoun-eng
"Pivka"-properNoun-hbs "Pivka"-properNoun-eng
"Pivka"-properNoun-hbs "Pivka"-properNoun-eng
"Mojstrovka"-properNoun-hbs "Mojstrovka"-properNoun-eng
"Ida"-properNoun-hbs "Ida"-properNoun-eng
"Marjeta"-properNoun-hbs "Marjeta"-properNoun-eng
"Helena"-properNoun-hbs "Helena"-properNoun-eng
"Helena"-properNoun-hbs "Helen"-properNoun-eng
"Europa"-properNoun-hbs "Europe"-properNoun-eng
"Evropa"-properNoun-hbs "Europe"-properNoun-eng
"Drava"-properNoun-hbs "the Drava"-properNoun-eng
"Drava"-properNoun-hbs "Drave"-properNoun-eng
"Drina"-properNoun-hbs "the Drina"-properNoun-eng
"Kokra"-properNoun-hbs "the Kokra"-properNoun-eng
"Bistrica"-properNoun-hbs "Bistrica"-properNoun-eng
"Mura"-properNoun-hbs "the Mura"-properNoun-eng
"Neretva"-properNoun-hbs "Neretva"-properNoun-eng
"Sava"-properNoun-hbs "the Sava"-properNoun-eng
"Soča"-properNoun-hbs "the Soča"-properNoun-eng
"Soča"-properNoun-hbs "Isonzo"-properNoun-eng
"Sotla"-properNoun-hbs "the Sotla"-properNoun-eng
"Sutla"-properNoun-hbs "the Sutla"-properNoun-eng
"Visla"-properNoun-hbs "the Visla"-properNoun-eng
"Argentina"-properNoun-hbs "Argentina"-properNoun-eng
"Arizona"-properNoun-hbs "Arizona"-properNoun-eng
"Barcelona"-properNoun-hbs "Barcelona"-properNoun-eng
"Etna"-properNoun-hbs "Etna"-properNoun-eng
"Hirošima"-properNoun-hbs "Hiroshima"-properNoun-eng
"Koreja"-properNoun-hbs "Korea"-properNoun-eng
"Kuba"-properNoun-hbs "Cuba"-properNoun-eng
"Moskva"-properNoun-hbs "Moscow"-properNoun-eng
"Sodoma"-properNoun-hbs "Sodom"-properNoun-eng
"Srebrenica"-properNoun-hbs "Srebrenica"-properNoun-eng
"Varšava"-properNoun-hbs "Warsaw"-properNoun-eng
"Venezuela"-properNoun-hbs "Venezuela"-properNoun-eng
"Vinica"-properNoun-hbs "Vinica"-properNoun-eng
"Emona"-properNoun-hbs "Emona"-properNoun-eng
"Emona"-properNoun-hbs "Aemona"-properNoun-eng
"Gomora"-properNoun-hbs "Gomorrah"-properNoun-eng
"Istra"-properNoun-hbs "Istria"-properNoun-eng
"Izola"-properNoun-hbs "Izola"-properNoun-eng
"Java"-properNoun-hbs "Java"-properNoun-eng
"Kanada"-properNoun-hbs "Canada"-properNoun-eng
"Kina"-properNoun-hbs "China"-properNoun-eng
"Kredarica"-properNoun-hbs "Kredarica"-properNoun-eng
"Mojstrana"-properNoun-hbs "Mojstrana"-properNoun-eng
"Polzela"-properNoun-hbs "Polzela"-properNoun-eng
"Postojna"-properNoun-hbs "Postojna"-properNoun-eng
"Radovljica"-properNoun-hbs "Radovljica"-properNoun-eng
"Trenta"-properNoun-hbs "Trenta"-properNoun-eng
"Tuzla"-properNoun-hbs "Tuzla"-properNoun-eng
"Vojvodina"-properNoun-hbs "Vojvodina"-properNoun-eng
"Gora"-properNoun-hbs "Gora"-properNoun-eng
"Havaji"-properNoun-hbs "Hawaii"-properNoun-eng
"Pireneji"-properNoun-hbs "the Pyrenees"-properNoun-eng
"Karpati"-properNoun-hbs "the Carpathians"-properNoun-eng
"Ravne"-properNoun-hbs "Ravne"-properNoun-eng
"Alpe"-properNoun-hbs "the Alps"-properNoun-eng
"Begunje"-properNoun-hbs "Begunje"-properNoun-eng
"Bloke"-properNoun-hbs "Bloke"-properNoun-eng
"Brežice"-properNoun-hbs "Brežice"-properNoun-eng
"Jesenice"-properNoun-hbs "Jesenice"-properNoun-eng
"Lesce"-properNoun-hbs "Lesce"-properNoun-eng
"Luče"-properNoun-hbs "Luče"-properNoun-eng
"Moste"-properNoun-hbs "Moste"-properNoun-eng
"Tebe"-properNoun-hbs "Tebe"-properNoun-eng
"Trojane"-properNoun-hbs "Trojane"-properNoun-eng
"Vače"-properNoun-hbs "Vače"-properNoun-eng
"Tatre"-properNoun-hbs "Tatre"-properNoun-eng
"Cerklje"-properNoun-hbs "Cerklje"-properNoun-eng
"Radlje"-properNoun-hbs "Radlje"-properNoun-eng
"Trbovlje"-properNoun-hbs "Trbovlje"-properNoun-eng
"Grahovo"-properNoun-hbs "Grahovo"-properNoun-eng
"Krško"-properNoun-hbs "Krško"-properNoun-eng
"Laško"-properNoun-hbs "Laško"-properNoun-eng
"Brno"-properNoun-hbs "Brno"-properNoun-eng
"Sarajevo"-properNoun-hbs "Sarajevo"-properNoun-eng
"Kosovo"-properNoun-hbs "Kosovo"-properNoun-eng
"Meksiko"-properNoun-hbs "Mexico"-properNoun-eng
"Veneto"-properNoun-hbs "Veneto"-properNoun-eng
"Skopje"-properNoun-hbs "Skopje"-properNoun-eng
"Dovje"-properNoun-hbs "Dovje"-properNoun-eng
"Grosuplje"-properNoun-hbs "Grosuplje"-properNoun-eng
"Celje"-properNoun-hbs "Celje"-properNoun-eng
"Pohorje"-properNoun-hbs "Pohorje"-properNoun-eng
"Sredozemlje"-properNoun-hbs "the Mediterranean"-properNoun-eng
"Velenje"-properNoun-hbs "Velenje"-properNoun-eng
"Nizozemska"-properNoun-hbs "the Netherlands"-properNoun-eng
"Nizozemska"-properNoun-hbs "Netherlands"-properNoun-eng
"Dolska"-properNoun-hbs "Dolska"-properNoun-eng
"Gorenjska"-properNoun-hbs "Gorenjska"-properNoun-eng
"Notranjska"-properNoun-hbs "Notranjska"-properNoun-eng
"Norveška"-properNoun-hbs "Norway"-properNoun-eng
"Poljska"-properNoun-hbs "Poland"-properNoun-eng
"Slovačka"-properNoun-hbs "Slovakia"-properNoun-eng
"Dolenjska"-properNoun-hbs "Dolenjska"-properNoun-eng
"Njemačka"-properNoun-hbs "Germany"-properNoun-eng
"Primorska"-properNoun-hbs "Primorska"-properNoun-eng
"Tirolska"-properNoun-hbs "Tirolska"-properNoun-eng
"Engleska"-properNoun-hbs "England"-properNoun-eng
"Holandija"-properNoun-hbs "the Netherlands"-properNoun-eng
"Holandija"-properNoun-hbs "Netherlands"-properNoun-eng
"Sofija"-properNoun-hbs "Sofia"-properNoun-eng
"Litva"-properNoun-hbs "Lithuania"-properNoun-eng
"Litvanija"-properNoun-hbs "Lithuania"-properNoun-eng
"Sirija"-properNoun-hbs "Syria"-properNoun-eng
"Kolumbija"-properNoun-hbs "Colombia"-properNoun-eng
"Nigerija"-properNoun-hbs "Nigeria"-properNoun-eng
"Portugalija"-properNoun-hbs "Portugal"-properNoun-eng
"Bohinj"-properNoun-hbs "Bohinj"-properNoun-eng
"Ripač"-properNoun-hbs "Ripač"-properNoun-eng
"Broadway"-properNoun-hbs "Broadway"-properNoun-eng
"Bruselj"-properNoun-hbs "Bruselj"-properNoun-eng
"Križ"-properNoun-hbs "Križ"-properNoun-eng
"Oglej"-properNoun-hbs "Oglej"-properNoun-eng
"Ormož"-properNoun-hbs "Ormož"-properNoun-eng
"Paradiž"-properNoun-hbs "Paradiž"-properNoun-eng
"Portorož"-properNoun-hbs "Portorož"-properNoun-eng
"Ptuj"-properNoun-hbs "Ptuj"-properNoun-eng
"Semič"-properNoun-hbs "Semič"-properNoun-eng
"Trbiž"-properNoun-hbs "Trbiž"-properNoun-eng
"Vič"-properNoun-hbs "Vič"-properNoun-eng
"Nezakcij"-properNoun-hbs "Nesactium"-properNoun-eng
"Atlantik"-properNoun-hbs "the Atlantic"-properNoun-eng
"Balkan"-properNoun-hbs "the Balkans"-properNoun-eng
"Baltik"-properNoun-hbs "the Baltic"-properNoun-eng
"Beograd"-properNoun-hbs "Beograd"-properNoun-eng
"Berlin"-properNoun-hbs "Berlin"-properNoun-eng
"Bled"-properNoun-hbs "Bled"-properNoun-eng
"Bovec"-properNoun-hbs "Bovec"-properNoun-eng
"Brnik"-properNoun-hbs "Brnik"-properNoun-eng
"Cejlon"-properNoun-hbs "Ceylon"-properNoun-eng
"Cipar"-properNoun-hbs "Cyprus"-properNoun-eng
"Egipt"-properNoun-hbs "Egypt"-properNoun-eng
"Gibraltar"-properNoun-hbs "Gibraltar"-properNoun-eng
"Golovec"-properNoun-hbs "Golovec"-properNoun-eng
"Gradec"-properNoun-hbs "Gradec"-properNoun-eng
"Haag"-properNoun-hbs "Haag"-properNoun-eng
"Hamburg"-properNoun-hbs "Hambourg"-properNoun-eng
"Hongkong"-properNoun-hbs "Hong Kong"-properNoun-eng
"Hrib"-properNoun-hbs "Hrib"-properNoun-eng
"Jadran"-properNoun-hbs "the Adriatic"-properNoun-eng
"Jeruzalem"-properNoun-hbs "Jerusalem"-properNoun-eng
"Kairo"-properNoun-hbs "Cairo"-properNoun-eng
"Kent"-properNoun-hbs "Kent"-properNoun-eng
"Kongo"-properNoun-hbs "Congo"-properNoun-eng
"Koper"-properNoun-hbs "Koper"-properNoun-eng
"London"-properNoun-hbs "London"-properNoun-eng
"Madrid"-properNoun-hbs "Madrid"-properNoun-eng
"Maribor"-properNoun-hbs "Maribor"-properNoun-eng
"Maroko"-properNoun-hbs "Morocco"-properNoun-eng
"Mozambik"-properNoun-hbs "Mozambique"-properNoun-eng
"New York"-properNoun-hbs "New York"-properNoun-eng
"Olimp"-properNoun-hbs "Olympus"-properNoun-eng
"Oslo"-properNoun-hbs "Oslo"-properNoun-eng
"Pacifik"-properNoun-hbs "the Pacific"-properNoun-eng
"Pad"-properNoun-hbs "Pad"-properNoun-eng
"Piran"-properNoun-hbs "Piran"-properNoun-eng
"Rab"-properNoun-hbs "Rab"-properNoun-eng
"Ren"-properNoun-hbs "Ren"-properNoun-eng
"Rim"-properNoun-hbs "Rome"-properNoun-eng
"Tacen"-properNoun-hbs "Tacen"-properNoun-eng
"Tanger"-properNoun-hbs "Tanger"-properNoun-eng
"Teheran"-properNoun-hbs "Tehran"-properNoun-eng
"Tibet"-properNoun-hbs "Tibet"-properNoun-eng
"Tivoli"-properNoun-hbs "Tivoli"-properNoun-eng
"Tolmin"-properNoun-hbs "Tolmin"-properNoun-eng
"Torino"-properNoun-hbs "Torino"-properNoun-eng
"Triglav"-properNoun-hbs "Triglav"-properNoun-eng
"Trst"-properNoun-hbs "Trieste"-properNoun-eng
"Velebit"-properNoun-hbs "Velebit"-properNoun-eng
"York"-properNoun-hbs "York"-properNoun-eng
"Zalog"-properNoun-hbs "Zalog"-properNoun-eng
"Srijem"-properNoun-hbs "Srijem"-properNoun-eng
"Portugal"-properNoun-hbs "Portugal"-properNoun-eng
"Prag"-properNoun-hbs "Prague"-properNoun-eng
"Dunav"-properNoun-hbs "the Danube"-properNoun-eng
"Japan"-properNoun-hbs "Japan"-properNoun-eng
"Lisabon"-properNoun-hbs "Lisbon"-properNoun-eng
"Island"-properNoun-hbs "Iceland"-properNoun-eng
"Sibir"-properNoun-hbs "Siberia"-properNoun-eng
"Zeland"-properNoun-hbs "Zealand"-properNoun-eng
"Afrika"-properNoun-hbs "Africa"-properNoun-eng
"Antarktika"-properNoun-hbs "the Antarctic"-properNoun-eng
"Amerika"-properNoun-hbs "America"-properNoun-eng
"Korzika"-properNoun-hbs "Corsica"-properNoun-eng
"Vrhnika"-properNoun-hbs "Vrhnika"-properNoun-eng
"Jasenka"-properNoun-hbs "Jasenka"-properNoun-eng
"Lucija"-properNoun-hbs "Lucija"-properNoun-eng
"Ana"-properNoun-hbs "Ana"-properNoun-eng
"Anja"-properNoun-hbs "Anja"-properNoun-eng
"Sandra"-properNoun-hbs "Sandra"-properNoun-eng
"Katja"-properNoun-hbs "Katja"-properNoun-eng
"Angela"-properNoun-hbs "Angela"-properNoun-eng
"Angelca"-properNoun-hbs "Angelca"-properNoun-eng
"Barbara"-properNoun-hbs "Barbara"-properNoun-eng
"Elizabeta"-properNoun-hbs "Elizabeta"-properNoun-eng
"Emmanuela"-properNoun-hbs "Emmanuela"-properNoun-eng
"Gabrijela"-properNoun-hbs "Gabrijela"-properNoun-eng
"Ivana"-properNoun-hbs "Ivana"-properNoun-eng
"Marija"-properNoun-hbs "Marija"-properNoun-eng
"Matilda"-properNoun-hbs "Matilda"-properNoun-eng
"Milena"-properNoun-hbs "Milena"-properNoun-eng
"Minerva"-properNoun-hbs "Minerva"-properNoun-eng
"Natalija"-properNoun-hbs "Natalija"-properNoun-eng
"Nataša"-properNoun-hbs "Nataša"-properNoun-eng
"Nina"-properNoun-hbs "Nina"-properNoun-eng
"Olga"-properNoun-hbs "Olga"-properNoun-eng
"Pandora"-properNoun-hbs "Pandora"-properNoun-eng
"Pavla"-properNoun-hbs "Pavla"-properNoun-eng
"Simona"-properNoun-hbs "Simona"-properNoun-eng
"Štefanija"-properNoun-hbs "Štefanija"-properNoun-eng
"Tanja"-properNoun-hbs "Tanja"-properNoun-eng
"Tina"-properNoun-hbs "Tina"-properNoun-eng
"Albina"-properNoun-hbs "Albina"-properNoun-eng
"Alenka"-properNoun-hbs "Alenka"-properNoun-eng
"Bernarda"-properNoun-hbs "Bernarda"-properNoun-eng
"Branka"-properNoun-hbs "Branka"-properNoun-eng
"Breda"-properNoun-hbs "Breda"-properNoun-eng
"Cirila"-properNoun-hbs "Cirila"-properNoun-eng
"Cveta"-properNoun-hbs "Cveta"-properNoun-eng
"Danica"-properNoun-hbs "Danica"-properNoun-eng
"Darinka"-properNoun-hbs "Darinka"-properNoun-eng
"Doroteja"-properNoun-hbs "Doroteja"-properNoun-eng
"Iva"-properNoun-hbs "Iva"-properNoun-eng
"Ivanka"-properNoun-hbs "Ivanka"-properNoun-eng
"Jadranka"-properNoun-hbs "Jadranka"-properNoun-eng
"Janja"-properNoun-hbs "Janja"-properNoun-eng
"Jožica"-properNoun-hbs "Jožica"-properNoun-eng
"Julija"-properNoun-hbs "Julija"-properNoun-eng
"Katarina"-properNoun-hbs "Katarina"-properNoun-eng
"Klara"-properNoun-hbs "Klara"-properNoun-eng
"Klementina"-properNoun-hbs "Klementina"-properNoun-eng
"Majda"-properNoun-hbs "Majda"-properNoun-eng
"Margareta"-properNoun-hbs "Margareta"-properNoun-eng
"Maša"-properNoun-hbs "Maša"-properNoun-eng
"Mateja"-properNoun-hbs "Mateja"-properNoun-eng
"Metka"-properNoun-hbs "Metka"-properNoun-eng
"Micka"-properNoun-hbs "Micka"-properNoun-eng
"Milka"-properNoun-hbs "Milka"-properNoun-eng
"Mojca"-properNoun-hbs "Mojca"-properNoun-eng
"Nada"-properNoun-hbs "Nada"-properNoun-eng
"Neža"-properNoun-hbs "Neža"-properNoun-eng
"Polonca"-properNoun-hbs "Polonca"-properNoun-eng
"Rafaela"-properNoun-hbs "Rafaela"-properNoun-eng
"Rahela"-properNoun-hbs "Rahela"-properNoun-eng
"Romana"-properNoun-hbs "Romana"-properNoun-eng
"Štefka"-properNoun-hbs "Štefka"-properNoun-eng
"Urša"-properNoun-hbs "Urša"-properNoun-eng
"Vida"-properNoun-hbs "Vida"-properNoun-eng
"Vika"-properNoun-hbs "Vika"-properNoun-eng
"Jasna"-properNoun-hbs "Jasna"-properNoun-eng
"Aleksandra"-properNoun-hbs "Aleksandra"-properNoun-eng
"Petra"-properNoun-hbs "Petra"-properNoun-eng
"Andreja"-properNoun-hbs "Andreja"-properNoun-eng
"Una"-properNoun-hbs "Una"-properNoun-eng
"Una"-properNoun-hbs "Una"-properNoun-eng
"Kominterna"-properNoun-hbs "Kominterna"-properNoun-eng
"Velika Gorica"-properNoun-hbs "Velika Gorica"-properNoun-eng
"Ujedinjeni narodi"-properNoun-hbs "United Nations"-properNoun-eng
"Verts"-properNoun-hbs "Verts"-properNoun-eng
"Eurostat"-properNoun-hbs "Eurostat"-properNoun-eng
"Eurat"-properNoun-hbs "Eurat"-properNoun-eng
"Franko"-properNoun-hbs "Franko"-properNoun-eng
"Frontex"-properNoun-hbs "Frontex"-properNoun-eng
"Barroso"-properNoun-hbs "Barroso"-properNoun-eng
"Galileo"-properNoun-hbs "Galileo"-properNoun-eng
"Sarkozy"-properNoun-hbs "Sarkozy"-properNoun-eng
"Schulz"-properNoun-hbs "Schulz"-properNoun-eng
"Malmström"-properNoun-hbs "Malmström"-properNoun-eng
"Romov"-properNoun-hbs "Romov"-properNoun-eng
"Ashton"-properNoun-hbs "Ashton"-properNoun-eng
"Rumunija"-properNoun-hbs "Romania"-properNoun-eng
"Latvija"-properNoun-hbs "Latvia"-properNoun-eng
"Gruzija"-properNoun-hbs "Georgia"-properNoun-eng
"Bjelorusija"-properNoun-hbs "Belarus"-properNoun-eng
"Gaza"-properNoun-hbs "Gaza"-properNoun-eng
"Burma"-properNoun-hbs "Burma"-properNoun-eng
"Burma"-properNoun-hbs "Myanmar"-properNoun-eng
"Ukrajina"-properNoun-hbs "the Ukraine"-properNoun-eng
"Ukrajina"-properNoun-hbs "Ukraine"-properNoun-eng
"København"-properNoun-hbs "København"-properNoun-eng
"Kopenhagen"-properNoun-hbs "Copenhagen"-properNoun-eng
"Izrael"-properNoun-hbs "Israel"-properNoun-eng
"Tunis"-properNoun-hbs "Tunisia"-properNoun-eng
"Irak"-properNoun-hbs "Iraq"-properNoun-eng
"Pakistan"-properNoun-hbs "Pakistan"-properNoun-eng
"Strasbourg"-properNoun-hbs "Strasbourg"-properNoun-eng
"Afganistan"-properNoun-hbs "Afganistan"-properNoun-eng
"Luxembourg"-properNoun-hbs "Luxembourg"-properNoun-eng
"Luksemburg"-properNoun-hbs "Luxembourg"-properNoun-eng
"Lihtenštajn"-properNoun-hbs "Liechtenstein"-properNoun-eng
"Iran"-properNoun-hbs "Iran"-properNoun-eng
"Tahiti"-properNoun-hbs "Tahiti"-properNoun-eng
"Haiti"-properNoun-hbs "Haiti"-properNoun-eng
"Nabucco"-properNoun-hbs "Nabucco"-properNoun-eng
"baš"-adverb-hbs "right"-adverb-eng
"još"-adverb-hbs "also"-adverb-eng
"širom"-adverb-hbs "throughout"-adverb-eng
"čak"-adverb-hbs "even"-adverb-eng
"divlje"-adverb-hbs "wildly"-adverb-eng
"rano"-adverb-hbs "early"-adverb-eng
"koliko puta"-adverb-hbs "how many times"-adverb-eng
"nekoliko puta"-adverb-hbs "a couple of times"-adverb-eng
"nabrzinu"-adverb-hbs "hastily"-adverb-eng
"na lijep način"-adverb-hbs "nicely"-adverb-eng
"ovaj put"-adverb-hbs "this time"-adverb-eng
"kroz smijeh"-adverb-hbs "while laughing"-adverb-eng
"s obzirom na"-adverb-hbs "considering"-subordinatingConjunction-eng
"u tijeku"-adverb-hbs "ongoing"-adjective-eng
"mnogokad"-adverb-hbs "many times"-adverb-eng
"mnogogdje"-adverb-hbs "in many places"-adverb-eng
"greškom"-adverb-hbs "by mistake"-adverb-eng
"treći put"-adverb-hbs "third time"-adverb-eng
"zadnji put"-adverb-hbs "last time"-adverb-eng
"na putu"-adverb-hbs "on the way"-adverb-eng
"ususret"-adverb-hbs "towards"-adverb-eng
"skupa"-adverb-hbs "together"-adverb-eng
"divljački"-adverb-hbs "savagely"-adverb-eng
"suprotno"-adverb-hbs "contrary"-adverb-eng
"antiturski"-adverb-hbs "anti-Turkish"-adjective-eng
"avionski"-adverb-hbs "aerially"-adverb-eng
"fizikalno"-adverb-hbs "physically"-adverb-eng
"naokolo"-adverb-hbs "around"-adverb-eng
"odvojeno"-adverb-hbs "separately"-adverb-eng
"okolo"-adverb-hbs "around"-adverb-eng
"pojedinačno"-adverb-hbs "individually"-adverb-eng
"predano"-adverb-hbs "committed"-adjective-eng
"savjetodavno"-adverb-hbs "advisory"-adjective-eng
"spolno"-adverb-hbs "sexually"-adverb-eng
"sporedno"-adverb-hbs "secondary"-adjective-eng
"usmeno"-adverb-hbs "orally"-adverb-eng
"naknadno"-adverb-hbs "subsequently"-adverb-eng
"prosječno"-adverb-hbs "on average"-adverb-eng
"svježe"-adverb-hbs "freshly"-adverb-eng
"glede"-adverb-hbs "regarding"-preposition-eng
"natrag"-adverb-hbs "back"-adverb-eng
"unaprijed"-adverb-hbs "in advance"-adverb-eng
"postepeno"-adverb-hbs "gradually"-adverb-eng
"višekratno"-adverb-hbs "multiple times"-adverb-eng
"bez sumnje"-adverb-hbs "without a doubt"-adverb-eng
