"3MA"-properNoun-fra "3MA"-properNoun-spa
"Kabila"-properNoun-fra "Kabila"-properNoun-spa
"Kaboul"-properNoun-fra "Kabul"-properNoun-spa
"Kaboul"-properNoun-fra "Kabul"-properNoun-spa
"Kaczynski"-properNoun-fra "Kaczynski"-properNoun-spa
"Kadhafi"-properNoun-fra "Gadafi"-properNoun-spa
"Kadima"-properNoun-fra "Kadima"-properNoun-spa
"Kafe Antzokia"-properNoun-fra "Kafe Antzokia"-properNoun-spa
"Kairouan"-properNoun-fra "Kairuan"-properNoun-spa
"kale borroka"-noun-fra "kale borroka"-noun-spa
"Kalifornia"-properNoun-fra "Kalifornia"-properNoun-spa
"Kaliningrad"-properNoun-fra "Kaliningrado"-properNoun-spa
"Kalkot Matas Kelekele"-properNoun-fra "Kalkot Mataskelekele"-properNoun-spa
"Kamarara"-properNoun-fra "Kamarara"-properNoun-spa
"Kampala"-properNoun-fra "Kampala"-properNoun-spa
"Kampusch"-properNoun-fra "Kampusch"-properNoun-spa
"Kamtchatka"-properNoun-fra "Kamchatka"-properNoun-spa
"Kandahar"-properNoun-fra "Kandahar"-properNoun-spa
"Kanmen"-properNoun-fra "Kanmen"-properNoun-spa
"Karakoroum"-properNoun-fra "Karakorum"-properNoun-spa
"Karanka"-properNoun-fra "Karanka"-properNoun-spa
"Karen"-properNoun-fra "Karen"-properNoun-spa
"Karim"-properNoun-fra "Karim"-properNoun-spa
"Karina"-properNoun-fra "Karina"-properNoun-spa
"Karl"-properNoun-fra "Karl"-properNoun-spa
"Karlos"-properNoun-fra "Karlos"-properNoun-spa
"Karmona"-properNoun-fra "Karmona"-properNoun-spa
"Károlos Papoúlias"-properNoun-fra "Karolos Papoulias"-properNoun-spa
"Karoun"-properNoun-fra "Karun"-properNoun-spa
"Karpets"-properNoun-fra "Karpets"-properNoun-spa
"Karpin"-properNoun-fra "Karpin"-properNoun-spa
"Karzaï"-properNoun-fra "Karzaï"-properNoun-spa
"Kate"-properNoun-fra "Kate"-properNoun-spa
"Katia"-properNoun-fra "Katia"-properNoun-spa
"Katmandou"-properNoun-fra "Katmandú"-properNoun-spa
"Katmandu"-properNoun-fra "Katmandú"-properNoun-spa
"Katrina"-properNoun-fra "Katrina"-properNoun-spa
"Katsav"-properNoun-fra "Katsav"-properNoun-spa
"Katxo"-properNoun-fra "Katxo"-properNoun-spa
"Kauta"-properNoun-fra "Kauta"-properNoun-spa
"kayak"-noun-fra "kayak"-noun-spa
"KAZ"-noun-fra "KAZ"-noun-spa
"Kazakhstan"-properNoun-fra "Kazajstán"-properNoun-spa
"Kazakhstan"-properNoun-fra "Kazajistán"-properNoun-spa
"Kb"-properNoun-fra "Kb"-properNoun-spa
"kéfir"-noun-fra "kéfir"-noun-spa
"Keillor"-properNoun-fra "Keillor"-properNoun-spa
"Keith"-properNoun-fra "Keith"-properNoun-spa
"Kelly"-properNoun-fra "Kelly"-properNoun-spa
"Ken"-properNoun-fra "Ken"-properNoun-spa
"Kennedy"-properNoun-fra "Kennedy"-properNoun-spa
"Kenneth"-properNoun-fra "Kenneth"-properNoun-spa
"Kenya"-properNoun-fra "Kenia"-properNoun-spa
"Kepa"-properNoun-fra "Kepa"-properNoun-spa
"Kerejeta"-properNoun-fra "Kerejeta"-properNoun-spa
"Kessler"-properNoun-fra "Kessler"-properNoun-spa
"Kevin"-properNoun-fra "Kevin"-properNoun-spa
"kg"-noun-fra "kg"-noun-spa
"Khaled"-properNoun-fra "Khaled"-properNoun-spa
"Khamenei"-properNoun-fra "Khamenei"-properNoun-spa
"Khan"-properNoun-fra "Khan"-properNoun-spa
"Khartoum"-properNoun-fra "Jartum"-properNoun-spa
"Khartoum"-properNoun-fra "Jartum"-properNoun-spa
"Khartoum"-properNoun-fra "Jartún"-properNoun-spa
"Khéops"-properNoun-fra "Keops"-properNoun-spa
"Khephren"-properNoun-fra "Kefrén"-properNoun-spa
"KIA"-properNoun-fra "KIA"-properNoun-spa
"Kide"-properNoun-fra "Kide"-properNoun-spa
"Kidman"-properNoun-fra "Kidman"-properNoun-spa
"kidnapper"-verb-fra "secuestrar"-verb-spa
"kidnappeur"-noun-fra "secuestrador"-noun-spa
"Kiev"-properNoun-fra "Kiev"-properNoun-spa
"Kigali"-properNoun-fra "Kigali"-properNoun-spa
"Kike"-properNoun-fra "Kike"-properNoun-spa
"Kilimandjaro"-properNoun-fra "Kilimanjaro"-properNoun-spa
"Kill"-properNoun-fra "Kill"-properNoun-spa
"kilo"-noun-fra "kilo"-noun-spa
"kilogramme"-noun-fra "kilogramo"-noun-spa
"kilomètre"-noun-fra "kilómetro"-noun-spa
"kilomètre"-noun-fra "kilómetro"-noun-spa
"Kilometroak"-properNoun-fra "Kilometroak"-properNoun-spa
"Kim"-properNoun-fra "Kim"-properNoun-spa
"Kim Jong-il"-properNoun-fra "Kim Jong-il"-properNoun-spa
"Kim Ki-duk"-properNoun-fra "Kim Ki-duk"-properNoun-spa
"Kimi"-properNoun-fra "Kimi"-properNoun-spa
"King"-properNoun-fra "King"-properNoun-spa
"King Edward Point"-properNoun-fra "King Edward Point"-properNoun-spa
"Kingman"-properNoun-fra "Kingman"-properNoun-spa
"Kingston"-properNoun-fra "Kingston"-properNoun-spa
"Kingstown"-properNoun-fra "Kingstown"-properNoun-spa
"Kinshasa"-properNoun-fra "Kinshasa"-properNoun-spa
"kiosque"-noun-fra "quiosco"-noun-spa
"Kirchner"-properNoun-fra "Kirchner"-properNoun-spa
"Kirghizistan"-properNoun-fra "Kirguistán"-properNoun-spa
"Kiribati"-properNoun-fra "Kiribati"-properNoun-spa
"Klarsfeld"-properNoun-fra "Klarsfeld"-properNoun-spa
"Klaus"-properNoun-fra "Klaus"-properNoun-spa
"Klein"-properNoun-fra "Klein"-properNoun-spa
"Klimt"-properNoun-fra "Klimt"-properNoun-spa
"KLM"-properNoun-fra "KLM"-properNoun-spa
"km"-noun-fra "km"-noun-spa
"Knesset"-properNoun-fra "Knesset"-properNoun-spa
"koctet"-noun-fra "kocteto"-noun-spa
"Kofi"-properNoun-fra "Kofi"-properNoun-spa
"Koikili"-properNoun-fra "Koikili"-properNoun-spa
"Koizumi"-properNoun-fra "Koizumi"-properNoun-spa
"Koldo"-properNoun-fra "Koldo"-properNoun-spa
"Kolobnev"-properNoun-fra "Kolobnev"-properNoun-spa
"Koltès"-properNoun-fra "Koltès"-properNoun-spa
"Konstantine Oustinovitch"-properNoun-fra "Konstantín Ustínovich"-properNoun-spa
"Konstantine Oustinovitch Tchernenko"-properNoun-fra "Konstantín Ustínovich Chernenko"-properNoun-spa
"Kontseilua"-properNoun-fra "Kontseilua"-properNoun-spa
"Kontugain"-properNoun-fra "Kontugain"-properNoun-spa
"Kontxi"-properNoun-fra "Kontxi"-properNoun-spa
"Korff"-properNoun-fra "Korff"-properNoun-spa
"Kornel"-properNoun-fra "Kornel"-properNoun-spa
"Korrika"-properNoun-fra "Korrika"-properNoun-spa
"Korshunova"-properNoun-fra "Korshunova"-properNoun-spa
"Korta"-properNoun-fra "Korta"-properNoun-spa
"Kortezubi"-properNoun-fra "Kortezubi"-properNoun-spa
"kosovar"-adjective-fra "kosovar"-adjective-spa
"kosovar"-adjective-fra "kosovar"-adjective-spa
"kosovar"-adjective-fra "kosovar"-adjective-spa
"Kosovo"-properNoun-fra "Kosovo"-properNoun-spa
"Kóstas Karamanlís"-properNoun-fra "Kostas Karamanlis"-properNoun-spa
"Kouchner"-properNoun-fra "Kouchner"-properNoun-spa
"Kourgan"-properNoun-fra "Kurgan"-properNoun-spa
"Koursk"-properNoun-fra "Kursk"-properNoun-spa
"Kovacevic"-properNoun-fra "Kovacevic"-properNoun-spa
"Koweït"-properNoun-fra "Kuwait"-properNoun-spa
"Koxtape"-properNoun-fra "Koxtape"-properNoun-spa
"Krakatau"-properNoun-fra "Krakatoa"-properNoun-spa
"Krauss"-properNoun-fra "Krauss"-properNoun-spa
"Kremlin"-properNoun-fra "Kremlin"-properNoun-spa
"Kresala"-properNoun-fra "Kresala"-properNoun-spa
"Kroes"-properNoun-fra "Kroes"-properNoun-spa
"Krosa"-properNoun-fra "Krosa"-properNoun-spa
"Kross"-properNoun-fra "Kross"-properNoun-spa
"Krung Thep"-properNoun-fra "Krung Thep"-properNoun-spa
"Krutxaga"-properNoun-fra "Krutxaga"-properNoun-spa
"Kuala Lumpur"-properNoun-fra "Kuala Lumpur"-properNoun-spa
"Kubo"-properNoun-fra "Kubo"-properNoun-spa
"Kuluxka"-properNoun-fra "Kuluxka"-properNoun-spa
"Kundera"-properNoun-fra "Kundera"-properNoun-spa
"Kuoni"-properNoun-fra "Kuoni"-properNoun-spa
"kurde"-adjective-fra "kurdo"-adjective-spa
"kurde"-adjective-fra "kurdo"-adjective-spa
"kurde"-adjective-fra "kurdo"-adjective-spa
"Kurdistan"-properNoun-fra "Kurdistán"-properNoun-spa
"Kuribayashi"-properNoun-fra "Kuribayashi"-properNoun-spa
"Kursaal"-properNoun-fra "Kursaal"-properNoun-spa
"Kurt"-properNoun-fra "Kurt"-properNoun-spa
"Kutxa"-properNoun-fra "Kutxa"-properNoun-spa
"kutxa"-properNoun-fra "kutxa"-properNoun-spa
"kutxa fiche de paie"-properNoun-fra "kutxanóminas"-properNoun-spa
"kutxabi"-properNoun-fra "kutxabi"-properNoun-spa
"kutxaempresas"-properNoun-fra "kutxaempresas"-properNoun-spa
"Kutxaespacio"-properNoun-fra "Kutxaespacio"-properNoun-spa
"kutxagest"-properNoun-fra "kutxagest"-properNoun-spa
"kutxanet"-properNoun-fra "kutxanet"-properNoun-spa
"kutxasocial"-properNoun-fra "kutxasocial"-properNoun-spa
"kutxazabal"-properNoun-fra "kutxazabal"-properNoun-spa
"Kutxazabal Zentroa"-properNoun-fra "Kutxazabal Zentroa"-properNoun-spa
"Kuwait"-properNoun-fra "Kuwait"-properNoun-spa
"Kuwait Investment Authority"-properNoun-fra "Kuwait Investment Authority"-properNoun-spa
"Kyoto"-properNoun-fra "Kioto"-properNoun-spa
"Kyoto"-properNoun-fra "Kyoto"-properNoun-spa
"kyrielle"-noun-fra "retahíla"-noun-spa
"kyste"-noun-fra "quiste"-noun-spa
"l"-noun-fra "l"-noun-spa
"L"-numeral-fra "L"-numeral-spa
"là"-adverb-fra "allí"-adverb-spa
"Laâyoune"-properNoun-fra "El Aaiún"-properNoun-spa
"LAB"-noun-fra "LAB"-noun-spa
"Labajo"-properNoun-fra "Labajo"-properNoun-spa
"Labaka"-properNoun-fra "Labaka"-properNoun-spa
"La Albufera"-properNoun-fra "La Albufera"-properNoun-spa
"La Alcarria"-properNoun-fra "La Alcarria"-properNoun-spa
"La Araucania"-properNoun-fra "La Araucanía"-properNoun-spa
"là-bas"-adverb-fra "allá"-adverb-spa
"La Barbade"-properNoun-fra "Barbados"-properNoun-spa
"La Corogne"-properNoun-fra "La Coruña"-properNoun-spa
"La Corogne"-properNoun-fra "Coruña"-properNoun-spa
"La Corogne"-properNoun-fra "A Coruña"-properNoun-spa
"label"-noun-fra "label"-noun-spa
"labeur"-noun-fra "labor"-noun-spa
"la faute de"-preposition-fra "culpa de"-preposition-spa
"la gauche nationaliste basque"-properNoun-fra "Ezker Abertzalea"-properNoun-spa
"La Gomera"-properNoun-fra "La Gomera"-properNoun-spa
"La Havane"-properNoun-fra "La Habana"-properNoun-spa
"La Haye"-properNoun-fra "La Haya"-properNoun-spa
"La Manche"-properNoun-fra "Canal de la Mancha"-properNoun-spa
"La Mecque"-properNoun-fra "La Meca"-properNoun-spa
"la nuit"-adverb-fra "por la noche"-adverb-spa
"laboratoire"-noun-fra "laboratorio"-noun-spa
"laborieux"-adjective-fra "laborioso"-adjective-spa
"laborieux"-adjective-fra "laborioso"-adjective-spa
"laborieux"-adjective-fra "laborioso"-adjective-spa
"laborieux"-adjective-fra "laborioso"-adjective-spa
"Labourd"-properNoun-fra "Lapurdi"-properNoun-spa
"laboureur"-noun-fra "labrador"-noun-spa
"La Palma"-properNoun-fra "La Palma"-properNoun-spa
"La Paz"-properNoun-fra "La Paz"-properNoun-spa
"la plupart du temps"-adverb-fra "casi siempre"-adverb-spa
"la plupart du temps"-adverb-fra "la mayoría de las veces"-adverb-spa
"La Polaire"-properNoun-fra "Estrella polar"-properNoun-spa
"La Repubblica"-properNoun-fra "La Repubblica"-properNoun-spa
"La Rioja"-properNoun-fra "La Rioja"-properNoun-spa
"Labrit"-properNoun-fra "Labrit"-properNoun-spa
"La Rochelle"-properNoun-fra "La Rochelle"-properNoun-spa
"La Roche-sur-Yon"-properNoun-fra "La Roche-sur-Yon"-properNoun-spa
"La Une"-properNoun-fra "La Une"-properNoun-spa
"La Valette"-properNoun-fra "La Valeta"-properNoun-spa
"labyrinthe"-noun-fra "laberinto"-noun-spa
"lac"-noun-fra "lago"-noun-spa
"lac"-noun-fra "lago"-noun-spa
"Lac d'Annecy"-properNoun-fra "Lago Annecy"-properNoun-spa
"Lac d'Ourmia"-properNoun-fra "Lago de Urmia"-properNoun-spa
"lac Édouard"-properNoun-fra "Lago Eduardo"-properNoun-spa
"Lac Majeur"-properNoun-fra "Lago Maggiore"-properNoun-spa
"Lacen"-properNoun-fra "Lacen"-properNoun-spa
"lacération"-noun-fra "laceración"-noun-spa
"lâche"-adjective-fra "cobarde"-adjective-spa
"LaChef"-properNoun-fra "LaChef"-properNoun-spa
"Lachmann"-properNoun-fra "Lachmann"-properNoun-spa
"Lacombe"-properNoun-fra "Lacombe"-properNoun-spa
"Laconie"-properNoun-fra "Laconia"-properNoun-spa
"Lacoste"-properNoun-fra "Lacoste"-properNoun-spa
"Lacruz"-properNoun-fra "Lacruz"-properNoun-spa
"L'Action Française"-properNoun-fra "Acción Francesa"-properNoun-spa
"l'actu en patates"-properNoun-fra "l'actu en patates"-properNoun-spa
"Laden"-properNoun-fra "Laden"-properNoun-spa
"L'Adieux aux Armes"-properNoun-fra "Adios a las armas"-properNoun-spa
"Laetitia"-properNoun-fra "Laetitia"-properNoun-spa
"Lafarge"-properNoun-fra "Lafarge"-properNoun-spa
"Lafarge Ciments"-properNoun-fra "Lafarge Ciments"-properNoun-spa
"Lafayette"-properNoun-fra "Lafayette"-properNoun-spa
"Lafont"-properNoun-fra "Lafont"-properNoun-spa
"Lafuente"-properNoun-fra "Lafuente"-properNoun-spa
"Lagardère"-properNoun-fra "Lagardère"-properNoun-spa
"Laguiller"-properNoun-fra "Laguiller"-properNoun-spa
"Laguiole"-properNoun-fra "Laguiole"-properNoun-spa
"Lagunak"-properNoun-fra "Lagunak"-properNoun-spa
"Lagun Aro"-properNoun-fra "Lagun Aro"-properNoun-spa
"lagune"-noun-fra "laguna"-noun-spa
"Lahoz"-properNoun-fra "Lahoz"-properNoun-spa
"laïcisation"-noun-fra "laicización"-noun-spa
"laïcisme"-noun-fra "laicismo"-noun-spa
"laïcité"-noun-fra "laicidad"-noun-spa
"laid"-adjective-fra "feo"-adjective-spa
"laine"-noun-fra "lana"-noun-spa
"laïque"-adjective-fra "laico"-adjective-spa
"laïque"-adjective-fra "laico"-adjective-spa
"laïque"-adjective-fra "laico"-adjective-spa
"Laiseka"-properNoun-fra "Laiseka"-properNoun-spa
"laisser"-verb-fra "dejar"-verb-spa
"laisser un témoignage"-verb-fra "dejar constancia"-verb-spa
"lait"-noun-fra "leche"-noun-spa
"laitier"-noun-fra "lechero"-noun-spa
"Lajara"-properNoun-fra "Lajara"-properNoun-spa
"Lakers"-properNoun-fra "Lakers"-properNoun-spa
"Lakuntza"-properNoun-fra "Lakuntza"-properNoun-spa
"LAM"-noun-fra "LAM"-noun-spa
"LAM"-noun-fra "LAM"-noun-spa
"Lambert"-properNoun-fra "Lambert"-properNoun-spa
"lame"-noun-fra "lámina"-noun-spa
"lamentable"-adjective-fra "lamentable"-adjective-spa
"lamentablement"-adverb-fra "lamentablemente"-adverb-spa
"lamentation"-noun-fra "lamento"-noun-spa
"Lamikiz"-properNoun-fra "Lamikiz"-properNoun-spa
"Lampre"-properNoun-fra "Lampre"-properNoun-spa
"Lancaster"-properNoun-fra "Lancaster"-properNoun-spa
"lancement"-noun-fra "lanzamiento"-noun-spa
"lancer"-verb-fra "lanzar"-verb-spa
"lancer"-verb-fra "estrellar"-verb-spa
"lancer"-verb-fra "arrojar"-verb-spa
"Lancet"-properNoun-fra "Lancet"-properNoun-spa
"lanceur"-noun-fra "lanzador"-noun-spa
"Lancia"-properNoun-fra "Lancia"-properNoun-spa
"Lancy"-properNoun-fra "Lancy"-properNoun-spa
"Landaben"-properNoun-fra "Landaben"-properNoun-spa
"Landaluze"-properNoun-fra "Landaluze"-properNoun-spa
"Land Rover"-properNoun-fra "Land Rover"-properNoun-spa
"Lander"-properNoun-fra "Lander"-properNoun-spa
"Landes"-properNoun-fra "Landas"-properNoun-spa
"Lang"-properNoun-fra "Lang"-properNoun-spa
"langage"-noun-fra "lenguaje"-noun-spa
"langagier"-adjective-fra "lingüístico"-adjective-spa
"langue"-noun-fra "lengua"-noun-spa
"langue"-noun-fra "habla"-noun-spa
"Languedoc-Roussillon"-properNoun-fra "Languedoc-Roussillon"-properNoun-spa
"Languedoc-Roussillon"-properNoun-fra "Languedoc-Rosellón"-properNoun-spa
"L'Anneau du Nibelung"-properNoun-fra "El anillo del nibelungo"-properNoun-spa
"lanterne"-noun-fra "linterna"-noun-spa
"lanterne rouge"-noun-fra "colista"-noun-spa
"Lanzarote"-properNoun-fra "Lanzarote"-properNoun-spa
"Lanzarote"-properNoun-fra "Lanzarote"-properNoun-spa
"Laocoon"-properNoun-fra "Laocoonte"-properNoun-spa
"Laon"-properNoun-fra "Laon"-properNoun-spa
"Laos"-properNoun-fra "Laos"-properNoun-spa
"lapidation"-noun-fra "lapidación"-noun-spa
"lapider"-verb-fra "lapidar"-verb-spa
"lapider"-verb-fra "apedrear"-verb-spa
"lapin"-noun-fra "conejo"-noun-spa
"Laponie"-properNoun-fra "Laponia"-properNoun-spa
"l'après-midi"-adverb-fra "por la tarde"-adverb-spa
"Lara"-properNoun-fra "Lara"-properNoun-spa
"Larburu"-properNoun-fra "Larburu"-properNoun-spa
"larcin"-noun-fra "hurto"-noun-spa
"Laredo"-properNoun-fra "Laredo"-properNoun-spa
"large"-noun-fra "anchura"-noun-spa
"large"-adjective-fra "ancho"-adjective-spa
"large"-adjective-fra "ancho"-adjective-spa
"large"-adjective-fra "ancho"-adjective-spa
"largement"-adverb-fra "ampliamente"-adverb-spa
"largement"-adverb-fra "con creces"-adverb-spa
"largeur"-noun-fra "anchura"-noun-spa
"Larijani"-properNoun-fra "Larijani"-properNoun-spa
"larme"-noun-fra "lágrima"-noun-spa
"Larrañaga"-properNoun-fra "Larrañaga"-properNoun-spa
"Larraun"-properNoun-fra "Larraun"-properNoun-spa
"Larreina"-properNoun-fra "Larreina"-properNoun-spa
"Larrinaga"-properNoun-fra "Larrinaga"-properNoun-spa
"Larronde"-properNoun-fra "Larronde"-properNoun-spa
"Larry"-properNoun-fra "Larry"-properNoun-spa
"Lars"-properNoun-fra "Lars"-properNoun-spa
"Lasa"-properNoun-fra "Lasa"-properNoun-spa
"Lasagabaster"-properNoun-fra "Lasagabaster"-properNoun-spa
"Lasarte"-properNoun-fra "Lasarte"-properNoun-spa
"Lasarte-Oria"-properNoun-fra "Lasarte-Oria"-properNoun-spa
"Las Arenas"-properNoun-fra "Las Arenas"-properNoun-spa
"Las Palmas"-properNoun-fra "Las Palmas"-properNoun-spa
"Las Palmas de Gran Canaria"-properNoun-fra "Las Palmas de Gran Canaria"-properNoun-spa
"Las Vegas"-properNoun-fra "Las Vegas"-properNoun-spa
"laser"-noun-fra "láser"-noun-spa
"Laso"-properNoun-fra "Laso"-properNoun-spa
"László Sólyom"-properNoun-fra "László Sólyom"-properNoun-spa
"Latasa"-properNoun-fra "Latasa"-properNoun-spa
"Latécoère"-properNoun-fra "Latécoère"-properNoun-spa
"latéral"-adjective-fra "lateral"-adjective-spa
"latéral"-adjective-fra "lateral"-adjective-spa
"latéral"-noun-fra "lateral"-noun-spa
"latéral"-noun-fra "lateral"-noun-spa
"latéral"-adjective-fra "lateral"-adjective-spa
"latéral"-noun-fra "lateral"-noun-spa
"L'Athlète"-properNoun-fra "Atleta"-properNoun-spa
"latin"-adjective-fra "latino"-adjective-spa
"latin"-noun-fra "latín"-noun-spa
"latitude"-noun-fra "latitud"-noun-spa
"Latium"-properNoun-fra "Lacio"-properNoun-spa
"Latorre"-properNoun-fra "Latorre"-properNoun-spa
"latte"-noun-fra "listón"-noun-spa
"Laura"-properNoun-fra "Laura"-properNoun-spa
"Laure"-properNoun-fra "Laure"-properNoun-spa
"Laurence"-properNoun-fra "Laurence"-properNoun-spa
"Laurent"-properNoun-fra "Laurent"-properNoun-spa
"laurier"-noun-fra "laurel"-noun-spa
"laurier-rose"-noun-fra "adelfa"-noun-spa
"Lausanne"-properNoun-fra "Lausana"-properNoun-spa
"Lausanne"-properNoun-fra "Lausanne"-properNoun-spa
"Lauvergeon"-properNoun-fra "Lauvergeon"-properNoun-spa
"lavabo"-noun-fra "lavabo"-noun-spa
"lavabo"-noun-fra "cuarto de aseo"-noun-spa
"lavabo"-noun-fra "cuartos de aseo"-noun-spa
"Laval"-properNoun-fra "Laval"-properNoun-spa
"laver"-verb-fra "lavar"-verb-spa
"Laverde"-properNoun-fra "Laverde"-properNoun-spa
"lave-vaisselle"-noun-fra "lavavajillas"-noun-spa
"lave-vaisselle"-noun-fra "lavavajillas"-noun-spa
"lave-vaisselle"-noun-fra "lavavajillas"-noun-spa
"Lavrov"-properNoun-fra "Lavrov"-properNoun-spa
"Lawrence"-properNoun-fra "Lawrence"-properNoun-spa
"Lawrence d'Arabie"-properNoun-fra "Lawrence de Arabia"-properNoun-spa
"layer"-verb-fra "escodar"-verb-spa
"Lázaro"-properNoun-fra "Lázaro"-properNoun-spa
"Lazkano"-properNoun-fra "Lazkano"-properNoun-spa
"Lazkao"-properNoun-fra "Lazkao"-properNoun-spa
"LCD"-properNoun-fra "LCD"-properNoun-spa
"le"-determiner-fra "el"-determiner-spa
"le"-determiner-fra "el"-determiner-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-determiner-fra "el"-determiner-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-determiner-fra "lo"-determiner-spa
"le"-determiner-fra "el"-determiner-spa
"le"-determiner-fra "el"-determiner-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"le"-pronoun-fra "lo"-pronoun-spa
"leader"-noun-fra "líder"-noun-spa
"leadership"-noun-fra "liderazgo"-noun-spa
"leadership"-noun-fra "liderato"-noun-spa
"Leal"-properNoun-fra "Leal"-properNoun-spa
"Le Alto"-properNoun-fra "El Alto"-properNoun-spa
"Lebaniego"-properNoun-fra "Lebaniego"-properNoun-spa
"Le Baldaquin de Saint Pierre"-properNoun-fra "El Baldaquino de San Pedro"-properNoun-spa
"le bon vieux temps"-adverb-fra "los buenos tiempos"-adverb-spa
"Le Caire"-properNoun-fra "El Cairo"-properNoun-spa
"Le Canard enchaîné"-properNoun-fra "Le Canard enchaîné"-properNoun-spa
"Le Cap"-properNoun-fra "Ciudad del Cabo"-properNoun-spa
"le cas échéant"-adverb-fra "en su caso"-adverb-spa
"le cas échéant"-adverb-fra "si fuera necesario"-adverb-spa
"Le Corbusier"-properNoun-fra "Le Corbusier"-properNoun-spa
"Le Cuirassé Potemkine"-properNoun-fra "El acorazado Potemkin"-properNoun-spa
"Le dictateur"-properNoun-fra "El Gran Dictador"-properNoun-spa
"le gouvernement"-properNoun-fra "el ejecutivo"-properNoun-spa
"le jour"-adverb-fra "por la mañana"-adverb-spa
"le jour de la date"-subordinatingConjunction-fra "el día de la fecha"-subordinatingConjunction-spa
"Leblanc"-properNoun-fra "Leblanc"-properNoun-spa
"le long de"-preposition-fra "a lo largo de"-preposition-spa
"Le Manifeste du parti communiste"-properNoun-fra "El Manifiesto Comunista"-properNoun-spa
"Le Mans"-properNoun-fra "Le Mans"-properNoun-spa
"Le Monde"-properNoun-fra "Le Monde"-properNoun-spa
"Le Pen"-properNoun-fra "Le Pen"-properNoun-spa
"Le Pirée"-properNoun-fra "El Pireo"-properNoun-spa
"le plus tôt possible"-subordinatingConjunction-fra "lo antes posible"-subordinatingConjunction-spa
"Le Puy-en-Velay"-properNoun-fra "Le Puy-en-Velay"-properNoun-spa
"Le Soir"-properNoun-fra "Le Soir"-properNoun-spa
"le soussigné"-subordinatingConjunction-fra "el abajo firmante"-subordinatingConjunction-spa
"Le Vert"-properNoun-fra "Le Vert"-properNoun-spa
"Lech"-properNoun-fra "Lech"-properNoun-spa
"Lech Kaczynski"-properNoun-fra "Lech Kaczynski"-properNoun-spa
"leçon"-noun-fra "lección"-noun-spa
"Leconte"-properNoun-fra "Leconte"-properNoun-spa
"lecteur"-noun-fra "lector"-noun-spa
"lecture"-noun-fra "lectura"-noun-spa
"Lecuona"-properNoun-fra "Lecuona"-properNoun-spa
"Lee"-properNoun-fra "Lee"-properNoun-spa
"Lee Hsien Loong"-properNoun-fra "Lee Hsien Loong"-properNoun-spa
"Lefevre"-properNoun-fra "Lefevre"-properNoun-spa
"légal"-adjective-fra "legal"-adjective-spa
"légal"-adjective-fra "legal"-adjective-spa
"légal"-adjective-fra "legal"-adjective-spa
"légalement"-adverb-fra "legalmente"-adverb-spa
"légalisation"-noun-fra "legalización"-noun-spa
"légalité"-noun-fra "legalidad"-noun-spa
"Leganés"-properNoun-fra "Leganés"-properNoun-spa
"Legarreta"-properNoun-fra "Legarreta"-properNoun-spa
"Legarretaetxeberría"-properNoun-fra "Legarretaetxeberría"-properNoun-spa
"Legazpi"-properNoun-fra "Legazpi"-properNoun-spa
"légendaire"-adjective-fra "legendario"-adjective-spa
"légendaire"-adjective-fra "legendario"-adjective-spa
"légendaire"-adjective-fra "legendario"-adjective-spa
"légende"-noun-fra "leyenda"-noun-spa
"léger"-adjective-fra "ligero"-adjective-spa
"léger"-adjective-fra "liviano"-adjective-spa
"léger"-adjective-fra "leve"-adjective-spa
"légèrement"-adverb-fra "ligeramente"-adverb-spa
"légèrement"-adverb-fra "levemente"-adverb-spa
"légèrement"-adverb-fra "livianamente"-adverb-spa
"légion"-noun-fra "legión"-noun-spa
"Légion d'honneur"-properNoun-fra "Legión de Honor"-properNoun-spa
"législateur"-noun-fra "legislador"-noun-spa
"législatif"-adjective-fra "legislativo"-adjective-spa
"législation"-noun-fra "legislación"-noun-spa
"législature"-noun-fra "legislatura"-noun-spa
"légitime"-adjective-fra "legítimo"-adjective-spa
"légitime"-adjective-fra "legítimo"-adjective-spa
"légitime"-adjective-fra "legítimo"-adjective-spa
"légitimement"-adverb-fra "legítimamente"-adverb-spa
"légitimité"-noun-fra "legitimidad"-noun-spa
"Legrand"-properNoun-fra "Legrand"-properNoun-spa
"legs"-noun-fra "legado"-noun-spa
"legs"-noun-fra "legado"-noun-spa
"legs"-noun-fra "legado"-noun-spa
"léguer"-verb-fra "legar"-verb-spa
"légume"-noun-fra "verdura"-noun-spa
"légume"-noun-fra "hortaliza"-noun-spa
"Legutiano"-properNoun-fra "Legutiano"-properNoun-spa
"Lehman Brothers"-properNoun-fra "Lehman Brothers"-properNoun-spa
"Leioa"-properNoun-fra "Leioa"-properNoun-spa
"Leipheimer"-properNoun-fra "Leipheimer"-properNoun-spa
"Leire"-properNoun-fra "Leire"-properNoun-spa
